PCE,Dates
0.555841534641677,1976_DEC
0.556717175156018,1977_JAN
0.549629863053847,1977_FEB
0.534315569712507,1977_MAR
0.529428437714108,1977_APR
0.539324159940624,1977_MAY
0.533166407690566,1977_JUN
0.533935793808227,1977_JUL
0.507485770480498,1977_AUG
0.519638718281801,1977_SEP
0.534403115849513,1977_OCT
0.551704518278795,1977_NOV
0.559389786289222,1977_DEC
0.561770148127549,1978_JAN
0.565167430448388,1978_FEB
0.581040954494649,1978_MAR
0.608716281551236,1978_APR
0.608136477961208,1978_MAY
0.606547560343684,1978_JUN
0.620341267882352,1978_JUL
0.626010999414994,1978_AUG
0.637157203962868,1978_SEP
0.660862271613705,1978_OCT
0.687540087318195,1978_NOV
0.70194317992629,1978_DEC
0.719931190795031,1979_JAN
0.741491741476752,1979_FEB
0.767700024678164,1979_MAR
0.769304819752525,1979_APR
0.779911686839507,1979_MAY
0.811029713113642,1979_JUN
0.8353605212291,1979_JUL
0.881222899457001,1979_AUG
0.918422622715309,1979_SEP
0.874901446334153,1979_OCT
0.853473585760112,1979_NOV
0.83725385755351,1979_DEC
0.838525206666718,1980_JAN
0.844195430814776,1980_FEB
0.847723902389896,1980_MAR
0.84641497601472,1980_APR
0.856475785430177,1980_MAY
0.840565690107686,1980_JUN
0.833257951148858,1980_JUL
0.827359498230362,1980_AUG
0.783190856589311,1980_SEP
0.776091573816706,1980_OCT
0.748628172994215,1980_NOV
0.729229110372409,1980_DEC
0.714743878136748,1981_JAN
0.697496704852663,1981_FEB
0.670893081902824,1981_MAR
0.641920865944545,1981_APR
0.618794644652043,1981_MAY
0.590355368707174,1981_JUN
0.559918450895247,1981_JUL
0.500749276680867,1981_AUG
0.464020369015139,1981_SEP
0.431754126201023,1981_OCT
0.443837044963313,1981_NOV
0.471002628969663,1981_DEC
0.470110484779918,1982_JAN
0.443724663742517,1982_FEB
0.416361433465307,1982_MAR
0.425386689877572,1982_APR
0.405761985723641,1982_MAY
0.392648745709234,1982_JUN
0.382000234337321,1982_JUL
0.371060424191616,1982_AUG
0.360325220356805,1982_SEP
0.394217771580485,1982_OCT
0.368348327329904,1982_NOV
0.339026610285131,1982_DEC
0.336708080535475,1983_JAN
0.346544320691144,1983_FEB
0.352696653753748,1983_MAR
0.320040147002199,1983_APR
0.306742040787489,1983_MAY
0.298700612683089,1983_JUN
0.296107075982932,1983_JUL
0.337969077715461,1983_AUG
0.354619546894597,1983_SEP
0.348359497240347,1983_OCT
0.335280656074133,1983_NOV
0.319033601001073,1983_DEC
0.301788978002593,1984_JAN
0.291776838081637,1984_FEB
0.273822129133539,1984_MAR
0.279351911146386,1984_APR
0.279303963447575,1984_MAY
0.29824582535507,1984_JUN
0.303586165778502,1984_JUL
0.286256805155904,1984_AUG
0.291553776372888,1984_SEP
0.271866884979932,1984_OCT
0.281071828279966,1984_NOV
0.28892843728634,1984_DEC
0.279594990592624,1985_JAN
0.281573605474672,1985_FEB
0.284346242623434,1985_MAR
0.278562520320857,1985_APR
0.291047721917703,1985_MAY
0.295503486329873,1985_JUN
0.29225967525599,1985_JUL
0.253555683207596,1985_AUG
0.202589097056971,1985_SEP
0.173462441221739,1985_OCT
0.168962361506808,1985_NOV
0.177325043547372,1985_DEC
0.158967673779831,1986_JAN
0.14184737021754,1986_FEB
0.155098682314514,1986_MAR
0.156139960009494,1986_APR
0.146796348847,1986_MAY
0.130330139070756,1986_JUN
0.13118463785311,1986_JUL
0.160402285408123,1986_AUG
0.200819671593733,1986_SEP
0.249011938883514,1986_OCT
0.25492618113403,1986_NOV
0.255418130542928,1986_DEC
0.272600059414918,1987_JAN
0.295128186937843,1987_FEB
0.295905566572174,1987_MAR
0.307441943584075,1987_APR
0.308308460889917,1987_MAY
0.312257982262065,1987_JUN
0.305387036744897,1987_JUL
0.288537970730052,1987_AUG
0.295052168760224,1987_SEP
0.304434720418367,1987_OCT
0.307511011759409,1987_NOV
0.311410252265976,1987_DEC
0.332615959969695,1988_JAN
0.32436216878009,1988_FEB
0.336873803642956,1988_MAR
0.337631468711463,1988_APR
0.34120625777061,1988_MAY
0.351809204304909,1988_JUN
0.362236557564111,1988_JUL
0.377592164439888,1988_AUG
0.380021837210442,1988_SEP
0.394971830046775,1988_OCT
0.401168368362614,1988_NOV
0.383903257288387,1988_DEC
0.363327663373747,1989_JAN
0.339604657893799,1989_FEB
0.317543882967808,1989_MAR
0.322892686477583,1989_APR
0.321725831365005,1989_MAY
0.319879206538354,1989_JUN
0.340149715511551,1989_JUL
0.349143870294122,1989_AUG
0.349573192744979,1989_SEP
0.311623371453762,1989_OCT
0.299942331727587,1989_NOV
0.318551184967641,1989_DEC
0.319205210362883,1990_JAN
0.373611318751599,1990_FEB
0.406208546378717,1990_MAR
0.421328873797999,1990_APR
0.4137019451254,1990_MAY
0.397307407609593,1990_JUN
0.365992915198543,1990_JUL
0.333462985649202,1990_AUG
0.30374084669087,1990_SEP
0.301343153030742,1990_OCT
0.317117709902504,1990_NOV
0.29436542968253,1990_DEC
0.286891719788596,1991_JAN
0.250960868388828,1991_FEB
0.228507242689235,1991_MAR
0.196429932598496,1991_APR
0.204217292815834,1991_MAY
0.217255485852541,1991_JUN
0.19686703589985,1991_JUL
0.213806588539112,1991_AUG
0.232224280741344,1991_SEP
0.23962083291218,1991_OCT
0.216210034192499,1991_NOV
0.216905105187126,1991_DEC
0.231307110588497,1992_JAN
0.223032579175775,1992_FEB
0.208002281239317,1992_MAR
0.221868254201962,1992_APR
0.219953096001468,1992_MAY
0.213687250095052,1992_JUN
0.222622870384948,1992_JUL
0.214033230457789,1992_AUG
0.210935811967827,1992_SEP
0.210632220925455,1992_OCT
0.225288399443646,1992_NOV
0.213331015379548,1992_DEC
0.199171109777652,1993_JAN
0.202239817541283,1993_FEB
0.197306876479919,1993_MAR
0.194068661162095,1993_APR
0.193436321348339,1993_MAY
0.180762837956983,1993_JUN
0.163295641260164,1993_JUL
0.17003672658884,1993_AUG
0.175898081122949,1993_SEP
0.163557535386749,1993_OCT
0.149938783280934,1993_NOV
0.167413002405192,1993_DEC
0.180342772764885,1994_JAN
0.185302451916813,1994_FEB
0.18586221438992,1994_MAR
0.173799753932413,1994_APR
0.173848258281817,1994_MAY
0.177298771703938,1994_JUN
0.191430309671681,1994_JUL
0.186896229628752,1994_AUG
0.179327886058966,1994_SEP
0.191363390996391,1994_OCT
0.192075804185166,1994_NOV
0.179909735480255,1994_DEC
0.164096996045426,1995_JAN
0.162863720522921,1995_FEB
0.159370921531576,1995_MAR
0.166821092499503,1995_APR
0.150727792039684,1995_MAY
0.161392469076005,1995_JUN
0.163019584121393,1995_JUL
0.161394577169593,1995_AUG
0.171181045550184,1995_SEP
0.17424723267796,1995_OCT
0.175794448902278,1995_NOV
0.167533681510501,1995_DEC
0.174683300304013,1996_JAN
0.164681188657712,1996_FEB
0.182484558428064,1996_MAR
0.186091099766017,1996_APR
0.201175097406781,1996_MAY
0.194824108794389,1996_JUN
0.187124011833406,1996_JUL
0.191356080225069,1996_AUG
0.174989547355486,1996_SEP
0.158219393329051,1996_OCT
0.140032640102961,1996_NOV
0.150836445301561,1996_DEC
0.138200662940546,1997_JAN
0.136885628321015,1997_FEB
0.133430827507164,1997_MAR
0.119119687102942,1997_APR
0.104764658459588,1997_MAY
0.0933252022738529,1997_JUN
0.086603887979475,1997_JUL
0.0648657530411212,1997_AUG
0.0573717231631576,1997_SEP
0.0595536014972309,1997_OCT
0.0747679127639067,1997_NOV
0.0570330609428238,1997_DEC
0.0726320304172301,1998_JAN
0.0775017647407505,1998_FEB
0.0525946890243878,1998_MAR
0.0600222578440279,1998_APR
0.0599018061010037,1998_MAY
0.070095884539767,1998_JUN
0.0776569763020429,1998_JUL
0.0773468342671002,1998_AUG
0.0823582027131398,1998_SEP
0.112185039920987,1998_OCT
0.10622534268887,1998_NOV
0.115844536890775,1998_DEC
0.117414627592316,1999_JAN
0.121070871239737,1999_FEB
0.155786936605273,1999_MAR
0.151537050862638,1999_APR
0.158662014261624,1999_MAY
0.169637953575918,1999_JUN
0.180622877491321,1999_JUL
0.211581865996213,1999_AUG
0.241019224355621,1999_SEP
0.193835954504107,1999_OCT
0.195300850057611,1999_NOV
0.220983004490694,1999_DEC
0.21972626747131,2000_JAN
0.20398475417398,2000_FEB
0.209901097458465,2000_MAR
0.207193849656795,2000_APR
0.211385636390871,2000_MAY
0.204743542590302,2000_JUN
0.222380096788766,2000_JUL
0.209013514645573,2000_AUG
0.174049181702696,2000_SEP
0.19565058490536,2000_OCT
0.210678992935898,2000_NOV
0.19715916524905,2000_DEC
0.173479533498644,2001_JAN
0.173048806324005,2001_FEB
0.10877157776592,2001_MAR
0.126769189179776,2001_APR
0.109469175981025,2001_MAY
0.0880783220975179,2001_JUN
0.0553260951039469,2001_JUL
0.0564547999613696,2001_AUG
0.0782711885411569,2001_SEP
0.0984407091405792,2001_OCT
0.0819843311893553,2001_NOV
0.0776839453473954,2001_DEC
0.0988082182990624,2002_JAN
0.116167098052555,2002_FEB
0.159658570747157,2002_MAR
0.145533713511381,2002_APR
0.159426701476284,2002_MAY
0.176090600595735,2002_JUN
0.193470907352578,2002_JUL
0.214502985164344,2002_AUG
0.213284704914596,2002_SEP
0.164233037455874,2002_OCT
0.149170670695198,2002_NOV
0.147803147857029,2002_DEC
0.153918304722289,2003_JAN
0.165707645503721,2003_FEB
0.176717149193406,2003_MAR
0.162556395495428,2003_APR
0.164845248135204,2003_MAY
0.175208169688212,2003_JUN
0.182523701032888,2003_JUL
0.165208797509941,2003_AUG
0.156678583948211,2003_SEP
0.186346903689416,2003_OCT
0.223038318845115,2003_NOV
0.237774938487934,2003_DEC
0.2210052195593,2004_JAN
0.19711294693705,2004_FEB
0.187546386359383,2004_MAR
0.222263663787126,2004_APR
0.243838646186689,2004_MAY
0.229880746921518,2004_JUN
0.208592728482904,2004_JUL
0.214023675912967,2004_AUG
0.226125512731801,2004_SEP
0.234006618069582,2004_OCT
0.211600467644391,2004_NOV
0.193036924074441,2004_DEC
0.220589913585778,2005_JAN
0.249935694633074,2005_FEB
0.313699028128878,2005_MAR
0.291236257953198,2005_APR
0.241630193175446,2005_MAY
0.237183629176885,2005_JUN
0.266633066283894,2005_JUL
0.248430213700201,2005_AUG
0.239622535673201,2005_SEP
0.25496302620811,2005_OCT
0.272668044577795,2005_NOV
0.288028735764012,2005_DEC
0.281221401596121,2006_JAN
0.273828332865889,2006_FEB
0.171704722716637,2006_MAR
0.138684768079633,2006_APR
0.158991720641288,2006_MAY
0.18859411048795,2006_JUN
0.176057095264315,2006_JUL
0.196953546537659,2006_AUG
0.211269272350534,2006_SEP
0.192186952166118,2006_OCT
0.193998525089611,2006_NOV
0.191114463561792,2006_DEC
0.175359277601794,2007_JAN
0.154817829433473,2007_FEB
0.208809083127126,2007_MAR
0.253799970122803,2007_APR
0.295130855917014,2007_MAY
0.284799147189796,2007_JUN
0.277993835995827,2007_JUL
0.268735724716773,2007_AUG
0.262116556133773,2007_SEP
0.257935715969482,2007_OCT
0.269481774313318,2007_NOV
0.312202844443354,2007_DEC
0.338272842424314,2008_JAN
0.325816464239992,2008_FEB
0.300632160663095,2008_MAR
0.219972646604383,2008_APR
0.0767608744746129,2008_MAY
0.0107910108826603,2008_JUN
-0.00926334749190572,2008_JUL
-0.0109439553106605,2008_AUG
-0.0439185709488088,2008_SEP
-0.047421317606966,2008_OCT
-0.0744047991702135,2008_NOV
-0.0852842933432685,2008_DEC
-0.122996073128123,2009_JAN
-0.0921421762732355,2009_FEB
-0.0856312062940234,2009_MAR
0.00111536810101232,2009_APR
0.120910355925208,2009_MAY
0.172497201791,2009_JUN
0.189815807057658,2009_JUL
0.174672954348853,2009_AUG
0.195608114671675,2009_SEP
0.188216199728553,2009_OCT
0.182202127274778,2009_NOV
0.129261954851279,2009_DEC
0.135435747966661,2010_JAN
0.122701472650832,2010_FEB
0.117533184147978,2010_MAR
0.112502908173107,2010_APR
0.108285814310194,2010_MAY
0.122312828918369,2010_JUN
0.129068576029212,2010_JUL
0.152467492262542,2010_AUG
0.174200098667576,2010_SEP
0.205013822287281,2010_OCT
0.227648542244752,2010_NOV
0.229453055335083,2010_DEC
0.23653994694055,2011_JAN
0.24473943593073,2011_FEB
0.248170318386354,2011_MAR
0.221744877932473,2011_APR
0.2222025377286,2011_MAY
0.208152452353949,2011_JUN
0.211628643392392,2011_JUL
0.207055199711448,2011_AUG
0.189514393519152,2011_SEP
0.165145752082396,2011_OCT
0.130471369820051,2011_NOV
0.127930974705048,2011_DEC
0.116749577294306,2012_JAN
0.125124269077403,2012_FEB
0.13876690883714,2012_MAR
0.163265720260997,2012_APR
0.140500986395131,2012_MAY
0.134367767366683,2012_JUN
0.121748723248194,2012_JUL
0.132743853362016,2012_AUG
0.105798269922897,2012_SEP
0.0863574253869182,2012_OCT
0.101846735204059,2012_NOV
0.124601406837987,2012_DEC
0.1319640467496,2013_JAN
0.116318649790803,2013_FEB
0.0946132231974151,2013_MAR
0.0809805859042445,2013_APR
0.0990808156855039,2013_MAY
0.114945538548317,2013_JUN
0.116369419174189,2013_JUL
0.0907112308294433,2013_AUG
0.115077461807545,2013_SEP
0.138368261681188,2013_OCT
0.146002381093191,2013_NOV
0.136590728284314,2013_DEC
0.138050449792759,2014_JAN
0.124662027099509,2014_FEB
0.123922652036867,2014_MAR
0.110405845235162,2014_APR
0.0900327853722516,2014_MAY
0.0608177200096538,2014_JUN
0.00344950107857844,2014_JUL
0.0142140016258008,2014_AUG
0.0165972803129577,2014_SEP
0.0091890264799499,2014_OCT
0.015427420951486,2014_NOV
0.0225078389069377,2014_DEC
0.0182926537352524,2015_JAN
0.0199174418269665,2015_FEB
0.0054733228785464,2015_MAR
0.0079547049734785,2015_APR
0.0211318839685948,2015_MAY
0.0287846985240314,2015_JUN
0.0723074648968813,2015_JUL
0.0532049060682382,2015_AUG
0.0569471698601776,2015_SEP
0.0768333861270287,2015_OCT
0.0704501605298224,2015_NOV
0.0688724663100215,2015_DEC
0.0627069673214908,2016_JAN
0.073717914956184,2016_FEB
0.10108402330109,2016_MAR
0.11814619087025,2016_APR
0.115711094838078,2016_MAY
0.137058595500061,2016_JUN
0.165584515281703,2016_JUL
0.181276408951581,2016_AUG
0.15749202565627,2016_SEP
0.146109554847884,2016_OCT
0.1288966114245,2016_NOV
0.121316241955172,2016_DEC
0.12296757323631,2017_JAN
0.130058019399315,2017_FEB
0.145287092759405,2017_MAR
0.139100910075518,2017_APR
0.148261106070113,2017_MAY
0.146022362857012,2017_JUN
0.145303920897444,2017_JUL
0.151859165884494,2017_AUG
0.165018360922042,2017_SEP
0.168973118346005,2017_OCT
0.186916934928094,2017_NOV
0.187088481611419,2017_DEC
0.192825723083656,2018_JAN
0.179910002931227,2018_FEB
0.165973176180101,2018_MAR
0.169502334400606,2018_APR
0.1604016804307,2018_MAY
0.154078468361352,2018_JUN
0.118543408979677,2018_JUL
0.115938962590656,2018_AUG
0.125941265524498,2018_SEP
0.12960040814376,2018_OCT
0.121316708750063,2018_NOV
0.118069019843547,2018_DEC
0.120360818534149,2019_JAN
0.118426942241956,2019_FEB
0.10637163333147,2019_MAR
0.106751146682327,2019_APR
0.112491174673757,2019_MAY
0.129388800700014,2019_JUN
0.142651580994979,2019_JUL
0.137126037604896,2019_AUG
0.0951483898017802,2019_SEP
0.036770873669334,2019_OCT
0.0385093952974813,2019_NOV
0.0601161162818054,2019_DEC
0.0754422903723295,2020_JAN
0.0973039999678349,2020_FEB
0.104872112354659,2020_MAR
0.0948521325028873,2020_APR
0.0957063769159161,2020_MAY
0.109825323661106,2020_JUN
0.13183812476012,2020_JUL
0.152560493996856,2020_AUG
0.219547403345399,2020_SEP
0.301188225285398,2020_OCT
0.336145766952467,2020_NOV
0.353995933824569,2020_DEC
0.367911109308605,2021_JAN
0.37610622684916,2021_FEB
0.388328697940543,2021_MAR
0.436154871821381,2021_APR
0.48461513177902,2021_MAY
0.500915912572997,2021_JUN
0.511149801654498,2021_JUL
0.533361236317953,2021_AUG
0.562835444920085,2021_SEP
0.542008512186531,2021_OCT
0.549844619265838,2021_NOV
0.584885697660575,2021_DEC
0.546598631176098,2022_JAN
0.536931023822951,2022_FEB
0.538808291413173,2022_MAR
0.522747642765831,2022_APR
0.488200175866615,2022_MAY
0.447865923427138,2022_JUN
0.449162092855682,2022_JUL
0.424077174817605,2022_AUG
0.361326542663032,2022_SEP
0.364481945706796,2022_OCT
0.325726248761948,2022_NOV
0.26781702004397,2022_DEC
0.27689795109731,2023_JAN
0.277970781719117,2023_FEB
0.280332298894925,2023_MAR
0.246163960436818,2023_APR
0.222402576041802,2023_MAY
0.222408267735053,2023_JUN
0.215071854962745,2023_JUL
0.213347872227554,2023_AUG
0.231173999921053,2023_SEP
0.22394434431221,2023_OCT
0.21144078726838,2023_NOV
0.200781931247418,2023_DEC
0.203149312968698,2024_JAN
0.187367975566821,2024_FEB
0.172925186833162,2024_MAR
,2024_APR
,2024_MAY
,2024_JUN
,2024_JUL
,2024_AUG
,2024_SEP
