Line,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1961,1961,1961,1961,1961,1961,1961,1961,1961,1961,1961,1961,1962,1962,1962,1962,1962,1962,1962,1962,1962,1962,1962,1962,1963,1963,1963,1963,1963,1963,1963,1963,1963,1963,1963,1963,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1965,1965,1965,1965,1965,1965,1965,1965,1965,1965,1965,1965,1966,1966,1966,1966,1966,1966,1966,1966,1966,1966,1966,1966,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1970,1970,1970,1970,1970,1970,1970,1970,1970,1970,1970,1970,1971,1971,1971,1971,1971,1971,1971,1971,1971,1971,1971,1971,1972,1972,1972,1972,1972,1972,1972,1972,1972,1972,1972,1972,1973,1973,1973,1973,1973,1973,1973,1973,1973,1973,1973,1973,1974,1974,1974,1974,1974,1974,1974,1974,1974,1974,1974,1974,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1976,1976,1976,1976,1976,1976,1976,1976,1976,1976,1976,1976,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1979,1979,1979,1979,1979,1979,1979,1979,1979,1979,1979,1979,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2024,2024,2024,2024,2024,2024,2024,2024
Line,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG
Motor vehicles and parts,30.190,30.235,30.315,30.344,30.442,30.561,30.602,30.250,30.363,30.325,30.392,30.400,30.184,30.231,29.953,30.008,29.976,29.779,29.755,29.766,29.441,29.377,29.843,29.298,29.474,29.516,29.576,29.730,29.885,30.006,30.098,30.218,30.460,30.405,30.068,30.195,30.136,30.232,30.355,30.415,30.456,30.548,30.599,30.670,30.762,30.421,30.452,30.435,30.330,30.464,30.550,30.573,30.598,30.753,30.698,30.666,31.030,31.010,30.853,30.839,30.950,31.064,30.983,30.982,30.921,30.950,31.015,30.939,30.920,30.754,30.894,30.997,31.015,30.978,30.983,30.936,31.013,30.457,30.477,30.621,30.654,30.191,30.244,30.763,30.172,30.392,30.357,30.468,30.455,30.472,30.590,30.555,30.518,30.539,30.513,30.805,30.302,30.231,30.285,30.435,30.547,30.585,30.950,31.161,31.358,31.676,31.807,31.493,31.624,31.646,31.695,31.743,31.825,31.868,31.949,32.041,32.192,32.316,32.500,32.206,32.162,32.343,32.601,32.598,32.462,32.576,32.597,32.690,32.605,32.842,32.942,32.913,32.905,32.919,33.000,33.040,33.137,33.246,33.421,33.609,33.853,34.341,34.623,35.049,35.363,35.531,35.523,35.585,35.663,35.703,35.806,35.056,34.547,34.528,34.587,34.746,35.062,35.134,35.219,35.374,35.438,35.430,35.483,35.608,35.717,35.071,35.043,35.117,35.093,35.256,35.315,35.502,35.549,35.530,35.586,35.638,35.567,35.494,35.565,35.536,35.480,35.534,35.696,35.942,36.512,37.366,38.103,38.451,39.030,39.716,39.905,40.104,39.806,40.204,40.920,41.062,40.940,41.151,41.361,41.642,41.955,42.205,42.349,42.898,43.029,43.318,43.500,43.767,43.980,44.163,44.340,44.812,45.288,45.965,46.000,46.289,46.373,46.487,46.680,46.627,46.678,46.773,47.058,47.139,47.264,47.860,48.151,48.591,48.936,49.122,49.357,49.445,49.770,50.189,50.545,50.891,51.135,51.467,51.819,52.213,52.367,52.924,53.278,53.846,54.058,54.242,54.437,54.570,54.714,55.043,55.322,55.694,56.253,56.942,57.095,57.515,57.763,57.664,57.982,58.623,59.296,59.452,59.971,60.150,60.410,60.659,60.488,61.356,62.426,62.942,63.287,63.609,63.882,64.238,64.545,64.915,65.161,64.891,64.894,65.259,65.695,65.986,66.106,66.036,66.050,66.003,66.062,66.298,66.831,66.965,67.090,67.197,67.284,67.480,67.652,67.925,68.271,68.583,68.839,68.873,68.743,68.824,68.975,69.325,69.583,69.792,69.942,70.152,70.192,70.137,70.269,70.289,70.576,70.988,71.108,71.147,71.074,71.251,71.196,71.417,71.607,71.664,71.693,71.868,72.067,72.019,72.104,72.239,72.744,73.186,73.558,73.789,73.953,74.137,74.612,74.780,75.002,74.827,75.183,75.713,76.367,76.839,77.146,77.359,77.602,77.814,77.920,77.639,77.048,76.943,76.847,76.984,77.221,77.591,77.808,78.260,78.683,78.715,78.708,79.046,79.575,79.889,79.873,80.118,80.206,80.212,80.114,80.095,80.008,80.155,80.530,80.674,80.695,80.633,80.333,80.171,80.166,80.033,80.040,80.164,80.217,80.371,80.586,81.138,81.733,81.988,82.041,82.134,82.335,82.525,83.005,82.976,82.920,83.099,83.367,83.560,83.462,83.159,83.205,83.617,83.974,84.181,84.149,84.618,84.837,84.911,85.065,85.216,85.569,85.689,86.009,86.542,86.939,87.279,87.780,88.102,88.482,88.912,89.394,89.491,89.625,89.667,90.075,90.315,90.730,91.309,91.696,92.155,92.644,93.161,93.640,93.925,94.243,94.507,95.117,95.125,95.286,95.427,95.190,95.245,95.101,95.415,95.663,96.158,96.438,96.778,97.106,96.784,96.832,96.840,96.832,97.135,97.491,97.736,97.681,97.743,97.702,98.109,98.331,97.751,97.549,97.125,97.201,97.125,97.251,97.636,97.196,96.849,96.745,96.659,96.457,96.536,95.929,95.681,96.306,96.456,96.608,96.514,96.700,96.517,96.593,96.308,96.112,96.209,96.283,96.490,96.803,97.064,97.219,97.252,97.268,97.020,96.885,96.627,96.897,97.007,97.295,97.385,97.076,96.801,96.936,96.942,97.302,97.751,97.740,97.625,97.532,97.546,97.480,97.429,97.786,97.614,96.206,97.292,97.545,97.678,97.413,96.834,96.815,96.883,96.836,96.835,97.090,97.124,97.182,97.075,96.767,96.495,95.503,95.123,95.245,94.927,94.716,94.371,94.370,93.891,93.684,93.017,92.855,92.811,92.867,93.047,93.183,93.297,93.458,93.419,93.232,92.856,93.260,93.710,94.416,94.712,94.746,94.886,94.816,94.959,95.344,95.259,94.741,94.203,94.486,94.905,95.130,95.205,95.335,95.315,95.263,95.179,95.081,94.927,94.961,94.909,94.874,94.737,94.428,94.278,94.308,94.193,94.382,94.409,94.357,94.268,94.364,94.462,94.533,94.484,94.671,94.600,94.277,93.801,93.793,93.366,93.124,92.885,92.804,92.448,91.978,91.491,91.284,91.039,91.164,91.085,90.768,91.092,91.421,91.973,91.970,92.237,93.169,94.468,95.403,95.887,96.221,96.335,96.175,95.969,95.856,96.247,96.079,96.295,96.524,96.587,96.928,97.163,97.632,97.930,98.028,98.515,99.239,99.889,99.976,100.147,100.079,100.177,100.341,100.387,100.472,100.258,100.575,100.578,100.738,100.602,100.744,100.689,100.669,100.848,100.987,101.380,101.540,101.336,101.287,101.262,101.261,101.461,101.621,101.694,102.000,102.059,102.184,102.215,101.930,101.823,101.563,101.709,101.688,101.575,101.829,102.009,102.161,102.070,101.820,101.526,101.028,101.749,101.871,102.118,102.443,102.573,102.418,102.219,102.244,101.815,101.671,101.427,101.415,101.496,101.413,101.778,101.877,101.538,101.250,101.154,101.581,101.180,100.550,100.471,100.596,100.561,100.638,100.523,100.434,100.031,99.561,99.537,99.029,99.510,99.628,99.952,100.032,99.936,99.998,99.603,99.979,99.990,99.963,100.112,99.730,99.962,100.389,100.499,101.168,101.272,101.310,101.087,100.814,100.620,100.353,100.528,100.549,100.661,100.731,101.039,101.165,101.602,101.683,101.050,101.115,100.050,100.851,102.461,104.579,105.206,104.954,105.184,104.934,104.892,105.205,108.247,111.378,115.748,116.679,116.908,117.859,120.412,122.680,125.434,126.950,127.636,126.250,126.063,127.198,127.795,127.795,128.175,128.631,128.521,128.155,127.649,127.443,126.851,126.961,128.293,129.395,129.108,128.283,127.777,127.055,126.727,127.576,127.716,126.670,126.807,126.114,125.421,125.454,124.704,123.870,123.602
Furnishings and durable household equipment,56.465,56.434,56.485,56.648,56.726,56.831,56.798,56.832,56.819,56.812,56.818,56.849,56.913,57.008,57.126,57.182,57.195,57.191,57.246,57.251,57.331,57.381,57.315,57.382,57.353,57.339,57.383,57.396,57.438,57.485,57.434,57.450,57.387,57.393,57.407,57.371,57.378,57.408,57.452,57.383,57.330,57.327,57.326,57.278,57.243,57.289,57.299,57.288,57.289,57.290,57.239,57.265,57.289,57.302,57.312,57.310,57.446,57.453,57.558,57.590,57.567,57.573,57.541,57.552,57.532,57.503,57.422,57.385,57.314,57.302,57.233,57.180,57.158,57.186,57.135,57.105,57.116,57.156,57.064,56.963,56.936,56.923,56.959,56.964,56.991,57.006,57.046,57.158,57.218,57.346,57.552,57.717,57.852,57.967,58.132,58.347,58.354,58.368,58.332,58.449,58.578,58.672,58.827,59.002,59.148,59.241,59.350,59.543,59.982,60.249,60.590,60.803,60.916,61.056,61.210,61.392,61.590,61.752,61.950,62.092,62.285,62.477,62.732,62.929,63.161,63.264,63.493,63.585,63.753,63.947,64.043,64.113,64.203,64.388,64.363,64.603,64.610,64.603,64.715,64.714,64.760,64.940,65.134,65.281,65.342,65.528,65.499,65.676,65.757,65.885,65.913,66.156,66.132,66.119,66.096,66.250,66.325,66.311,66.417,66.499,66.565,66.665,66.834,66.837,67.075,67.193,67.325,67.541,67.594,67.709,67.829,67.864,68.114,68.356,68.501,68.563,68.743,68.834,69.125,69.254,69.851,70.232,70.982,71.683,72.364,73.195,74.117,75.319,76.109,77.126,77.851,78.523,79.056,79.691,80.065,80.696,81.020,81.122,81.450,81.639,82.109,82.498,83.047,83.177,83.527,83.967,84.205,84.348,84.460,84.790,85.117,84.928,85.172,85.387,85.626,86.015,86.701,86.707,86.797,87.139,87.321,87.652,87.943,88.557,88.629,88.821,89.099,89.702,89.623,89.833,90.423,91.205,91.661,92.165,92.408,93.018,93.646,94.414,94.836,95.220,95.601,96.420,96.895,97.312,97.482,97.749,98.142,98.505,98.828,99.377,100.415,100.867,101.900,102.835,103.941,104.548,105.164,106.108,106.641,107.145,108.139,108.608,108.978,109.263,109.826,111.345,112.091,112.558,113.053,113.699,114.346,114.969,115.796,116.147,116.809,116.730,117.497,118.428,118.849,119.381,120.009,120.314,120.659,119.850,119.883,121.068,120.743,121.162,121.378,121.724,122.024,122.364,122.012,122.730,123.410,122.676,122.755,122.998,123.468,123.805,123.616,123.357,123.352,124.189,124.098,123.950,123.586,123.912,124.752,124.536,124.961,124.864,124.530,125.398,125.236,126.132,125.984,125.478,124.950,125.071,124.706,125.541,126.428,126.053,125.963,125.447,126.311,126.230,126.299,126.978,127.222,126.764,127.435,127.593,127.142,127.981,127.845,128.500,128.407,129.060,128.504,128.527,129.064,129.097,129.458,129.165,128.916,128.860,129.154,128.837,130.473,130.608,130.521,130.747,130.821,130.832,130.998,131.372,131.692,131.384,131.720,131.063,129.920,130.028,130.178,130.428,130.978,131.289,131.727,132.146,131.832,130.801,131.813,132.347,132.312,132.542,132.481,131.856,132.840,132.460,132.473,133.220,131.958,131.717,132.321,132.895,132.473,132.522,133.447,132.738,133.879,133.413,133.773,133.632,133.298,132.678,133.872,134.712,134.941,135.284,134.640,134.427,135.046,134.466,134.109,134.687,135.398,134.413,133.959,134.107,134.805,135.351,135.111,135.335,135.206,135.486,135.685,136.362,136.698,136.455,137.169,136.871,136.521,136.846,137.942,138.483,138.919,138.249,137.483,137.176,137.360,136.630,137.033,137.189,137.272,137.306,136.550,136.337,137.116,137.755,138.050,138.228,137.139,137.093,137.875,137.748,137.691,137.992,137.187,137.404,137.684,137.895,138.191,137.836,137.310,136.931,137.186,137.847,137.597,137.849,138.035,137.858,137.478,137.050,137.387,137.341,136.732,136.942,137.216,137.018,137.560,138.499,137.587,137.708,138.267,137.359,136.649,136.952,136.610,136.498,137.074,136.209,136.113,136.671,135.431,135.490,135.551,135.074,135.366,134.917,134.505,134.093,134.728,134.716,135.565,135.271,134.732,134.269,134.734,134.073,134.813,134.299,134.064,133.461,133.565,133.645,132.877,133.025,132.214,132.294,132.245,131.767,132.007,131.430,131.122,130.865,130.602,130.023,129.949,130.077,130.150,130.008,129.676,128.912,129.299,129.206,128.662,127.700,127.753,127.814,127.535,127.462,126.008,125.502,125.348,124.820,124.779,124.920,124.461,124.104,124.571,124.942,124.734,124.542,124.255,124.608,124.174,123.539,123.555,124.697,124.275,123.973,124.380,124.411,124.888,124.975,125.386,124.646,124.454,124.032,123.573,123.545,123.672,124.205,124.165,123.797,123.441,123.643,123.798,123.600,123.778,123.887,123.308,123.914,123.782,123.389,123.135,123.554,123.427,123.284,123.151,123.409,123.008,122.499,121.916,121.872,121.843,121.321,122.018,121.919,122.226,121.374,121.242,121.399,121.734,122.003,122.424,122.457,122.080,121.623,121.981,122.529,122.989,122.869,122.660,122.565,121.824,120.283,120.569,119.992,119.378,119.159,118.971,118.161,117.901,117.341,117.137,116.147,115.721,115.398,115.047,114.969,113.949,113.799,114.296,114.248,113.808,114.203,114.665,114.976,114.890,115.153,114.357,114.466,114.138,114.085,114.576,115.099,114.587,114.655,114.559,114.457,114.997,114.540,113.943,114.014,114.300,113.774,113.859,113.993,113.308,113.079,112.883,112.747,112.006,111.644,111.359,111.180,110.849,110.137,110.178,109.929,109.259,108.705,108.261,108.343,108.319,107.943,107.783,107.949,107.394,106.674,106.434,106.420,106.351,107.070,106.449,106.108,105.678,105.040,105.336,105.147,104.444,104.382,104.745,104.028,104.207,104.026,103.715,103.169,102.621,101.954,101.855,102.244,101.254,101.001,102.060,101.801,101.524,100.930,100.656,100.288,99.398,99.213,98.761,98.710,98.463,98.196,98.807,98.846,98.636,99.898,99.603,98.802,98.839,98.335,98.598,99.371,99.379,99.220,100.094,100.531,99.953,99.486,99.965,100.434,100.113,99.514,99.957,99.463,99.071,98.486,99.161,99.816,99.434,99.405,99.644,100.034,100.066,102.146,102.045,102.042,102.663,101.961,101.939,102.290,102.986,103.804,105.075,105.611,105.472,106.785,107.999,108.525,109.537,110.575,112.635,113.556,115.045,116.094,115.510,115.875,116.234,116.982,117.062,116.456,115.785,115.956,116.614,116.762,116.518,115.573,114.907,114.516,114.239,114.410,113.885,113.855,112.423,112.249,112.775,112.425,112.635,111.782,110.635,110.502,110.210,110.327
