Daten,comp,targ,bench,bint
2009.42,,0.006885048,,
2009.5,,0.005275309,,
2009.58,0.00270518980922707,0.002747895,0.0036073621248948,0.00367951767294118
2009.67,0.0028763035381136,0.003580204,0.00354847350808226,0.00367951767294118
2009.75,0.00437884165346368,0.001930416,0.00489087522422456,0.00367951767294118
2009.83,0.005410443196873,0.002274391,0.00579331784257657,0.00367951767294118
2009.92,0.00615320861097933,0.0004431593,0.00623094475312354,0.00367951767294118
2010,0.00470805393478475,0.000752962,0.00498751948056301,0.00367951767294118
2010.08,0.00312859522963397,0.001804315,0.00394603514037861,0.00367951767294118
2010.17,0.00244728129855127,0.003222556,0.00342077716300645,0.00367951767294118
2010.25,0.00294566629530757,0.005565514,0.00330917749401897,0.00367951767294118
2010.33,0.00396647348677933,0.006187709,0.00327594326096451,0.00367951767294118
2010.42,0.00397284053675328,0.007462028,0.00269423045417364,0.00367951767294118
2010.5,0.00340117388777726,0.007273247,0.00227119006182737,0.00367951767294118
2010.58,0.00280585792839309,0.008071424,0.00172184054012536,0.00367951767294118
2010.67,0.00264989650205032,0.009839155,0.00153841724848854,0.00367951767294118
2010.75,0.00306533859612308,0.01108781,0.00202029307866021,0.00367951767294118
2010.83,0.00322398920149854,0.01134024,0.00266509760999956,0.00367951767294118
2010.92,0.00318069404519844,0.007085042,0.00316114678694153,0.00367951767294118
2011,0.00311854891007933,0.004537744,0.00336167008169556,0.00367951767294118
2011.08,0.00328879663320892,0.00385618,0.00359817183694192,0.00367951767294118
2011.17,0.00401652668641381,0.005473017,0.00438988478482412,0.00367951767294118
2011.25,0.00500690485955166,0.003785883,0.00502730323258168,0.00367951767294118
2011.33,0.00570407499329876,0.003476544,0.00572505495421242,0.00367951767294118
2011.42,0.00589933319923136,0.002646608,0.00584771308086799,0.00367951767294118
2011.5,0.00530180198153829,0.006053853,0.00564668164038107,0.00367951767294118
2011.58,0.00495743447771738,0.006244654,0.00510695663310893,0.00367951767294118
2011.67,0.00462328952018291,0.007587578,0.00456581214116625,0.00367951767294118
2011.75,0.00453595344182321,0.005474258,0.0039626517315409,0.00367951767294118
2011.83,0.00397737533302725,0.002104055,0.00352947413618428,0.00367951767294118
2011.92,0.00385236659482093,-0.0003181876,0.00356378464290152,0.00367951767294118
2012,0.004255726825792,-0.001271079,0.00477217641952077,0.00367951767294118
2012.08,0.00491498217888468,0.003213081,0.00569818368542456,0.00367951767294118
2012.17,0.00504794804572655,0.006779553,0.00631207636823857,0.00367951767294118
2012.25,0.00436869374912748,0.009396742,0.00559205457941747,0.00367951767294118
2012.33,0.00386384217286217,0.005327414,0.00498436744599632,0.00367951767294118
2012.42,0.00357685680378538,0.002118175,0.00413611603137613,0.00367951767294118
2012.5,0.00344526468378228,0.001061214,0.00362177280382644,0.00367951767294118
2012.58,0.0032399831665522,0.005309697,0.00310907927201232,0.00367951767294118
2012.67,0.00295469755837652,0.004143269,0.00288946539865146,0.00367951767294118
2012.75,0.00334308623751083,0.001217528,0.00329518392051161,0.00367951767294118
2012.83,0.00349625481896855,-0.001600184,0.00397378467564084,0.00367951767294118
2012.92,0.00380298711428904,0.001937416,0.00442207115845713,0.00367951767294118
2013,0.00395263261925254,0.004203751,0.00426953070553626,0.00367951767294118
2013.08,0.00459041342457575,0.004954903,0.00397670878873324,0.00367951767294118
2013.17,0.00513091952603786,0.003167038,0.00390656936355427,0.00367951767294118
2013.25,0.00448923342132259,0.003246618,0.00346053990060528,0.00367951767294118
2013.33,0.00350329869827131,0.003252236,0.00303627426948191,0.00367951767294118
2013.42,0.0025394416161784,0.004563641,0.00282140476082215,0.00367951767294118
2013.5,0.00298585230094117,0.005317212,0.00338002395726308,0.00367951767294118
2013.58,0.00306030447556854,0.004301477,0.00388114353932304,0.00367951767294118
2013.67,0.00301405566863462,0.004159147,0.00393394879869557,0.00367951767294118
2013.75,0.00271600966843603,0.003860724,0.00386455577210398,0.00367951767294118
2013.83,0.00334356573455717,0.005038279,0.00401787888625697,0.00367951767294118
2013.92,0.00368099863084351,0.004524092,0.00430989032855766,0.00367951767294118
2014,0.00373755453505125,0.004165507,0.00425890939212229,0.00367951767294118
2014.08,0.00293219643395052,0.002388133,0.00361949715138217,0.00367951767294118
2014.17,0.00315587852235538,0.001645193,0.00316016291955397,0.00367951767294118
2014.25,0.00325490489352143,-7.187522e-05,0.00311325816097311,0.00367951767294118
2014.33,0.00391793815176409,-0.0009036856,0.00386804427236302,0.00367951767294118
2014.42,0.00352787901002952,-0.003007812,0.00436544634891215,0.00367951767294118
2014.5,0.00351294003285561,-0.007496098,0.00466144631029823,0.00367951767294118
2014.58,0.00311412200548269,-0.004789754,0.00411636204065887,0.00367951767294118
2014.67,0.0031220596201908,-0.001153213,0.00375764824880331,0.00367951767294118
