V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50
0.05577341677651,0.0189196827950695,0.00798123661579251,0.0291444304701043,0.0145076311227438,0.00594173833237024,0.0021550698528162,0.0254358483368647,0.00406539991162174,0.00288928923484823,0.00270233522553452,0.00073421938203202,0.0064448145756144,0.00287229341581971,0.000910975899928618,0.0037594751691084,3.05924742513342e-05,0.190604711241035,0.0207756891804616,0.00446310207688909,0.00212107821475917,0.0169278357524049,0.0377987015194262,0.0133179237907474,0.0104490295387335,0.0101906930895,0.0176348618239913,0.00959583942350182,0.0247867024711921,0.0108943199972807,0.109589009622151,0.0293517794622523,0.0437539106120635,0.00591794418573031,0.0274345881283575,0.0107651517726639,0.0114823753356674,0.0145789506151857,0.00212107821475917,0.000785206839117577,0.0610081919847717,0.00353852952173765,0.0319350180596314,0.0234508310955505,0.0254358798106036,0.00950066283694211,0.0144566436656583,0.0206533192834563,0.0315814420763603,0.0157891158774942
0.0548712684971346,0.0187018984987458,0.00791530157366132,0.0289757774316559,0.0147497180299693,0.00600529029486009,0.00217855416510017,0.0254865847909245,0.00407178151350771,0.00282977066437511,0.00274249422632794,0.000741849723400827,0.00646181320156829,0.00283648423653258,0.00092647295773135,0.00386366077662603,3.0211074708631e-05,0.191789972608626,0.0212383855201676,0.00440410333530265,0.00211477522960417,0.0177305440678876,0.0379148987593319,0.0135513453998604,0.0105805897201783,0.0101106396691552,0.0182542026961706,0.00967090069284065,0.0210369783554434,0.011413072667705,0.108985395245398,0.0289892045759708,0.0435400019494224,0.00587437563778935,0.0273859040844378,0.0106712229443042,0.0114567108867286,0.0146401873434743,0.00211477522960417,0.000785487942424405,0.0615970245448198,0.00352462538267362,0.0319456628334656,0.0233699446801655,0.025304696715621,0.00943592566732908,0.0143704012030721,0.0204831086524518,0.0315608756885141,0.0158306031473227
0.0543313145849574,0.0185968033152779,0.0079084301066672,0.0300546994196931,0.0148707801163279,0.00601626991265415,0.00220529938105041,0.0257282151732592,0.00405415309174978,0.00276828366412824,0.0027449647884978,0.000756197824015777,0.0065859167316264,0.0028582278987028,0.000926092489323286,0.0039009147661783,2.99814115248546e-05,0.191131498470948,0.0213834089531158,0.00436396101083995,0.00212868021826467,0.017748995622714,0.0373568387599688,0.0141279073641009,0.0105834382682737,0.0100371103249319,0.0184518931595744,0.00964735197510877,0.0192014284476958,0.0113063234128174,0.108961610468176,0.0291652508777891,0.0434264089597782,0.00584970651529385,0.0274113383035851,0.0107033639143731,0.011542843437069,0.014605944314525,0.00212868021826467,0.000792841771435044,0.0630775585803468,0.00356778797145769,0.0320101537047031,0.02348877029575,0.025242682869954,0.00939750687906832,0.0144143964075606,0.0205072854830005,0.0315620981658039,0.0157868788018095
0.0561942338592339,0.017059503580134,0.00801719591730472,0.0289980841505177,0.0147760725753156,0.00586436853734572,0.0021828668317724,0.0254240383852274,0.00401193567552052,0.0027569541330948,0.00264680947644573,0.000740973144730079,0.00647517072421781,0.00289046280782094,0.00089450812066514,0.00377162006101346,3.00394518133816e-05,0.190573620020961,0.021394765124864,0.00433903192859956,0.00216617824743163,0.017329425979453,0.0374391701100779,0.0137246917618472,0.0105505230202332,0.010109944393637,0.0182272718169863,0.00958592284533688,0.0205369718897485,0.011328211050513,0.109931259103005,0.0297357195783796,0.0435580704634062,0.00590442113976356,0.0276233774678399,0.0108375666708944,0.011631943285515,0.0145729045133596,0.00216617824743163,0.000807727482093148,0.0627290508200771,0.00363143595255102,0.0322098331116842,0.0237812326855937,0.0253704185818363,0.00947577818868781,0.0144823534909181,0.0207105331668925,0.0315894504412091,0.0158741814249381
0.0578070636640263,0.016663453423986,0.00814924948094479,0.0288054942034696,0.0149573993926972,0.00590083810444683,0.00218549559423956,0.025425656540905,0.00400011920885059,0.00276829441937012,0.0027053786371117,0.000745055316218033,0.00653661864095288,0.00279478527505787,0.000913934521227454,0.00374845607981695,2.98022126487213e-05,0.189373193240858,0.0211993072641238,0.00427827319357199,0.00217225016639568,0.016791891149074,0.0374083995880672,0.0131560212059299,0.0107023056978519,0.0103811040726379,0.0180833203638519,0.00960624654377118,0.0220999963575073,0.0115135881532893,0.109857931135304,0.0299578464258868,0.0434331682928495,0.00590083810444682,0.0276637812483252,0.0108778076167833,0.0116758446443768,0.0144945146145513,0.00217225016639568,0.000821216526320321,0.0625780238483928,0.00366236079883176,0.0322474044786961,0.0238517041898599,0.025325963233881,0.00943736733876176,0.0144573844915908,0.020745651360471,0.0315891496398531,0.0157984840607832
0.0575042567584175,0.0197595256888091,0.00802230816255145,0.0284736365508652,0.0149887053485323,0.00584837379902385,0.00219681788314367,0.0253404559196215,0.00407326649166223,0.00279832754162349,0.00267737179508135,0.000735541701945426,0.00636161845327022,0.00274275327969873,0.000902264487719723,0.00377251166242232,2.9421668077817e-05,0.188429438667264,0.0210528380467935,0.00418441501551176,0.00215758899237325,0.0174535873186072,0.0367215108353465,0.0123930604092227,0.0107389088484032,0.0102747003076199,0.0182381651340157,0.0096797287976018,0.0226448771972265,0.0115725227772747,0.109321731873195,0.0298106879112904,0.0431967598873453,0.00588106454133254,0.0275628058778923,0.0107781377391736,0.0116509805588156,0.0144080511728773,0.00215758899237325,0.00081726855771714,0.0630146748742224,0.00365482499011105,0.0322257467685504,0.0237955913264923,0.0252188796543596,0.00936262859720756,0.0143577740219747,0.0206801635844745,0.0315633657371236,0.0156752109370147
0.0528118177625734,0.0158481734522076,0.00807100910617518,0.0286790295071624,0.0152185843528897,0.00592509341141443,0.00221164052461559,0.0253184368006467,0.00400264213816017,0.00277030157838179,0.00274729788793259,0.000736118094374283,0.0067137913696726,0.00280973647629469,0.000926720100953339,0.00374960154321901,2.9576173434681e-05,0.189731152583479,0.0211798264207243,0.00416366797130454,0.00220178180013737,0.01745980105094,0.0388269432367507,0.0126290260566088,0.0107985895451513,0.010292508355269,0.0182715026996474,0.00972727481851732,0.0226849250244003,0.011160076109353,0.110679928841918,0.030098685832027,0.0434019391015635,0.00599410448276202,0.0277772300708623,0.0108577418920207,0.0118797629962635,0.0144055134368938,0.00220178180013737,0.000834705339156553,0.0628789447221319,0.00373645657724804,0.0324423237232678,0.0241308712812069,0.0254045637131024,0.00946766174059067,0.0145186149149356,0.0209760794481743,0.0316062491168226,0.0158462564780035
0.0470441663336984,0.0223845427693276,0.00789883703348213,0.0286402692770411,0.0149791928262914,0.0058608516149391,0.00219247786156163,0.0252523011338942,0.00402337766499464,0.00275128031503311,0.00279401226735739,0.000729730262768636,0.00649196968003629,0.00276442860805596,0.000943390024390084,0.00371767985221319,2.95836593014312e-05,0.188056748032687,0.0207907383423947,0.00411541571615465,0.00222534859411877,0.0171848189808758,0.0383601448941891,0.0140423769484127,0.0105975241764238,0.0102523814845738,0.0184076102320016,0.00961140219970942,0.0223356627725806,0.0113404027322153,0.111521964832212,0.0302936671246656,0.0434641174561364,0.00606793723004911,0.0279035387656723,0.0108966478426938,0.0120274010426596,0.0143936676846854,0.00222534859411877,0.000851351973230075,0.0628061086969384,0.00377356009756034,0.0325904791262326,0.0243637869713565,0.0255039752890007,0.0095160770752937,0.0145978923286284,0.0211950483528476,0.0316400888532424,0.0159423052902157
0.0433866634135854,0.0198373739354894,0.00787277335288104,0.0287200086781301,0.0146344830760026,0.00586102500550601,0.00221555291851433,0.025265785997165,0.0041319733213242,0.00273492585786933,0.00279738209741201,0.000733039022001032,0.00639683379737224,0.00292229457649739,0.000943417934144826,0.00385256382863323,2.9584534520221e-05,0.191793250124091,0.0213666082646041,0.00406294274077702,0.00223856311203005,0.0175107572654686,0.0383777156137312,0.0110679030810649,0.0108049294408852,0.010522232777692,0.0183982933010752,0.00981549111970889,0.0220799242635916,0.0110646159105627,0.112044500131548,0.0306134188874243,0.0435503218931277,0.00611084996367676,0.0279731209285502,0.0109462777724818,0.0120770644252547,0.0144990090398406,0.00223856311203005,0.000854664330584163,0.0646126233921628,0.00379996910059728,0.0327059464062156,0.0245946096978105,0.025599783825928,0.00958538918455162,0.0146344830760027,0.0211891010574828,0.0316467774589222,0.0159526384474036
0.0478209520644437,0.0165695172336389,0.00813672051791653,0.0288114025594102,0.014243360422939,0.00574916205881002,0.00217766320995428,0.0252724265421288,0.00414543117075634,0.00269256249303082,0.00284998392989499,0.000737912985300773,0.0063952458726067,0.00284014509009097,0.000960926687525007,0.00382402907049201,2.95165194120309e-05,0.188217005450717,0.0208780180641098,0.00399456896042819,0.00224981470185036,0.0177886223656506,0.0379418458975317,0.0117541339525244,0.0112293958296438,0.0105734731760431,0.0182379293833671,0.0100356166000905,0.0223210479020314,0.0110982112989236,0.112296053604914,0.0309628288632205,0.0435452473666527,0.00621486714286652,0.0280088083124349,0.0109867044478115,0.0121247302518087,0.0146345454055169,0.00224981470185036,0.000855979062948897,0.0633522894980224,0.00381419023068799,0.0327946750741375,0.024774198626498,0.0256737236656165,0.00966174068753812,0.0146270751752953,0.0211666240316942,0.0316247641411458,0.0159225224161567
0.0559037034137818,0.0161673728680474,0.00800727993842059,0.0289795039726546,0.0143283017390964,0.0057502380983444,0.00221464076504585,0.0252556386181743,0.00398896267400749,0.0025897271980065,0.0027006223173166,0.000743649623608919,0.00635689963339378,0.00282130230009524,0.000913253923730251,0.00374107946613785,2.93545904056152e-05,0.185514488121176,0.0207569570379261,0.003907422145103,0.00225378021892001,0.0172083132200029,0.0376684627327166,0.0118690393873371,0.0109199076308889,0.0103850017612754,0.0181835379457005,0.0099120666936294,0.0225117092199507,0.011086250309854,0.112197895360428,0.0311974063588566,0.04347970522676,0.00634385314876907,0.02795487172648,0.0109818784328563,0.0121169225952067,0.0147485676651093,0.00225378021892001,0.0008578063640752,0.0622252084175918,0.00380957351041762,0.0328239889095217,0.0248470299677752,0.0256880450229352,0.00969679969732155,0.0145664000834975,0.0210602878054508,0.031616705878601,0.0158547404401884
