New motor vehicles (55),Net purchases of used motor vehicles (56),Motor vehicle parts and accessories (58),Furniture and furnishings (parts of 31 and 32),Household appliances (part of 33),Glassware tableware and household utensils (34),Tools and equipment for house and garden (35),Video audio photographic and information processing equipment and media (75 76 and part of 93),Sporting equipment supplies guns and ammunition (part of 80),Sports and recreational vehicles (79),Recreational books (part of 90),Musical instruments (part of 80),Jewelry and watches (part of 119),Therapeutic appliances and equipment (42),Educational books (96),Luggage and similar personal items (part of 119),Telephone and related communication equipment,Food and nonalcoholic beverages purchased for off-premises consumption (4),Alcoholic beverages purchased for off-premises consumption (5),Food produced and consumed on farms (6),Garments,Other clothing materials and footwear (13 and 17),Motor vehicle fuels lubricants and fluids (59),Fuel oil and other fuels (29),Pharmaceutical and other medical products (40 and 41),Recreational items (parts of 80 92 and 93),Household supplies (parts of 32 and 36),Personal care products (part of 118),Tobacco (127),Magazines newspapers and stationery (part of 90),Housing,Household utilities,Outpatient services,Hospital and nursing home services,Motor vehicle services,Public transportation,Membership clubs sports centers parks theaters and museums (82),Audio-video photographic and information processing equipment services (parts of 77 and 93),Gambling (91),Other recreational services (81 94 and part of 92),Food services,Accommodations (104),Financial services,Insurance,Communication,Education services,Professional and other services (121),Personal care and clothing services (14 and parts of 17 and 118),Social services and religious activities (120),Household maintenance (parts of 31 33 and 36)
4.69704332606736e-15,-8.28207198314478e-15,1.57201671518105e-05,1.47168234902276e-15,0.00120229734138497,0.00875009363868539,0.0182068694510107,0.0283254202287151,0.0427921524351979,0.051149472636728,0.0532338974932159,0.0498926106644764,0.0437163864951364,0.0385799097679328,0.0330066791197791,0.0273973005171677,0.022564265136417,0.0204274480770602,0.016625075129761,0.0105182841615081,0.00397612252825623,0.00115462857363682,0.00177782528861241,-6.73653738461002e-17,-3.5922767866074e-17,-4.61730169905098e-17,-5.17313290438875e-17,-6.43156010680871e-17,-7.13988588440448e-17,-8.24135219804501e-17,-9.28697220466936e-17,-1.0565375834093e-16,-1.22029372537945e-16,-1.38274862582855e-16,-1.69123752458345e-16,-1.83619699298173e-16,-2.0582593019905e-16,-2.34739344086689e-16,-2.58720620286877e-16,-2.7661950728359e-16,-3.21234660156277e-16,-3.71056104024969e-16,-4.67804464202827e-16,-4.44013821027987e-16,-5.26298909152303e-16,-1.14014417953994e-16,-1.97344444397422e-15,3.32631992935392e-15,-4.51492051891298e-15,6.83738357619664e-16
