Daten,comp,targ,bench,bint,rank
1999.92,-0.0354991816039503,0.004916652,0.16468411,0.00485957937799572,0.00571893004695504
2000,-0.00950748809946465,0.005956238,0.1616716,0.00480465943561367,0.00556784190030348
2000.08,0.0281261626670068,0.00822382,0.17743498,0.00499185571182068,0.00553800201276725
2000.17,0.0358728654783805,0.01019749,0.13137045,0.00437902025688784,0.00441643848680282
2000.25,0.0523460968023815,0.006619975,0.1545818,0.00469447544762397,0.00490842893099362
2000.33,0.0344031635918915,0.004290145,0.1715428,0.00494994036204274,0.00599658694638585
2000.42,0.0746994990075058,0.003387525,0.19785596,0.00532071033119532,0.0078129653024397
2000.5,0.00838552677235976,0.006739829,0.13951318,0.00451183802635705,0.00679416525443441
2000.58,0.0550799457261041,0.005836338,0.12631862,0.004303739225254,0.00524733382183634
2000.67,-0.020938354474122,0.006752176,0.08314559,0.00373405624713677,0.00437156597951319
2000.75,0.0452327966818769,0.00559921,0.13759152,0.00448912946937323,0.00548236307766894
2000.83,0.00562871438264748,0.007073877,0.14458412,0.0045640275297333,0.00544670037182028
2000.92,0.0662750079278902,0.004296181,0.20021225,0.00529396912972919,0.00570894601112444
2001,0.0215039972861084,0.007787177,0.17039261,0.00489172537976322,0.00463499751142815
2001.08,0.038681908288304,0.007937467,0.18661441,0.00512456976183826,0.00625170691663279
2001.17,0.011369651303401,0.006490459,0.13829236,0.00445769381931802,0.0052741840967307
2001.25,0.0465413944023783,0.003403085,0.21600184,0.00551398368726443,0.00592293844150919
2001.33,0.0596736257495928,0.004490459,0.21606288,0.00551725522302462,0.00519708678141299
2001.42,0.0489268165035082,0.00616881,0.21805822,0.00551894686992578,0.00573378339774852
2001.5,0.0474144296768524,0.004069853,0.1468855,0.00455332982041884,0.00414612562507981
2001.58,-0.00438340689969647,0.001313259,0.09570218,0.00391365313555031,0.00450490866437623
2001.67,0.038057650397501,-0.003853386,0.13551027,0.00445293672628389,0.00514154705522509
2001.75,0.0514153552086856,-1.324626e-05,0.1685713,0.0048430127450985,0.00469761982731764
2001.83,0.0489607371176904,-0.0005696571,0.17728634,0.00490937524153409,0.00471010821269754
2001.92,-0.0704516993885041,0.001807862,-0.08735379,0.00142341807350199,0.0036103843029939
2002,-0.0202837947899728,-0.0008080326,0.06055458,0.0033874957656987,0.0028436367701895
2002.08,-0.000464563180012923,0.001550881,0.11190504,0.00403810722531858,0.00324231211332676
2002.17,0.0684515002458593,0.005307644,0.31092076,0.00663467531398401,0.00330953844062688
2002.25,-0.0455166576941623,0.00860389,0.09436342,0.00380876393206025,0.00248223413138023
2002.33,-0.00160542070850199,0.007570343,0.09026602,0.00379515369781693,0.00388048587256291
2002.42,0.000352440999473148,0.006097963,0.12235123,0.00426959989824999,0.00486659518491937
2002.5,0.0330782108512778,0.00411409,0.19686661,0.00528162464978943,0.00559167735200809
2002.58,0.00698932026439926,0.005424931,0.17009011,0.00492045957998291,0.00463260202310126
2002.67,0.0237724185592574,0.005982289,0.18328794,0.00506567599573818,0.00473122935132058
2002.75,0.0101805220024022,0.005602608,0.1582067,0.00471056654348734,0.00440080819098171
2002.83,0.0233708892082395,0.004624851,0.18688128,0.00510070975829556,0.00466722134473516
2002.92,-0.00171623512980038,0.003781902,0.18830449,0.00512822103395599,0.00449090289166319
2003,-0.0046629394825467,0.004946564,0.14844943,0.00460982612945968,0.00414340264200243
2003.08,-0.0365784000983902,0.008179773,0.11518616,0.00416623361360044,0.00383094230226983
2003.17,-0.0128716481998501,0.009795897,0.09191334,0.00385324279932901,0.00390186301461263
2003.25,-0.043926945772235,0.005077654,0.08628275,0.00380016790770064,0.00501161527226004
2003.33,-0.0444169460121137,-0.0002837758,0.09985406,0.00402805810127224,0.00552575893130839
2003.42,-0.044356050807718,-0.001762625,0.12235623,0.00434394216374679,0.00659504300628045
2003.5,-0.026541589943573,0.002873971,0.13675869,0.0044509201113031,0.00420476071387412
2003.58,-0.0206509703528226,0.007418972,0.13869744,0.00438710317210025,0.00389326942994789
2003.67,-0.0489680327176255,0.009473114,0.10364367,0.00391221110743073,0.0037465145847641
2003.75,-0.0149816229339401,0.006643878,0.15020175,0.00458718491002949,0.0046032655112127
2003.83,-0.0355547616807228,0.004521062,0.13981747,0.00452897089488026,0.00484369815491788
2003.92,-0.00651926965561252,0.003600475,0.16768719,0.00492107340753106,0.00448593465138952
2004,-0.0135849340926969,0.007353223,0.14572641,0.00459206953619847,0.0044669402722246
2004.08,0.0207713974234801,0.008223684,0.15357872,0.00465783518180043,0.00313929862186315
2004.17,0.0338544183137669,0.007556771,0.14873052,0.00458030380110144,0.00410998878315715
2004.25,0.0436952140933026,0.005538025,0.17284885,0.00495231435947987,0.00443714171093819
2004.33,0.0527743210826247,0.00666439,0.18143332,0.00507702480955361,0.00542683478081685
2004.42,0.0717540951235195,0.007979899,0.19588844,0.00525172659444189,0.00543068354998013
2004.5,0.0989871676569613,0.007045094,0.19706041,0.00523337654172712,0.00503637313554487
2004.58,0.0659320223849801,0.004296267,0.18880535,0.00514594514024245,0.00557554650506715
2004.67,0.0394354841093236,0.003419724,0.18556976,0.00512614084138155,0.00561076295233233
2004.75,-0.0269750296684421,0.00679557,0.13808823,0.00450056382301154,0.00480093412749676
2004.83,-0.0332285010431895,0.01015686,0.10508565,0.00403101079091202,0.00428316588286208
2004.92,-0.00542998571603129,0.008701188,0.11487246,0.00414225860774113,0.00389101396020748
2005,0.0382721445406733,0.005705549,0.14787385,0.00462217314560379,0.00477461749229744
2005.08,0.0776299978786477,0.00463112,0.20702648,0.00543787302127841,0.00602561336932656
2005.17,0.0405212123939111,0.007103872,0.18721484,0.00515921597303738,0.00588414945696747
2005.25,0.038790219848572,0.00860247,0.23505833,0.00572439732787316,0.00587825584542604
2005.33,0.0335144542014218,0.006372332,0.21850503,0.00549391709399683,0.0044601406294161
2005.42,0.0411420108323322,0.003993856,0.25808891,0.00604346663594418,0.00602779575067735
2005.5,0.0266462960948658,0.005428722,0.17608301,0.00501454551398759,0.00673873509715967
2005.58,0.0328770715732241,0.008916215,0.18928244,0.00514724202589224,0.00540304167960828
2005.67,0.0275992493450337,0.01801714,0.13009204,0.0043473217785668,0.00454409737079237
2005.75,0.00560640066098,0.01534505,0.14053354,0.00450523442571537,0.00524404431525208
2005.83,-0.0258903045577844,0.00915304,0.0991882,0.00403168992426353,0.00483332321919795
2005.92,0.0344336566205589,-0.0004929544,0.14989763,0.00483388789734656,0.00738827056943785
2006,0.0646889324880472,0.002748935,0.19713785,0.00539667226233478,0.00718469567740283
2006.08,0.103519775965084,0.005449231,0.25534088,0.00604206880848033,0.00675368570510602
2006.17,0.0331933475852429,0.007397962,0.2159539,0.00537633624201872,0.0054939749428565
2006.25,0.0303992728563483,0.007194675,0.19476906,0.00515777634853594,0.00516254775333483
2006.33,0.0185044987576198,0.009296038,0.16330208,0.00479813464413904,0.00421392224047796
2006.42,0.0710244441278945,0.009827335,0.2209927,0.00557167167828593,0.00555240570373586
2006.5,0.0654056377703411,0.008593332,0.24816084,0.00591740017943925,0.00542346349389236
