Daten_IS,Daten,comp,targ,bench,bint,rank
2013_FEB,2013.08,2.23001151691742,1.60460766370372,0.20187057,0.156326924780088,2.10629289047777
2013_MAR,2013.17,1.84696167414276,1.27699291595873,0.20334928,0.156403011490377,1.97467515431813
2013_APR,2013.25,1.64256134990051,1.04122531520088,0.15395457,0.153861417134753,1.69470183420934
2013_MAY,2013.33,1.64194217487623,1.22903013474236,0.14110837,0.15320041863084,1.38899808184039
2013_JUN,2013.42,1.72792181634236,1.50550639957736,0.11853165,0.15203873827842,1.29379321032734
2013_JUL,2013.5,1.74914530209886,1.59511284879799,0.10252426,0.151215081411677,1.11475224657713
2013_AUG,2013.58,1.42510179352151,1.40478833296913,0.08984242,0.1505625400168,1.37450564017407
2013_SEP,2013.67,1.16409215688955,1.14128544542635,0.09657153,0.150908784948583,1.16918590982986
2013_OCT,2013.75,1.06213044859791,0.976106921116315,0.14309384,0.153302580569745,1.86790025028194
2013_NOV,2013.83,0.997747226751233,1.19547046402406,0.15769761,0.154054014466267,1.68895129970106
2013_DEC,2013.92,1.09348432608443,1.38810020108504,0.14139613,0.153215225260776,1.65599438029664
2014_JAN,2014,1.38744022028685,1.40540540328822,0.12784116,0.152517757146425,1.54798591891527
2014_FEB,2014.08,1.60429083041349,1.09398205490467,0.12841779,0.152547427521112,1.71742170014946
2014_MAR,2014.17,1.64594623375891,1.38970342056934,0.13438273,0.152854352247174,1.438244933549
2014_APR,2014.25,0.509470592542627,1.67311381965327,0.08324173,0.150222902908956,0.798086467863146
2014_MAY,2014.33,0.628754171689794,1.7661662866669,0.08599399,0.150364519865128,0.599466286315931
2014_JUN,2014.42,0.755880833250777,1.65145861077476,0.11289687,0.151748801865327,0.664119622225501
2014_JUL,2014.5,1.70757580387246,1.66924169285376,0.13910032,0.153097094842811,1.74415338560028
2014_AUG,2014.58,1.28183294467195,1.50624387478768,0.13610216,0.152942825154149,1.48671534872642
2014_SEP,2014.67,1.08670703039113,1.49724931187967,0.11817696,0.15202048777949,1.24873292129881
2014_OCT,2014.75,1.09913009847971,1.33294485838626,0.13216155,0.152740061900073,1.41454131975476
2014_NOV,2014.83,1.85618822829932,1.08575940367177,0.15143332,0.15373168674927,1.37867634600728
2014_DEC,2014.92,1.26180643419216,0.732258800472452,0.14737562,0.15352289865401,1.89838523940375
2015_JAN,2015,1.26909465024294,0.0414018662807658,0.12706391,0.15247776391207,1.91778084478191
2015_FEB,2015.08,0.7847477455591,0.17070143218183,0.08749736,0.150441875450502,1.32270928140605
2015_MAR,2015.17,1.46139141266579,0.19934927062697,0.10144515,0.151159556034868,1.56666500426694
2015_APR,2015.25,1.58144331381538,0.110324058284661,0.1223737,0.152236430148542,1.56772509988892
2015_MAY,2015.33,1.93481720651396,0.185286216318215,0.16297091,0.154325351002416,2.10576517822119
2015_JUN,2015.42,1.82196623496842,0.270428676841661,0.1511811,0.153718708822517,1.4979640658316
2015_JUL,2015.5,1.73034157690213,0.219732832705444,0.15197091,0.153759348329015,1.5961273876073
2015_AUG,2015.58,1.2412395033204,0.239271302874688,0.10846744,0.151520886481541,0.991010623574917
2015_SEP,2015.67,1.3305946228624,0.0656996514024177,0.11531253,0.151873099139693,1.20633286004246
2015_OCT,2015.75,0.573067873153899,0.0954982341144994,0.08624767,0.150377572915872,0.612011807045998
2015_NOV,2015.83,0.761587009905784,0.253877543007541,0.10290104,0.151234468546885,1.04390686456937
2015_DEC,2015.92,0.634154827782951,0.345963761907764,0.08193335,0.15015558049279,1.3038357537464
2016_JAN,2016,0.429055100232123,0.871148634516583,0.04093129,0.148045828167795,0.860319558333478
2016_FEB,2016.08,0.505585290093302,0.640330492334207,0.04955934,0.148489782655635,0.793831917612953
2016_MAR,2016.17,0.564117412293341,0.685510475051432,0.07653759,0.149877942803242,0.732312960047055
2016_APR,2016.25,1.71568021296569,0.925906851615199,0.15035927,0.153676421733692,1.63550230508751
2016_MAY,2016.33,1.46096674438989,0.848685365349766,0.152956,0.15381003592661,1.39890614484495
2016_JUN,2016.42,1.20739229059923,0.829607445285463,0.14235859,0.153264748436507,1.45815251547099
2016_JUL,2016.5,0.896863364619938,0.75508426433939,0.11381508,0.151796048166667,1.20591464298501
2016_AUG,2016.58,0.848127917851183,0.888210466456285,0.09989735,0.151079914313242,1.16756523114063
2016_SEP,2016.67,1.50254595243631,1.21977491760994,0.1080352,0.151498645663764,0.919734115395188
2016_OCT,2016.75,1.06664163207746,1.42700329466168,0.08593014,0.150361234476883,0.584263226498449
2016_NOV,2016.83,1.43732333442905,1.39740409063065,0.09479064,0.150817149630307,0.582235806820597
2016_DEC,2016.92,0.685631295457267,1.65715810820826,0.06858993,0.149468997638943,0.657800911461171
2017_JAN,2017,1.0870957828119,2.00521046673059,0.11622166,0.151919878231554,0.713767491521899
2017_FEB,2017.08,1.05367416242026,2.19713684701905,0.13835806,0.153058902011506,1.45929094214512
2017_MAR,2017.17,1.25334803752668,1.90636102515447,0.16427779,0.154392596236399,1.63454296277925
2017_APR,2017.25,1.59597576139141,1.76747318871517,0.18790506,0.155608332416869,1.68021247582653
2017_MAY,2017.33,1.42828166881102,1.55777204459231,0.18689804,0.155556516415763,2.11550145292421
2017_JUN,2017.42,1.52706921639754,1.46554792833582,0.17368916,0.15487685628916,2.09518969291045
2017_JUL,2017.5,1.35422179839455,1.48563177195258,0.13996895,0.153141790015738,1.86185601820568
2017_AUG,2017.58,1.74456549045448,1.57190872694992,0.14210519,0.153251709793104,1.50102383050392
2017_SEP,2017.67,2.0983249266002,1.75744430998952,0.15178311,0.153749685119737,1.30837988525045
2017_OCT,2017.75,1.71180044128265,1.68204069981226,0.14614986,0.15345982743247,1.83026817523488
2017_NOV,2017.83,0.690910327181293,1.79371290396877,0.10198947,0.15118756390534,1.25785044603193
2017_DEC,2017.92,0.230592649472583,1.76640995016448,0.09645803,0.150902944830089,1.4122104540143
2018_JAN,2018,0.991866029103239,1.75764949698214,0.1428172,0.153288346117057,1.78330022197692
2018_FEB,2018.08,1.73530941245983,1.83760769727035,0.18719593,0.155571844282706,2.11322120778015
2018_MAR,2018.17,1.46174801464705,1.99829205902262,0.13418079,0.152843961467186,1.68250106045331
2018_APR,2018.25,1.05048698185617,2.04662822339607,0.11336385,0.151772830222456,1.35539006757432
2018_MAY,2018.33,0.937772361389699,2.26620653766765,0.08102235,0.150108705180475,0.666234031806368
2018_JUN,2018.42,1.3003134847841,2.26830784510614,0.14000677,0.153143736035839,0.98580166773603
2018_JUL,2018.5,0.879010061438112,2.33860705487472,0.0959324,0.150875898649615,1.28143677511847
2018_AUG,2018.58,1.04202982380877,2.18041128979369,0.10520726,0.151353134609198,1.33852762302948
2018_SEP,2018.67,1.10776342432168,2.00996015716164,0.10106367,0.151139927062155,1.36113412622789
2018_OCT,2018.75,2.30848342788257,2.05309804446008,0.1586508,0.154103060656108,2.23567039895194
2018_NOV,2018.83,1.51346026133186,1.94189222220436,0.13883617,0.153083503060431,1.83322904144916
2018_DEC,2018.92,1.78134673616017,1.86469088340082,0.14731312,0.15351968272973,1.64401186536463
2019_JAN,2019,1.38441059131789,1.43183233060604,0.17282673,0.154832480135921,1.62666503341349
2019_FEB,2019.08,2.0930126367132,1.40017354761144,0.21982394,0.157250711636138,2.14137179174918
2019_MAR,2019.17,2.21535396090509,1.52180765717855,0.24366907,0.158477657756828,2.49739708823502
2019_APR,2019.25,1.7718830180409,1.56633846099796,0.19635603,0.156043175290762,2.58982528665555
2019_MAY,2019.33,2.13120541785983,1.46555360757537,0.19170339,0.155803774683638,2.19109348896045
2019_JUN,2019.42,1.54884944720419,1.42606514024486,0.14888729,0.153600681314129,1.45549037914288
2019_JUL,2019.5,1.4726874295691,1.45392953169337,0.13254332,0.152759705794675,1.58113794422479
2019_AUG,2019.58,0.788319247216718,1.4304164028192,0.07729089,0.149916703695412,1.58316466372022
2019_SEP,2019.67,0.77639052900691,1.28395398843777,0.10896026,0.151546244430405,1.48842870834434
2019_OCT,2019.75,0.834276819222213,1.28856182460875,0.11764014,0.151992865819932,1.45397596342163
2019_NOV,2019.83,1.25441973759952,1.35827731079408,0.17644291,0.155018549912967,1.81381343317526
2019_DEC,2019.92,1.9801701728084,1.56376277129728,0.17285521,0.154833945568298,1.796879414363
