"","Item","aggregate","Inflation","year","m","mnum","timep"
"1","Gasoline and other energy goods","Energy","No Value Obtainable",1959,"JAN",0,1959
"2","Gasoline and other energy goods","Energy","No Value Obtainable",1959,"FEB",0.08,1959.08
"3","Gasoline and other energy goods","Energy","No Value Obtainable",1959,"MAR",0.17,1959.17
"4","Gasoline and other energy goods","Energy","1.02614112120903",1959,"APR",0.25,1959.25
"5","Gasoline and other energy goods","Energy","1.00070091118454",1959,"MAY",0.33,1959.33
"6","Gasoline and other energy goods","Energy","0.997094770587057",1959,"JUN",0.42,1959.42
"7","Gasoline and other energy goods","Energy","0.985570703552592",1959,"JUL",0.5,1959.5
"8","Gasoline and other energy goods","Energy","1.00720432259356",1959,"AUG",0.58,1959.58
"9","Gasoline and other energy goods","Energy","1.00502361097157",1959,"SEP",0.67,1959.67
"10","Gasoline and other energy goods","Energy","1.03018982229402",1959,"OCT",0.75,1959.75
"11","Gasoline and other energy goods","Energy","1.01519968209815",1959,"NOV",0.83,1959.83
"12","Gasoline and other energy goods","Energy","1.02179346196141",1959,"DEC",0.92,1959.92
"13","Gasoline and other energy goods","Energy","0.994413407821229",1960,"JAN",0,1960
"14","Gasoline and other energy goods","Energy","0.989920735884137",1960,"FEB",0.08,1960.08
"15","Gasoline and other energy goods","Energy","0.980628118579395",1960,"MAR",0.17,1960.17
"16","Gasoline and other energy goods","Energy","0.994874827518234",1960,"APR",0.25,1960.25
"17","Gasoline and other energy goods","Energy","0.994563068406485",1960,"MAY",0.33,1960.33
"18","Gasoline and other energy goods","Energy","1.01067544647311",1960,"JUN",0.42,1960.42
"19","Gasoline and other energy goods","Energy","1.01456310679612",1960,"JUL",0.5,1960.5
"20","Gasoline and other energy goods","Energy","1.0289235662459",1960,"AUG",0.58,1960.58
"21","Gasoline and other energy goods","Energy","1.02033563672261",1960,"SEP",0.67,1960.67
"22","Gasoline and other energy goods","Energy","1.00185528756957",1960,"OCT",0.75,1960.75
"23","Gasoline and other energy goods","Energy","1.00589258114374",1960,"NOV",0.83,1960.83
"24","Gasoline and other energy goods","Energy","1.00009674922601",1960,"DEC",0.92,1960.92
"25","Gasoline and other energy goods","Energy","1.01169590643275",1961,"JAN",0,1961
"26","Gasoline and other energy goods","Energy","0.995486411216748",1961,"FEB",0.08,1961.08
"27","Gasoline and other energy goods","Energy","0.9905194930831",1961,"MAR",0.17,1961.17
"28","Gasoline and other energy goods","Energy","0.962138728323699",1961,"APR",0.25,1961.25
"29","Gasoline and other energy goods","Energy","0.971445109010226",1961,"MAY",0.33,1961.33
"30","Gasoline and other energy goods","Energy","0.986619787088583",1961,"JUN",0.42,1961.42
"31","Gasoline and other energy goods","Energy","1.02242915790528",1961,"JUL",0.5,1961.5
"32","Gasoline and other energy goods","Energy","1.02383316782522",1961,"AUG",0.58,1961.58
"33","Gasoline and other energy goods","Energy","1.02227281726391",1961,"SEP",0.67,1961.67
"34","Gasoline and other energy goods","Energy","1.00195867202037",1961,"OCT",0.75,1961.75
"35","Gasoline and other energy goods","Energy","0.998545101842871",1961,"NOV",0.83,1961.83
"36","Gasoline and other energy goods","Energy","0.981504793260385",1961,"DEC",0.92,1961.92
"37","Gasoline and other energy goods","Energy","0.993842244159906",1962,"JAN",0,1962
"38","Gasoline and other energy goods","Energy","1.00019426906265",1962,"FEB",0.08,1962.08
"39","Gasoline and other energy goods","Energy","0.995659037095501",1962,"MAR",0.17,1962.17
"40","Gasoline and other energy goods","Energy","1.01317859952793",1962,"APR",0.25,1962.25
"41","Gasoline and other energy goods","Energy","0.998834612022919",1962,"MAY",0.33,1962.33
"42","Gasoline and other energy goods","Energy","1.00634165675783",1962,"JUN",0.42,1962.42
"43","Gasoline and other energy goods","Energy","0.971267715006795",1962,"JUL",0.5,1962.5
"44","Gasoline and other energy goods","Energy","0.98852698104035",1962,"AUG",0.58,1962.58
"45","Gasoline and other energy goods","Energy","1.03131153997637",1962,"SEP",0.67,1962.67
"46","Gasoline and other energy goods","Energy","1.03927643413952",1962,"OCT",0.75,1962.75
"47","Gasoline and other energy goods","Energy","1.02390085570965",1962,"NOV",0.83,1962.83
"48","Gasoline and other energy goods","Energy","1.0045827763987",1962,"DEC",0.92,1962.92
"49","Gasoline and other energy goods","Energy","0.999519184536975",1963,"JAN",0,1963
"50","Gasoline and other energy goods","Energy","0.99702209414025",1963,"FEB",0.08,1963.08
"51","Gasoline and other energy goods","Energy","0.975860102642083",1963,"MAR",0.17,1963.17
"52","Gasoline and other energy goods","Energy","0.984606503752165",1963,"APR",0.25,1963.25
"53","Gasoline and other energy goods","Energy","0.992195779940264",1963,"MAY",0.33,1963.33
"54","Gasoline and other energy goods","Energy","0.987144526684846",1963,"JUN",0.42,1963.42
"55","Gasoline and other energy goods","Energy","1.00635137776041",1963,"JUL",0.5,1963.5
"56","Gasoline and other energy goods","Energy","1.01573120994368",1963,"AUG",0.58,1963.58
"57","Gasoline and other energy goods","Energy","1.008681925809",1963,"SEP",0.67,1963.67
"58","Gasoline and other energy goods","Energy","1.00223322652685",1963,"OCT",0.75,1963.75
"59","Gasoline and other energy goods","Energy","0.981070745697897",1963,"NOV",0.83,1963.83
"60","Gasoline and other energy goods","Energy","1.00811815336463",1963,"DEC",0.92,1963.92
"61","Gasoline and other energy goods","Energy","0.995640379771362",1964,"JAN",0,1964
"62","Gasoline and other energy goods","Energy","1.00146170337166",1964,"FEB",0.08,1964.08
"63","Gasoline and other energy goods","Energy","0.992723391869603",1964,"MAR",0.17,1964.17
"64","Gasoline and other energy goods","Energy","0.992118322467646",1964,"APR",0.25,1964.25
"65","Gasoline and other energy goods","Energy","0.986085433492264",1964,"MAY",0.33,1964.33
"66","Gasoline and other energy goods","Energy","0.990519937451134",1964,"JUN",0.42,1964.42
"67","Gasoline and other energy goods","Energy","0.993723028638682",1964,"JUL",0.5,1964.5
"68","Gasoline and other energy goods","Energy","0.998421156502862",1964,"AUG",0.58,1964.58
"69","Gasoline and other energy goods","Energy","1.00296003946719",1964,"SEP",0.67,1964.67
"70","Gasoline and other energy goods","Energy","1.00809317015397",1964,"OCT",0.75,1964.75
"71","Gasoline and other energy goods","Energy","1.01255188772485",1964,"NOV",0.83,1964.83
"72","Gasoline and other energy goods","Energy","1.01436301032956",1964,"DEC",0.92,1964.92
"73","Gasoline and other energy goods","Energy","1.01909144311729",1965,"JAN",0,1965
"74","Gasoline and other energy goods","Energy","1.01639824304539",1965,"FEB",0.08,1965.08
"75","Gasoline and other energy goods","Energy","1.0161962952187",1965,"MAR",0.17,1965.17
"76","Gasoline and other energy goods","Energy","1.00970314151215",1965,"APR",0.25,1965.25
"77","Gasoline and other energy goods","Energy","1.0093152789782",1965,"MAY",0.33,1965.33
"78","Gasoline and other energy goods","Energy","1.00925749188776",1965,"JUN",0.42,1965.42
"79","Gasoline and other energy goods","Energy","1.00437678401522",1965,"JUL",0.5,1965.5
"80","Gasoline and other energy goods","Energy","1.00313986679353",1965,"AUG",0.58,1965.58
"81","Gasoline and other energy goods","Energy","1.00132387706856",1965,"SEP",0.67,1965.67
"82","Gasoline and other energy goods","Energy","1.01098901098901",1965,"OCT",0.75,1965.75
"83","Gasoline and other energy goods","Energy","1.01062316228777",1965,"NOV",0.83,1965.83
"84","Gasoline and other energy goods","Energy","1.01076588913023",1965,"DEC",0.92,1965.92
"85","Gasoline and other energy goods","Energy","1.00299850074963",1966,"JAN",0,1966
"86","Gasoline and other energy goods","Energy","1.0015016424214",1966,"FEB",0.08,1966.08
"87","Gasoline and other energy goods","Energy","0.997290479304868",1966,"MAR",0.17,1966.17
"88","Gasoline and other energy goods","Energy","0.99719730941704",1966,"APR",0.25,1966.25
"89","Gasoline and other energy goods","Energy","1.00506044419455",1966,"MAY",0.33,1966.33
"90","Gasoline and other energy goods","Energy","1.00440322278434",1966,"JUN",0.42,1966.42
"91","Gasoline and other energy goods","Energy","1.01049278620948",1966,"JUL",0.5,1966.5
"92","Gasoline and other energy goods","Energy","1.00876456876457",1966,"AUG",0.58,1966.58
"93","Gasoline and other energy goods","Energy","1.01818860180953",1966,"SEP",0.67,1966.67
"94","Gasoline and other energy goods","Energy","1.01501946968292",1966,"OCT",0.75,1966.75
"95","Gasoline and other energy goods","Energy","1.01525094740734",1966,"NOV",0.83,1966.83
"96","Gasoline and other energy goods","Energy","1.00787834371565",1966,"DEC",0.92,1966.92
"97","Gasoline and other energy goods","Energy","1.01059554256485",1967,"JAN",0,1967
"98","Gasoline and other energy goods","Energy","1.00755644573926",1967,"FEB",0.08,1967.08
"99","Gasoline and other energy goods","Energy","1.00299945464461",1967,"MAR",0.17,1967.17
"100","Gasoline and other energy goods","Energy","1.00632682574114",1967,"APR",0.25,1967.25
"101","Gasoline and other energy goods","Energy","1.00605403451703",1967,"MAY",0.33,1967.33
"102","Gasoline and other energy goods","Energy","1.00888083371092",1967,"JUN",0.42,1967.42
"103","Gasoline and other energy goods","Energy","1.00134722471708",1967,"JUL",0.5,1967.5
"104","Gasoline and other energy goods","Energy","1.00260463445303",1967,"AUG",0.58,1967.58
"105","Gasoline and other energy goods","Energy","1.01302434204617",1967,"SEP",0.67,1967.67
"106","Gasoline and other energy goods","Energy","1.00278051843215",1967,"OCT",0.75,1967.75
"107","Gasoline and other energy goods","Energy","1.01361641135895",1967,"NOV",0.83,1967.83
"108","Gasoline and other energy goods","Energy","0.992995211917006",1967,"DEC",0.92,1967.92
"109","Gasoline and other energy goods","Energy","1.01037567084079",1968,"JAN",0,1968
"110","Gasoline and other energy goods","Energy","1.00123729562528",1968,"FEB",0.08,1968.08
"111","Gasoline and other energy goods","Energy","1.00892936869363",1968,"MAR",0.17,1968.17
"112","Gasoline and other energy goods","Energy","0.994511331444759",1968,"APR",0.25,1968.25
"113","Gasoline and other energy goods","Energy","0.997263659634566",1968,"MAY",0.33,1968.33
"114","Gasoline and other energy goods","Energy","1.00398265333215",1968,"JUN",0.42,1968.42
"115","Gasoline and other energy goods","Energy","1.00996973473384",1968,"JUL",0.5,1968.5
"116","Gasoline and other energy goods","Energy","1.01425030978934",1968,"AUG",0.58,1968.58
"117","Gasoline and other energy goods","Energy","1.00423131170663",1968,"SEP",0.67,1968.67
"118","Gasoline and other energy goods","Energy","1.00705094306363",1968,"OCT",0.75,1968.75
"119","Gasoline and other energy goods","Energy","1.00209442359717",1968,"NOV",0.83,1968.83
"120","Gasoline and other energy goods","Energy","1.00017556179775",1968,"DEC",0.92,1968.92
"121","Gasoline and other energy goods","Energy","1.00612637843515",1969,"JAN",0,1969
"122","Gasoline and other energy goods","Energy","1.00418009231037",1969,"FEB",0.08,1969.08
"123","Gasoline and other energy goods","Energy","1.02422327540811",1969,"MAR",0.17,1969.17
"124","Gasoline and other energy goods","Energy","1.02400835073069",1969,"APR",0.25,1969.25
"125","Gasoline and other energy goods","Energy","1.01907900442286",1969,"MAY",0.33,1969.33
"126","Gasoline and other energy goods","Energy","1.01285347043702",1969,"JUN",0.42,1969.42
"127","Gasoline and other energy goods","Energy","0.998386000679579",1969,"JUL",0.5,1969.5
"128","Gasoline and other energy goods","Energy","1.00127648710748",1969,"AUG",0.58,1969.58
"129","Gasoline and other energy goods","Energy","0.993739424703892",1969,"SEP",0.67,1969.67
"130","Gasoline and other energy goods","Energy","0.999489492044584",1969,"OCT",0.75,1969.75
"131","Gasoline and other energy goods","Energy","0.99260581336053",1969,"NOV",0.83,1969.83
"132","Gasoline and other energy goods","Energy","1.00025540609569",1969,"DEC",0.92,1969.92
"133","Gasoline and other energy goods","Energy","0.997105643994211",1970,"JAN",0,1970
"134","Gasoline and other energy goods","Energy","1.00693552530182",1970,"FEB",0.08,1970.08
"135","Gasoline and other energy goods","Energy","0.986211592475955",1970,"MAR",0.17,1970.17
"136","Gasoline and other energy goods","Energy","1.02305131050969",1970,"APR",0.25,1970.25
"137","Gasoline and other energy goods","Energy","1.01309523809524",1970,"MAY",0.33,1970.33
"138","Gasoline and other energy goods","Energy","1.02019504617243",1970,"JUN",0.42,1970.42
"139","Gasoline and other energy goods","Energy","0.993490778603021",1970,"JUL",0.5,1970.5
"140","Gasoline and other energy goods","Energy","0.985898942420682",1970,"AUG",0.58,1970.58
"141","Gasoline and other energy goods","Energy","1.00160730902631",1970,"SEP",0.67,1970.67
"142","Gasoline and other energy goods","Energy","1.00755984880302",1970,"OCT",0.75,1970.75
"143","Gasoline and other energy goods","Energy","1.02596628639537",1970,"NOV",0.83,1970.83
"144","Gasoline and other energy goods","Energy","1.02474662162162",1970,"DEC",0.92,1970.92
"145","Gasoline and other energy goods","Energy","1.01533972488537",1971,"JAN",0,1971
"146","Gasoline and other energy goods","Energy","0.999004232013941",1971,"FEB",0.08,1971.08
"147","Gasoline and other energy goods","Energy","0.987472183301739",1971,"MAR",0.17,1971.17
"148","Gasoline and other energy goods","Energy","0.972329419492569",1971,"APR",0.25,1971.25
"149","Gasoline and other energy goods","Energy","0.984550211811612",1971,"MAY",0.33,1971.33
"150","Gasoline and other energy goods","Energy","0.99323929555129",1971,"JUN",0.42,1971.42
"151","Gasoline and other energy goods","Energy","0.99628441141699",1971,"JUL",0.5,1971.5
"152","Gasoline and other energy goods","Energy","1.03003459039906",1971,"AUG",0.58,1971.58
"153","Gasoline and other energy goods","Energy","1.02991596638655",1971,"SEP",0.67,1971.67
"154","Gasoline and other energy goods","Energy","1.041193422614",1971,"OCT",0.75,1971.75
"155","Gasoline and other energy goods","Energy","0.99942665246949",1971,"NOV",0.83,1971.83
"156","Gasoline and other energy goods","Energy","0.997878590078329",1971,"DEC",0.92,1971.92
"157","Gasoline and other energy goods","Energy","0.985428199283621",1972,"JAN",0,1972
"158","Gasoline and other energy goods","Energy","0.989100147516801",1972,"FEB",0.08,1972.08
"159","Gasoline and other energy goods","Energy","0.986917416189697",1972,"MAR",0.17,1972.17
"160","Gasoline and other energy goods","Energy","0.989178025609252",1972,"APR",0.25,1972.25
"161","Gasoline and other energy goods","Energy","0.999005717126522",1972,"MAY",0.33,1972.33
"162","Gasoline and other energy goods","Energy","0.990140845070423",1972,"JUN",0.42,1972.42
"163","Gasoline and other energy goods","Energy","1.00793385668949",1972,"JUL",0.5,1972.5
"164","Gasoline and other energy goods","Energy","1.01434851123828",1972,"AUG",0.58,1972.58
"165","Gasoline and other energy goods","Energy","1.04175382813154",1972,"SEP",0.67,1972.67
"166","Gasoline and other energy goods","Energy","1.03339133316762",1972,"OCT",0.75,1972.75
"167","Gasoline and other energy goods","Energy","1.0244480784955",1972,"NOV",0.83,1972.83
"168","Gasoline and other energy goods","Energy","1.00522088353414",1972,"DEC",0.92,1972.92
"169","Gasoline and other energy goods","Energy","1.0060936497755",1973,"JAN",0,1973
"170","Gasoline and other energy goods","Energy","1.01556389177109",1973,"FEB",0.08,1973.08
"171","Gasoline and other energy goods","Energy","1.02045545345585",1973,"MAR",0.17,1973.17
"172","Gasoline and other energy goods","Energy","1.0334714695569",1973,"APR",0.25,1973.25
"173","Gasoline and other energy goods","Energy","1.02750707324741",1973,"MAY",0.33,1973.33
"174","Gasoline and other energy goods","Energy","1.04580690627202",1973,"JUN",0.42,1973.42
"175","Gasoline and other energy goods","Energy","1.03115360888341",1973,"JUL",0.5,1973.5
"176","Gasoline and other energy goods","Energy","1.02623527612054",1973,"AUG",0.58,1973.58
"177","Gasoline and other energy goods","Energy","0.999925127283618",1973,"SEP",0.67,1973.67
"178","Gasoline and other energy goods","Energy","1.04412204606641",1973,"OCT",0.75,1973.75
"179","Gasoline and other energy goods","Energy","1.0961466795856",1973,"NOV",0.83,1973.83
"180","Gasoline and other energy goods","Energy","1.16211156870086",1973,"DEC",0.92,1973.92
"181","Gasoline and other energy goods","Energy","1.18786706775534",1974,"JAN",0,1974
"182","Gasoline and other energy goods","Energy","1.18644183042089",1974,"FEB",0.08,1974.08
"183","Gasoline and other energy goods","Energy","1.19014175257732",1974,"MAR",0.17,1974.17
"184","Gasoline and other energy goods","Energy","1.13283087126922",1974,"APR",0.25,1974.25
"185","Gasoline and other energy goods","Energy","1.10069344948135",1974,"MAY",0.33,1974.33
"186","Gasoline and other energy goods","Energy","1.04385252558064",1974,"JUN",0.42,1974.42
"187","Gasoline and other energy goods","Energy","1.03236108154141",1974,"JUL",0.5,1974.5
"188","Gasoline and other energy goods","Energy","1.00708112048318",1974,"AUG",0.58,1974.58
"189","Gasoline and other energy goods","Energy","1.00108915512681",1974,"SEP",0.67,1974.67
"190","Gasoline and other energy goods","Energy","0.984687564446278",1974,"OCT",0.75,1974.75
"191","Gasoline and other energy goods","Energy","0.983714197084066",1974,"NOV",0.83,1974.83
"192","Gasoline and other energy goods","Energy","0.985856387939074",1974,"DEC",0.92,1974.92
"193","Gasoline and other energy goods","Energy","0.999581129902089",1975,"JAN",0,1975
"194","Gasoline and other energy goods","Energy","1.00268040153466",1975,"FEB",0.08,1975.08
"195","Gasoline and other energy goods","Energy","1.00667402385832",1975,"MAR",0.17,1975.17
"196","Gasoline and other energy goods","Energy","1.00497616678016",1975,"APR",0.25,1975.25
"197","Gasoline and other energy goods","Energy","1.0171401614425",1975,"MAY",0.33,1975.33
"198","Gasoline and other energy goods","Energy","1.03387972436834",1975,"JUN",0.42,1975.42
"199","Gasoline and other energy goods","Energy","1.06556864380277",1975,"JUL",0.5,1975.5
"200","Gasoline and other energy goods","Energy","1.0640041226488",1975,"AUG",0.58,1975.58
"201","Gasoline and other energy goods","Energy","1.05246149962131",1975,"SEP",0.67,1975.67
"202","Gasoline and other energy goods","Energy","1.02915280766973",1975,"OCT",0.75,1975.75
"203","Gasoline and other energy goods","Energy","1.01956700731341",1975,"NOV",0.83,1975.83
"204","Gasoline and other energy goods","Energy","1.00877950489349",1975,"DEC",0.92,1975.92
"205","Gasoline and other energy goods","Energy","0.998859315589354",1976,"JAN",0,1976
"206","Gasoline and other energy goods","Energy","0.990689278419078",1976,"FEB",0.08,1976.08
"207","Gasoline and other energy goods","Energy","0.983592523897845",1976,"MAR",0.17,1976.17
"208","Gasoline and other energy goods","Energy","0.97401979444233",1976,"APR",0.25,1976.25
"209","Gasoline and other energy goods","Energy","0.988539918484776",1976,"MAY",0.33,1976.33
"210","Gasoline and other energy goods","Energy","1.00879992263804",1976,"JUN",0.42,1976.42
"211","Gasoline and other energy goods","Energy","1.02198339032731",1976,"JUL",0.5,1976.5
"212","Gasoline and other energy goods","Energy","1.01804423748545",1976,"AUG",0.58,1976.58
"213","Gasoline and other energy goods","Energy","1.01351610429448",1976,"SEP",0.67,1976.67
"214","Gasoline and other energy goods","Energy","1.02260994263862",1976,"OCT",0.75,1976.75
"215","Gasoline and other energy goods","Energy","1.03020773775491",1976,"NOV",0.83,1976.83
"216","Gasoline and other energy goods","Energy","1.02747564551215",1976,"DEC",0.92,1976.92
"217","Gasoline and other energy goods","Energy","1.02468097041088",1977,"JAN",0,1977
"218","Gasoline and other energy goods","Energy","1.02659328461752",1977,"FEB",0.08,1977.08
"219","Gasoline and other energy goods","Energy","1.03042297602062",1977,"MAR",0.17,1977.17
"220","Gasoline and other energy goods","Energy","1.02312850691118",1977,"APR",0.25,1977.25
"221","Gasoline and other energy goods","Energy","1.01684912375546",1977,"MAY",0.33,1977.33
"222","Gasoline and other energy goods","Energy","1.00433267822048",1977,"JUN",0.42,1977.42
"223","Gasoline and other energy goods","Energy","0.999108257535224",1977,"JUL",0.5,1977.5
"224","Gasoline and other energy goods","Energy","0.993708741305214",1977,"AUG",0.58,1977.58
"225","Gasoline and other energy goods","Energy","1.00329108294419",1977,"SEP",0.67,1977.67
"226","Gasoline and other energy goods","Energy","1.01686897536594",1977,"OCT",0.75,1977.75
"227","Gasoline and other energy goods","Energy","1.02519060145348",1977,"NOV",0.83,1977.83
"228","Gasoline and other energy goods","Energy","1.02593200053194",1977,"DEC",0.92,1977.92
"229","Gasoline and other energy goods","Energy","1.01509698937944",1978,"JAN",0,1978
"230","Gasoline and other energy goods","Energy","1.00086979211968",1978,"FEB",0.08,1978.08
"231","Gasoline and other energy goods","Energy","0.996413757345316",1978,"MAR",0.17,1978.17
"232","Gasoline and other energy goods","Energy","0.993860786856896",1978,"APR",0.25,1978.25
"233","Gasoline and other energy goods","Energy","1.00065177717911",1978,"MAY",0.33,1978.33
"234","Gasoline and other energy goods","Energy","1.00112744460344",1978,"JUN",0.42,1978.42
"235","Gasoline and other energy goods","Energy","1.01065773447016",1978,"JUL",0.5,1978.5
"236","Gasoline and other energy goods","Energy","1.02019193191194",1978,"AUG",0.58,1978.58
"237","Gasoline and other energy goods","Energy","1.03066660891411",1978,"SEP",0.67,1978.67
"238","Gasoline and other energy goods","Energy","1.043128308871",1978,"OCT",0.75,1978.75
"239","Gasoline and other energy goods","Energy","1.04877841150932",1978,"NOV",0.83,1978.83
"240","Gasoline and other energy goods","Energy","1.05270014708972",1978,"DEC",0.92,1978.92
"241","Gasoline and other energy goods","Energy","1.04283061687642",1979,"JAN",0,1979
"242","Gasoline and other energy goods","Energy","1.03543019480519",1979,"FEB",0.08,1979.08
"243","Gasoline and other energy goods","Energy","1.06439378817518",1979,"MAR",0.17,1979.17
"244","Gasoline and other energy goods","Energy","1.1077038736992",1979,"APR",0.25,1979.25
"245","Gasoline and other energy goods","Energy","1.15156978795124",1979,"MAY",0.33,1979.33
"246","Gasoline and other energy goods","Energy","1.17020478583752",1979,"JUN",0.42,1979.42
"247","Gasoline and other energy goods","Energy","1.17342382568316",1979,"JUL",0.5,1979.5
"248","Gasoline and other energy goods","Energy","1.17181756296801",1979,"AUG",0.58,1979.58
"249","Gasoline and other energy goods","Energy","1.14923076923077",1979,"SEP",0.67,1979.67
"250","Gasoline and other energy goods","Energy","1.11315068493151",1979,"OCT",0.75,1979.75
"251","Gasoline and other energy goods","Energy","1.07891832229581",1979,"NOV",0.83,1979.83
"252","Gasoline and other energy goods","Energy","1.05976684515841",1979,"DEC",0.92,1979.92
"253","Gasoline and other energy goods","Energy","1.10777476960101",1980,"JAN",0,1980
"254","Gasoline and other energy goods","Energy","1.14018037420918",1980,"FEB",0.08,1980.08
"255","Gasoline and other energy goods","Energy","1.1761362141109",1980,"MAR",0.17,1980.17
"256","Gasoline and other energy goods","Energy","1.10123926138047",1980,"APR",0.25,1980.25
"257","Gasoline and other energy goods","Energy","1.05392897619947",1980,"MAY",0.33,1980.33
"258","Gasoline and other energy goods","Energy","0.994764163608699",1980,"JUN",0.42,1980.42
"259","Gasoline and other energy goods","Energy","0.996570198838799",1980,"JUL",0.5,1980.5
"260","Gasoline and other energy goods","Energy","0.996482659736535",1980,"AUG",0.58,1980.58
"261","Gasoline and other energy goods","Energy","1.00031490395429",1980,"SEP",0.67,1980.67
"262","Gasoline and other energy goods","Energy","1.00605092675904",1980,"OCT",0.75,1980.75
"263","Gasoline and other energy goods","Energy","1.00903797297601",1980,"NOV",0.83,1980.83
"264","Gasoline and other energy goods","Energy","1.01945044072675",1980,"DEC",0.92,1980.92
"265","Gasoline and other energy goods","Energy","1.05540525433203",1981,"JAN",0,1981
"266","Gasoline and other energy goods","Energy","1.11657494262606",1981,"FEB",0.08,1981.08
"267","Gasoline and other energy goods","Energy","1.13805501025652",1981,"MAR",0.17,1981.17
"268","Gasoline and other energy goods","Energy","1.0767112259814",1981,"APR",0.25,1981.25
"269","Gasoline and other energy goods","Energy","0.999920180392313",1981,"MAY",0.33,1981.33
"270","Gasoline and other energy goods","Energy","0.961876889681371",1981,"JUN",0.42,1981.42
"271","Gasoline and other energy goods","Energy","0.972021092397293",1981,"JUL",0.5,1981.5
"272","Gasoline and other energy goods","Energy","0.985870801652398",1981,"AUG",0.58,1981.58
"273","Gasoline and other energy goods","Energy","0.999496262266014",1981,"SEP",0.67,1981.67
"274","Gasoline and other energy goods","Energy","1.00690255455245",1981,"OCT",0.75,1981.75
"275","Gasoline and other energy goods","Energy","1.01068804275217",1981,"NOV",0.83,1981.83
"276","Gasoline and other energy goods","Energy","1.00397145391501",1981,"DEC",0.92,1981.92
"277","Gasoline and other energy goods","Energy","0.99612005709346",1982,"JAN",0,1982
"278","Gasoline and other energy goods","Energy","0.9758056440145",1982,"FEB",0.08,1982.08
"279","Gasoline and other energy goods","Energy","0.958936567538804",1982,"MAR",0.17,1982.17
"280","Gasoline and other energy goods","Energy","0.912613521695257",1982,"APR",0.25,1982.25
"281","Gasoline and other energy goods","Energy","0.931651649186183",1982,"MAY",0.33,1982.33
"282","Gasoline and other energy goods","Energy","0.994115922606584",1982,"JUN",0.42,1982.42
"283","Gasoline and other energy goods","Energy","1.06435205661212",1982,"JUL",0.5,1982.5
"284","Gasoline and other energy goods","Energy","1.05888832587958",1982,"AUG",0.58,1982.58
"285","Gasoline and other energy goods","Energy","1.00400210637177",1982,"SEP",0.67,1982.67
"286","Gasoline and other energy goods","Energy","0.990546436733846",1982,"OCT",0.75,1982.75
"287","Gasoline and other energy goods","Energy","0.988702563249001",1982,"NOV",0.83,1982.83
"288","Gasoline and other energy goods","Energy","0.974299800692332",1982,"DEC",0.92,1982.92
"289","Gasoline and other energy goods","Energy","0.961363398007341",1983,"JAN",0,1983
"290","Gasoline and other energy goods","Energy","0.933860819427201",1983,"FEB",0.08,1983.08
"291","Gasoline and other energy goods","Energy","0.937037037037037",1983,"MAR",0.17,1983.17
"292","Gasoline and other energy goods","Energy","0.98117077215107",1983,"APR",0.25,1983.25
"293","Gasoline and other energy goods","Energy","1.03864527468566",1983,"MAY",0.33,1983.33
"294","Gasoline and other energy goods","Energy","1.0636317676257",1983,"JUN",0.42,1983.42
"295","Gasoline and other energy goods","Energy","1.0321992439404",1983,"JUL",0.5,1983.5
"296","Gasoline and other energy goods","Energy","1.01423209597987",1983,"AUG",0.58,1983.58
"297","Gasoline and other energy goods","Energy","1.00298152749271",1983,"SEP",0.67,1983.67
"298","Gasoline and other energy goods","Energy","0.99444181136628",1983,"OCT",0.75,1983.75
"299","Gasoline and other energy goods","Energy","0.975357761663351",1983,"NOV",0.83,1983.83
"300","Gasoline and other energy goods","Energy","0.973095232966417",1983,"DEC",0.92,1983.92
"301","Gasoline and other energy goods","Energy","0.984532062391681",1984,"JAN",0,1984
"302","Gasoline and other energy goods","Energy","1.00982520779876",1984,"FEB",0.08,1984.08
"303","Gasoline and other energy goods","Energy","1.02071988311861",1984,"MAR",0.17,1984.17
"304","Gasoline and other energy goods","Energy","1.01348853584474",1984,"APR",0.25,1984.25
"305","Gasoline and other energy goods","Energy","0.996981214029753",1984,"MAY",0.33,1984.33
"306","Gasoline and other energy goods","Energy","0.985187594881804",1984,"JUN",0.42,1984.42
"307","Gasoline and other energy goods","Energy","0.969647625871165",1984,"JUL",0.5,1984.5
"308","Gasoline and other energy goods","Energy","0.962728183679693",1984,"AUG",0.58,1984.58
"309","Gasoline and other energy goods","Energy","0.977436326413807",1984,"SEP",0.67,1984.67
"310","Gasoline and other energy goods","Energy","1.00479165267235",1984,"OCT",0.75,1984.75
"311","Gasoline and other energy goods","Energy","1.01025002828374",1984,"NOV",0.83,1984.83
"312","Gasoline and other energy goods","Energy","0.994347101481915",1984,"DEC",0.92,1984.92
"313","Gasoline and other energy goods","Energy","0.986384401114206",1985,"JAN",0,1985
"314","Gasoline and other energy goods","Energy","0.992183300483784",1985,"FEB",0.08,1985.08
"315","Gasoline and other energy goods","Energy","1.01904826617744",1985,"MAR",0.17,1985.17
"316","Gasoline and other energy goods","Energy","1.03368425808784",1985,"APR",0.25,1985.25
"317","Gasoline and other energy goods","Energy","1.02912029616921",1985,"MAY",0.33,1985.33
"318","Gasoline and other energy goods","Energy","1.01549164295875",1985,"JUN",0.42,1985.42
"319","Gasoline and other energy goods","Energy","0.999278767347831",1985,"JUL",0.5,1985.5
"320","Gasoline and other energy goods","Energy","0.991423369672509",1985,"AUG",0.58,1985.58
