"","Item","aggregate","Inflation","year","m","mnum","timep"
"6597","Health care","Other","1.0066120906801",1971,"MAR",0.17,1971.17
"6598","Transportation services","Other","1.01544641846781",1971,"MAR",0.17,1971.17
"6599","Health care","Other","1.01100628930818",1971,"APR",0.25,1971.25
"6600","Transportation services","Other","1.01911690069362",1971,"APR",0.25,1971.25
"6601","Health care","Other","1.01254705144291",1971,"MAY",0.33,1971.33
"6602","Transportation services","Other","1.02471151139882",1971,"MAY",0.33,1971.33
"6603","Health care","Other","1.01407569596497",1971,"JUN",0.42,1971.42
"6604","Transportation services","Other","1.02161921212459",1971,"JUN",0.42,1971.42
"6605","Health care","Other","1.01213063763608",1971,"JUL",0.5,1971.5
"6606","Transportation services","Other","1.02390438247012",1971,"JUL",0.5,1971.5
"6607","Health care","Other","1.01218504750103",1971,"AUG",0.58,1971.58
"6608","Transportation services","Other","1.02417051197539",1971,"AUG",0.58,1971.58
"6609","Health care","Other","1.01038453629447",1971,"SEP",0.67,1971.67
"6610","Transportation services","Other","1.01734387782929",1971,"SEP",0.67,1971.67
"6611","Health care","Other","1.00973161237451",1971,"OCT",0.75,1971.75
"6612","Transportation services","Other","1.00940337224384",1971,"OCT",0.75,1971.75
"6613","Health care","Other","1.00989593960416",1971,"NOV",0.83,1971.83
"6614","Transportation services","Other","1.00252091825788",1971,"NOV",0.83,1971.83
"6615","Health care","Other","1.01200773379465",1971,"DEC",0.92,1971.92
"6616","Transportation services","Other","1.0048785718115",1971,"DEC",0.92,1971.92
"6617","Health care","Other","1.01186973724257",1972,"JAN",0,1972
"6618","Transportation services","Other","1.00845914980191",1972,"JAN",0,1972
"6619","Health care","Other","1.01151631477927",1972,"FEB",0.08,1972.08
"6620","Transportation services","Other","1.01005831683698",1972,"FEB",0.08,1972.08
"6621","Health care","Other","1.00925087983912",1972,"MAR",0.17,1972.17
"6622","Transportation services","Other","1.00848271446863",1972,"MAR",0.17,1972.17
"6623","Health care","Other","1.00882293964307",1972,"APR",0.25,1972.25
"6624","Transportation services","Other","1.00414100658314",1972,"APR",0.25,1972.25
"6625","Health care","Other","1.0061919504644",1972,"MAY",0.33,1972.33
"6626","Transportation services","Other","1.00312516552784",1972,"MAY",0.33,1972.33
"6627","Health care","Other","1.0072730895686",1972,"JUN",0.42,1972.42
"6628","Transportation services","Other","1.00296249272602",1972,"JUN",0.42,1972.42
"6629","Health care","Other","1.01172729079706",1972,"JUL",0.5,1972.5
"6630","Transportation services","Other","1.00602728137887",1972,"JUL",0.5,1972.5
"6631","Health care","Other","1.01409429280397",1972,"AUG",0.58,1972.58
"6632","Transportation services","Other","1.00596683915936",1972,"AUG",0.58,1972.58
"6633","Health care","Other","1.01295746785361",1972,"SEP",0.67,1972.67
"6634","Transportation services","Other","1.00748984651089",1972,"SEP",0.67,1972.67
"6635","Health care","Other","1.00874263261297",1972,"OCT",0.75,1972.75
"6636","Transportation services","Other","1.0084612150515",1972,"OCT",0.75,1972.75
"6637","Health care","Other","1.00841734364295",1972,"NOV",0.83,1972.83
"6638","Transportation services","Other","1.01002572043462",1972,"NOV",0.83,1972.83
"6639","Health care","Other","1.00810467727761",1972,"DEC",0.92,1972.92
"6640","Transportation services","Other","1.01073242238626",1972,"DEC",0.92,1972.92
"6641","Health care","Other","1.00788781770377",1973,"JAN",0,1973
"6642","Transportation services","Other","1.01047475115952",1973,"JAN",0,1973
"6643","Health care","Other","1.01009414733573",1973,"FEB",0.08,1973.08
"6644","Transportation services","Other","1.01268059453279",1973,"FEB",0.08,1973.08
"6645","Health care","Other","1.01249515691592",1973,"MAR",0.17,1973.17
"6646","Transportation services","Other","1.01191339479954",1973,"MAR",0.17,1973.17
"6647","Health care","Other","1.01497584541063",1973,"APR",0.25,1973.25
"6648","Transportation services","Other","1.01284167096441",1973,"APR",0.25,1973.25
"6649","Health care","Other","1.01277985970981",1973,"MAY",0.33,1973.33
"6650","Transportation services","Other","1.01180334599199",1973,"MAY",0.33,1973.33
"6651","Health care","Other","1.01253228738161",1973,"JUN",0.42,1973.42
"6652","Transportation services","Other","1.01591932841933",1973,"JUN",0.42,1973.42
"6653","Health care","Other","1.01009043312708",1973,"JUL",0.5,1973.5
"6654","Transportation services","Other","1.0128316105708",1973,"JUL",0.5,1973.5
"6655","Health care","Other","1.01603415559772",1973,"AUG",0.58,1973.58
"6656","Transportation services","Other","1.01389734226009",1973,"AUG",0.58,1973.58
"6657","Health care","Other","1.01606198034769",1973,"SEP",0.67,1973.67
"6658","Transportation services","Other","1.01048017332594",1973,"SEP",0.67,1973.67
"6659","Health care","Other","1.0208274432193",1973,"OCT",0.75,1973.75
"6660","Transportation services","Other","1.01407671811372",1973,"OCT",0.75,1973.75
"6661","Health care","Other","1.01596787748623",1973,"NOV",0.83,1973.83
"6662","Transportation services","Other","1.01285642821411",1973,"NOV",0.83,1973.83
"6663","Health care","Other","1.01645899200298",1973,"DEC",0.92,1973.92
"6664","Transportation services","Other","1.02084268262279",1973,"DEC",0.92,1973.92
"6665","Health care","Other","1.01689438700148",1974,"JAN",0,1974
"6666","Transportation services","Other","1.01725249120024",1974,"JAN",0,1974
"6667","Health care","Other","1.02068014705882",1974,"FEB",0.08,1974.08
"6668","Transportation services","Other","1.0193608929718",1974,"FEB",0.08,1974.08
"6669","Health care","Other","1.026895983899",1974,"MAR",0.17,1974.17
"6670","Transportation services","Other","1.01455575636204",1974,"MAR",0.17,1974.17
"6671","Health care","Other","1.02514752610077",1974,"APR",0.25,1974.25
"6672","Transportation services","Other","1.02271065841415",1974,"APR",0.25,1974.25
"6673","Health care","Other","1.02971634398919",1974,"MAY",0.33,1974.33
"6674","Transportation services","Other","1.02597025049663",1974,"MAY",0.33,1974.33
"6675","Health care","Other","1.03037861915368",1974,"JUN",0.42,1974.42
"6676","Transportation services","Other","1.03216022338838",1974,"JUN",0.42,1974.42
"6677","Health care","Other","1.03382925965285",1974,"JUL",0.5,1974.5
"6678","Transportation services","Other","1.03087919942816",1974,"JUL",0.5,1974.5
"6679","Health care","Other","1.03463052033231",1974,"AUG",0.58,1974.58
"6680","Transportation services","Other","1.0304132231405",1974,"AUG",0.58,1974.58
"6681","Health care","Other","1.03397890368321",1974,"SEP",0.67,1974.67
"6682","Transportation services","Other","1.03260413265544",1974,"SEP",0.67,1974.67
"6683","Health care","Other","1.03443549768717",1974,"OCT",0.75,1974.75
"6684","Transportation services","Other","1.03161836083761",1974,"OCT",0.75,1974.75
"6685","Health care","Other","1.02992139295072",1974,"NOV",0.83,1974.83
"6686","Transportation services","Other","1.03529034327879",1974,"NOV",0.83,1974.83
"6687","Health care","Other","1.02918304206037",1974,"DEC",0.92,1974.92
"6688","Transportation services","Other","1.0325232631674",1974,"DEC",0.92,1974.92
"6689","Health care","Other","1.02666445842994",1975,"JAN",0,1975
"6690","Transportation services","Other","1.03481650759511",1975,"JAN",0,1975
"6691","Health care","Other","1.02585145670907",1975,"FEB",0.08,1975.08
"6692","Transportation services","Other","1.02780114214883",1975,"FEB",0.08,1975.08
"6693","Health care","Other","1.02136821579461",1975,"MAR",0.17,1975.17
"6694","Transportation services","Other","1.0223991600315",1975,"MAR",0.17,1975.17
"6695","Health care","Other","1.02193902242297",1975,"APR",0.25,1975.25
"6696","Transportation services","Other","1.01961548454144",1975,"APR",0.25,1975.25
"6697","Health care","Other","1.01912",1975,"MAY",0.33,1975.33
"6698","Transportation services","Other","1.02114829650687",1975,"MAY",0.33,1975.33
"6699","Health care","Other","1.02442128708933",1975,"JUN",0.42,1975.42
"6700","Transportation services","Other","1.02383397518186",1975,"JUN",0.42,1975.42
"6701","Health care","Other","1.02438831886346",1975,"JUL",0.5,1975.5
"6702","Transportation services","Other","1.02161634178452",1975,"JUL",0.5,1975.5
"6703","Health care","Other","1.02566920480414",1975,"AUG",0.58,1975.58
"6704","Transportation services","Other","1.01792643833305",1975,"AUG",0.58,1975.58
"6705","Health care","Other","1.02578040068334",1975,"SEP",0.67,1975.67
"6706","Transportation services","Other","1.01955949345927",1975,"SEP",0.67,1975.67
"6707","Health care","Other","1.02611911549426",1975,"OCT",0.75,1975.75
"6708","Transportation services","Other","1.01837379447955",1975,"OCT",0.75,1975.75
"6709","Health care","Other","1.03046073779274",1975,"NOV",0.83,1975.83
"6710","Transportation services","Other","1.02274893299631",1975,"NOV",0.83,1975.83
"6711","Health care","Other","1.02876608629826",1975,"DEC",0.92,1975.92
"6712","Transportation services","Other","1.01955318712851",1975,"DEC",0.92,1975.92
"6713","Health care","Other","1.02680582670071",1976,"JAN",0,1976
"6714","Transportation services","Other","1.02249163196996",1976,"JAN",0,1976
"6715","Health care","Other","1.02205882352941",1976,"FEB",0.08,1976.08
"6716","Transportation services","Other","1.01717851065554",1976,"FEB",0.08,1976.08
"6717","Health care","Other","1.02038263428992",1976,"MAR",0.17,1976.17
"6718","Transportation services","Other","1.01564007719524",1976,"MAR",0.17,1976.17
"6719","Health care","Other","1.02010968921389",1976,"APR",0.25,1976.25
"6720","Transportation services","Other","1.01321410036329",1976,"APR",0.25,1976.25
"6721","Health care","Other","1.02056536588911",1976,"MAY",0.33,1976.33
"6722","Transportation services","Other","1.01724687325739",1976,"MAY",0.33,1976.33
"6723","Health care","Other","1.0214177543809",1976,"JUN",0.42,1976.42
"6724","Transportation services","Other","1.01690352717628",1976,"JUN",0.42,1976.42
"6725","Health care","Other","1.0205017921147",1976,"JUL",0.5,1976.5
"6726","Transportation services","Other","1.0161938534279",1976,"JUL",0.5,1976.5
"6727","Health care","Other","1.02157504984335",1976,"AUG",0.58,1976.58
"6728","Transportation services","Other","1.01652374799327",1976,"AUG",0.58,1976.58
"6729","Health care","Other","1.01969782547303",1976,"SEP",0.67,1976.67
"6730","Transportation services","Other","1.01740112114606",1976,"SEP",0.67,1976.67
"6731","Health care","Other","1.01952795729137",1976,"OCT",0.75,1976.75
"6732","Transportation services","Other","1.01775813268194",1976,"OCT",0.75,1976.75
"6733","Health care","Other","1.02125879974908",1976,"NOV",0.83,1976.83
"6734","Transportation services","Other","1.01378991564269",1976,"NOV",0.83,1976.83
"6735","Health care","Other","1.01793256248702",1976,"DEC",0.92,1976.92
"6736","Transportation services","Other","1.01270327147503",1976,"DEC",0.92,1976.92
"6737","Health care","Other","1.02039410224611",1977,"JAN",0,1977
"6738","Transportation services","Other","1.01375290487257",1977,"JAN",0,1977
"6739","Health care","Other","1.01754026754027",1977,"FEB",0.08,1977.08
"6740","Transportation services","Other","1.01812378889775",1977,"FEB",0.08,1977.08
"6741","Health care","Other","1.02401033872942",1977,"MAR",0.17,1977.17
"6742","Transportation services","Other","1.0231609173688",1977,"MAR",0.17,1977.17
"6743","Health care","Other","1.02491559756921",1977,"APR",0.25,1977.25
"6744","Transportation services","Other","1.02149567831642",1977,"APR",0.25,1977.25
"6745","Health care","Other","1.02441478301697",1977,"MAY",0.33,1977.33
"6746","Transportation services","Other","1.01996566651739",1977,"MAY",0.33,1977.33
"6747","Health care","Other","1.02092328130189",1977,"JUN",0.42,1977.42
"6748","Transportation services","Other","1.01543574593796",1977,"JUN",0.42,1977.42
"6749","Health care","Other","1.01785361354503",1977,"JUL",0.5,1977.5
"6750","Transportation services","Other","1.01644470605548",1977,"JUL",0.5,1977.5
"6751","Health care","Other","1.01643423034112",1977,"AUG",0.58,1977.58
"6752","Transportation services","Other","1.01591599282866",1977,"AUG",0.58,1977.58
"6753","Health care","Other","1.01685100845804",1977,"SEP",0.67,1977.67
"6754","Transportation services","Other","1.01581933231508",1977,"SEP",0.67,1977.67
"6755","Health care","Other","1.01572815533981",1977,"OCT",0.75,1977.75
"6756","Transportation services","Other","1.01527380650765",1977,"OCT",0.75,1977.75
"6757","Health care","Other","1.01700592630765",1977,"NOV",0.83,1977.83
"6758","Transportation services","Other","1.01177699344522",1977,"NOV",0.83,1977.83
"6759","Health care","Other","1.01593192142811",1977,"DEC",0.92,1977.92
"6760","Transportation services","Other","1.01725557584219",1977,"DEC",0.92,1977.92
"6761","Health care","Other","1.02109220671637",1978,"JAN",0,1978
"6762","Transportation services","Other","1.01775337777619",1978,"JAN",0,1978
"6763","Health care","Other","1.02381555611857",1978,"FEB",0.08,1978.08
"6764","Transportation services","Other","1.02691061830349",1978,"FEB",0.08,1978.08
"6765","Health care","Other","1.02449930721753",1978,"MAR",0.17,1978.17
"6766","Transportation services","Other","1.01256378673236",1978,"MAR",0.17,1978.17
"6767","Health care","Other","1.02115576635047",1978,"APR",0.25,1978.25
"6768","Transportation services","Other","1.01271498126029",1978,"APR",0.25,1978.25
"6769","Health care","Other","1.01825043306112",1978,"MAY",0.33,1978.33
"6770","Transportation services","Other","1.00818052618808",1978,"MAY",0.33,1978.33
"6771","Health care","Other","1.01524558922973",1978,"JUN",0.42,1978.42
"6772","Transportation services","Other","1.01407618518004",1978,"JUN",0.42,1978.42
"6773","Health care","Other","1.01937297561572",1978,"JUL",0.5,1978.5
"6774","Transportation services","Other","1.01629081350304",1978,"JUL",0.5,1978.5
"6775","Health care","Other","1.02412054195273",1978,"AUG",0.58,1978.58
"6776","Transportation services","Other","1.01485301701908",1978,"AUG",0.58,1978.58
"6777","Health care","Other","1.0262791401756",1978,"SEP",0.67,1978.67
"6778","Transportation services","Other","1.02176371799705",1978,"SEP",0.67,1978.67
"6779","Health care","Other","1.02691846522782",1978,"OCT",0.75,1978.75
"6780","Transportation services","Other","1.02926862471497",1978,"OCT",0.75,1978.75
"6781","Health care","Other","1.02853583293783",1978,"NOV",0.83,1978.83
"6782","Transportation services","Other","1.01389030050479",1978,"NOV",0.83,1978.83
"6783","Health care","Other","1.0259012331111",1978,"DEC",0.92,1978.92
"6784","Transportation services","Other","1.007044143298",1978,"DEC",0.92,1978.92
"6785","Health care","Other","1.02883997898301",1979,"JAN",0,1979
"6786","Transportation services","Other","1.00003306550276",1979,"JAN",0,1979
"6787","Health care","Other","1.02359116340774",1979,"FEB",0.08,1979.08
"6788","Transportation services","Other","1.0204831757276",1979,"FEB",0.08,1979.08
"6789","Health care","Other","1.02657004830918",1979,"MAR",0.17,1979.17
"6790","Transportation services","Other","1.02338285257478",1979,"MAR",0.17,1979.17
"6791","Health care","Other","1.01776088066731",1979,"APR",0.25,1979.25
"6792","Transportation services","Other","1.02711281576511",1979,"APR",0.25,1979.25
"6793","Health care","Other","1.01645441226192",1979,"MAY",0.33,1979.33
"6794","Transportation services","Other","1.02563850687623",1979,"MAY",0.33,1979.33
"6795","Health care","Other","1.01635854341737",1979,"JUN",0.42,1979.42
"6796","Transportation services","Other","1.02506184090613",1979,"JUN",0.42,1979.42
"6797","Health care","Other","1.0203501338091",1979,"JUL",0.5,1979.5
"6798","Transportation services","Other","1.02578547514808",1979,"JUL",0.5,1979.5
"6799","Health care","Other","1.02389400155228",1979,"AUG",0.58,1979.58
"6800","Transportation services","Other","1.02962679181432",1979,"AUG",0.58,1979.58
"6801","Health care","Other","1.02563113217947",1979,"SEP",0.67,1979.67
"6802","Transportation services","Other","1.03864228106941",1979,"SEP",0.67,1979.67
"6803","Health care","Other","1.02677449319709",1979,"OCT",0.75,1979.75
"6804","Transportation services","Other","1.04016946493017",1979,"OCT",0.75,1979.75
"6805","Health care","Other","1.02723482592452",1979,"NOV",0.83,1979.83
"6806","Transportation services","Other","1.0486186474838",1979,"NOV",0.83,1979.83
"6807","Health care","Other","1.02993497070995",1979,"DEC",0.92,1979.92
"6808","Transportation services","Other","1.05138944086087",1979,"DEC",0.92,1979.92
"6809","Health care","Other","1.03193017934117",1980,"JAN",0,1980
"6810","Transportation services","Other","1.04938904812189",1980,"JAN",0,1980
"6811","Health care","Other","1.03831962892684",1980,"FEB",0.08,1980.08
"6812","Transportation services","Other","1.04216564653006",1980,"FEB",0.08,1980.08
"6813","Health care","Other","1.03668336464204",1980,"MAR",0.17,1980.17
"6814","Transportation services","Other","1.03308909048616",1980,"MAR",0.17,1980.17
"6815","Health care","Other","1.03429426022382",1980,"APR",0.25,1980.25
"6816","Transportation services","Other","1.03501811281697",1980,"APR",0.25,1980.25
"6817","Health care","Other","1.02446824711914",1980,"MAY",0.33,1980.33
"6818","Transportation services","Other","1.03441622925238",1980,"MAY",0.33,1980.33
"6819","Health care","Other","1.02446267680072",1980,"JUN",0.42,1980.42
"6820","Transportation services","Other","1.03411201801295",1980,"JUN",0.42,1980.42
"6821","Health care","Other","1.0255285201436",1980,"JUL",0.5,1980.5
"6822","Transportation services","Other","1.03525",1980,"JUL",0.5,1980.5
"6823","Health care","Other","1.03017689906348",1980,"AUG",0.58,1980.58
"6824","Transportation services","Other","1.03379230895825",1980,"AUG",0.58,1980.58
"6825","Health care","Other","1.0324276519432",1980,"SEP",0.67,1980.67
"6826","Transportation services","Other","1.04341081051658",1980,"SEP",0.67,1980.67
"6827","Health care","Other","1.03388759237651",1980,"OCT",0.75,1980.75
"6828","Transportation services","Other","1.03828919477314",1980,"OCT",0.75,1980.75
"6829","Health care","Other","1.03232323232323",1980,"NOV",0.83,1980.83
"6830","Transportation services","Other","1.0350756168745",1980,"NOV",0.83,1980.83
"6831","Health care","Other","1.02717365440442",1980,"DEC",0.92,1980.92
"6832","Transportation services","Other","1.02929285024911",1980,"DEC",0.92,1980.92
"6833","Health care","Other","1.03061368445803",1981,"JAN",0,1981
"6834","Transportation services","Other","1.0321997105644",1981,"JAN",0,1981
"6835","Health care","Other","1.02940080141646",1981,"FEB",0.08,1981.08
"6836","Transportation services","Other","1.03650158925459",1981,"FEB",0.08,1981.08
"6837","Health care","Other","1.03257042253521",1981,"MAR",0.17,1981.17
"6838","Transportation services","Other","1.04014191586417",1981,"MAR",0.17,1981.17
"6839","Health care","Other","1.02345318488775",1981,"APR",0.25,1981.25
"6840","Transportation services","Other","1.02931751039007",1981,"APR",0.25,1981.25
"6841","Health care","Other","1.0208210745485",1981,"MAY",0.33,1981.33
"6842","Transportation services","Other","1.01261252349392",1981,"MAY",0.33,1981.33
"6843","Health care","Other","1.02014627361242",1981,"JUN",0.42,1981.42
"6844","Transportation services","Other","1.00745541370237",1981,"JUN",0.42,1981.42
"6845","Health care","Other","1.02728488631297",1981,"JUL",0.5,1981.5
"6846","Transportation services","Other","1.01926397976309",1981,"JUL",0.5,1981.5
"6847","Health care","Other","1.03547199929056",1981,"AUG",0.58,1981.58
"6848","Transportation services","Other","1.02781712499389",1981,"AUG",0.58,1981.58
"6849","Health care","Other","1.03703377902885",1981,"SEP",0.67,1981.67
"6850","Transportation services","Other","1.02626360338573",1981,"SEP",0.67,1981.67
"6851","Health care","Other","1.03489280444406",1981,"OCT",0.75,1981.75
"6852","Transportation services","Other","1.01765899057392",1981,"OCT",0.75,1981.75
"6853","Health care","Other","1.03468505117116",1981,"NOV",0.83,1981.83
"6854","Transportation services","Other","1.01584887727219",1981,"NOV",0.83,1981.83
"6855","Health care","Other","1.03083382814488",1981,"DEC",0.92,1981.92
"6856","Transportation services","Other","1.00669243095485",1981,"DEC",0.92,1981.92
"6857","Health care","Other","1.03073890799295",1982,"JAN",0,1982
"6858","Transportation services","Other","1.00560440848869",1982,"JAN",0,1982
"6859","Health care","Other","1.02470719695402",1982,"FEB",0.08,1982.08
"6860","Transportation services","Other","1.00498222305389",1982,"FEB",0.08,1982.08
"6861","Health care","Other","1.0255914420901",1982,"MAR",0.17,1982.17
"6862","Transportation services","Other","1.01114232209738",1982,"MAR",0.17,1982.17
"6863","Health care","Other","1.02160380812889",1982,"APR",0.25,1982.25
"6864","Transportation services","Other","1.01522712433542",1982,"APR",0.25,1982.25
"6865","Health care","Other","1.01906300484653",1982,"MAY",0.33,1982.33
"6866","Transportation services","Other","1.0161294076574",1982,"MAY",0.33,1982.33
"6867","Health care","Other","1.01853411962932",1982,"JUN",0.42,1982.42
"6868","Transportation services","Other","1.02002500231503",1982,"JUN",0.42,1982.42
"6869","Health care","Other","1.02365591397849",1982,"JUL",0.5,1982.5
"6870","Transportation services","Other","1.01653765762455",1982,"JUL",0.5,1982.5
"6871","Health care","Other","1.02964489537096",1982,"AUG",0.58,1982.58
"6872","Transportation services","Other","1.01926336524806",1982,"AUG",0.58,1982.58
"6873","Health care","Other","1.0290283193509",1982,"SEP",0.67,1982.67
"6874","Transportation services","Other","1.01329974353737",1982,"SEP",0.67,1982.67
"6875","Health care","Other","1.02419856831622",1982,"OCT",0.75,1982.75
"6876","Transportation services","Other","1.00616851571503",1982,"OCT",0.75,1982.75
"6877","Health care","Other","1.02324865280985",1982,"NOV",0.83,1982.83
"6878","Transportation services","Other","0.997303310186746",1982,"NOV",0.83,1982.83
"6879","Health care","Other","1.02143458623593",1982,"DEC",0.92,1982.92
"6880","Transportation services","Other","0.994938069747128",1982,"DEC",0.92,1982.92
"6881","Health care","Other","1.02248727493732",1983,"JAN",0,1983
"6882","Transportation services","Other","0.997372557826185",1983,"JAN",0,1983
"6883","Health care","Other","1.02550406259404",1983,"FEB",0.08,1983.08
"6884","Transportation services","Other","0.994118839991888",1983,"FEB",0.08,1983.08
"6885","Health care","Other","1.02645581953084",1983,"MAR",0.17,1983.17
"6886","Transportation services","Other","0.997838859998649",1983,"MAR",0.17,1983.17
"6887","Health care","Other","1.02184411917676",1983,"APR",0.25,1983.25
"6888","Transportation services","Other","1.01258640488145",1983,"APR",0.25,1983.25
"6889","Health care","Other","1.01265497762453",1983,"MAY",0.33,1983.33
"6890","Transportation services","Other","1.0317330794687",1983,"MAY",0.33,1983.33
"6891","Health care","Other","1.01295998831776",1983,"JUN",0.42,1983.42
"6892","Transportation services","Other","1.02395939086294",1983,"JUN",0.42,1983.42
"6893","Health care","Other","1.01730531520396",1983,"JUL",0.5,1983.5
"6894","Transportation services","Other","1.02030152094637",1983,"JUL",0.5,1983.5
"6895","Health care","Other","1.02405187090231",1983,"AUG",0.58,1983.58
"6896","Transportation services","Other","1.01544443956237",1983,"AUG",0.58,1983.58
"6897","Health care","Other","1.0241467546041",1983,"SEP",0.67,1983.67
"6898","Transportation services","Other","1.02108533280455",1983,"SEP",0.67,1983.67
"6899","Health care","Other","1.0228003716675",1983,"OCT",0.75,1983.75
"6900","Transportation services","Other","1.0098289201264",1983,"OCT",0.75,1983.75
"6901","Health care","Other","1.01963142442786",1983,"NOV",0.83,1983.83
"6902","Transportation services","Other","1.01079595854698",1983,"NOV",0.83,1983.83
"6903","Health care","Other","1.01967132350354",1983,"DEC",0.92,1983.92
"6904","Transportation services","Other","1.00977472812015",1983,"DEC",0.92,1983.92
"6905","Health care","Other","1.01939203354298",1984,"JAN",0,1984
"6906","Transportation services","Other","1.0178263121547",1984,"JAN",0,1984
"6907","Health care","Other","1.01883716089641",1984,"FEB",0.08,1984.08
"6908","Transportation services","Other","1.01515410958904",1984,"FEB",0.08,1984.08
"6909","Health care","Other","1.01908475980121",1984,"MAR",0.17,1984.17
"6910","Transportation services","Other","1.01395388593286",1984,"MAR",0.17,1984.17
"6911","Health care","Other","1.01727506426735",1984,"APR",0.25,1984.25
"6912","Transportation services","Other","1.00443153386201",1984,"APR",0.25,1984.25
"6913","Health care","Other","1.0159351697368",1984,"MAY",0.33,1984.33
"6914","Transportation services","Other","1.00474403306064",1984,"MAY",0.33,1984.33
"6915","Health care","Other","1.01622134173186",1984,"JUN",0.42,1984.42
"6916","Transportation services","Other","0.998756585879873",1984,"JUN",0.42,1984.42
"6917","Health care","Other","1.01607197007985",1984,"JUL",0.5,1984.5
"6918","Transportation services","Other","0.998712292330751",1984,"JUL",0.5,1984.5
"6919","Health care","Other","1.01427757482321",1984,"AUG",0.58,1984.58
"6920","Transportation services","Other","0.994501920130947",1984,"AUG",0.58,1984.58
"6921","Health care","Other","1.01266328978939",1984,"SEP",0.67,1984.67
"6922","Transportation services","Other","0.982275115528265",1984,"SEP",0.67,1984.67
"6923","Health care","Other","1.01382809391166",1984,"OCT",0.75,1984.75
"6924","Transportation services","Other","1.00293806806172",1984,"OCT",0.75,1984.75
"6925","Health care","Other","1.01632356342729",1984,"NOV",0.83,1984.83
"6926","Transportation services","Other","1.00552847587095",1984,"NOV",0.83,1984.83
"6927","Health care","Other","1.01698038699487",1984,"DEC",0.92,1984.92
"6928","Transportation services","Other","1.02728190586668",1984,"DEC",0.92,1984.92
"6929","Health care","Other","1.01579825336081",1985,"JAN",0,1985
"6930","Transportation services","Other","1.01371999409893",1985,"JAN",0,1985
"6931","Health care","Other","1.01414312189095",1985,"FEB",0.08,1985.08
"6932","Transportation services","Other","1.01038759364573",1985,"FEB",0.08,1985.08
"6933","Health care","Other","1.01559668651307",1985,"MAR",0.17,1985.17
"6934","Transportation services","Other","1.00717258108362",1985,"MAR",0.17,1985.17
"6935","Health care","Other","1.01523055126224",1985,"APR",0.25,1985.25
"6936","Transportation services","Other","0.995862785862786",1985,"APR",0.25,1985.25
"6937","Health care","Other","1.01602975121826",1985,"MAY",0.33,1985.33
"6938","Transportation services","Other","0.99912768962366",1985,"MAY",0.33,1985.33
"6939","Health care","Other","1.01481552284458",1985,"JUN",0.42,1985.42
"6940","Transportation services","Other","1.00639481770617",1985,"JUN",0.42,1985.42
"6941","Health care","Other","1.01398712296616",1985,"JUL",0.5,1985.5
"6942","Transportation services","Other","1.00273480720653",1985,"JUL",0.5,1985.5
"6943","Health care","Other","1.01249526694434",1985,"AUG",0.58,1985.58
"6944","Transportation services","Other","1.00673512659543",1985,"AUG",0.58,1985.58
"6945","Health care","Other","1.01202474019654",1985,"SEP",0.67,1985.67
"6946","Transportation services","Other","1.00457996369038",1985,"SEP",0.67,1985.67
"6947","Health care","Other","1.01210509852987",1985,"OCT",0.75,1985.75
"6948","Transportation services","Other","1.01909143904064",1985,"OCT",0.75,1985.75
"6949","Health care","Other","1.01302667663924",1985,"NOV",0.83,1985.83
"6950","Transportation services","Other","1.00276688003304",1985,"NOV",0.83,1985.83
"6951","Health care","Other","1.01284358131166",1985,"DEC",0.92,1985.92
"6952","Transportation services","Other","0.991723826344108",1985,"DEC",0.92,1985.92
"6953","Health care","Other","1.01449454522978",1986,"JAN",0,1986
"6954","Transportation services","Other","0.988375656295328",1986,"JAN",0,1986
"6955","Health care","Other","1.01528948501815",1986,"FEB",0.08,1986.08
"6956","Transportation services","Other","0.994110864014496",1986,"FEB",0.08,1986.08
"6957","Health care","Other","1.01767336437148",1986,"MAR",0.17,1986.17
"6958","Transportation services","Other","1.00739268186619",1986,"MAR",0.17,1986.17
"6959","Health care","Other","1.01709011149698",1986,"APR",0.25,1986.25
"6960","Transportation services","Other","1.00527077304671",1986,"APR",0.25,1986.25
"6961","Health care","Other","1.01533193952065",1986,"MAY",0.33,1986.33
"6962","Transportation services","Other","1.00677327146941",1986,"MAY",0.33,1986.33
"6963","Health care","Other","1.01348382242287",1986,"JUN",0.42,1986.42
"6964","Transportation services","Other","1.00341226771913",1986,"JUN",0.42,1986.42
"6965","Health care","Other","1.01293916793962",1986,"JUL",0.5,1986.5
"6966","Transportation services","Other","1.00108975017991",1986,"JUL",0.5,1986.5
"6967","Health care","Other","1.01411561073145",1986,"AUG",0.58,1986.58
"6968","Transportation services","Other","1.00096697870589",1986,"AUG",0.58,1986.58
"6969","Health care","Other","1.01449232322632",1986,"SEP",0.67,1986.67
"6970","Transportation services","Other","0.997726062195272",1986,"SEP",0.67,1986.67
"6971","Health care","Other","1.01658830834738",1986,"OCT",0.75,1986.75
"6972","Transportation services","Other","1.0087085113375",1986,"OCT",0.75,1986.75
"6973","Health care","Other","1.01677358601613",1986,"NOV",0.83,1986.83
"6974","Transportation services","Other","1.01790265559484",1986,"NOV",0.83,1986.83
"6975","Health care","Other","1.01671496736044",1986,"DEC",0.92,1986.92
"6976","Transportation services","Other","1.01882840892758",1986,"DEC",0.92,1986.92
"6977","Health care","Other","1.01591041303083",1987,"JAN",0,1987
"6978","Transportation services","Other","1.02294754846066",1987,"JAN",0,1987
