Motor_vehicles_and_parts,Furnishings_and_durable_household_equipment,Recreational_goods_and_vehicles,Other_durable_goods,Food_and_beverages_purchased_for_off-premises_consumption,Clothing_and_footwear,Gasoline_and_other_energy_goods,Other_nondurable_goods,Housing_and_utilities,Health_care,Transportation_services,Recreation_services,Food_services_and_accommodations,Financial_services_and_insurance,Other_services,row
0.0783787203086947,0.0476673941234146,0.0346435461935035,0.013353575608059,0.213274504222412,0.0812474301799664,0.0505234525729829,0.0881898978397698,0.145844798684253,0.050235632729228,0.0386959547079103,0.0301688964797419,0.0654394787614258,0.0582060284024417,0.159674384033906,1960_AUG
0.0713772647105981,0.0481257014590348,0.0345398428731762,0.0133461600128267,0.212156485489819,0.0812794612794613,0.0516498316498316,0.0887510020843354,0.14819544652878,0.0506365239698574,0.0391422158088825,0.0305900272566939,0.0655058521725189,0.0587429854096521,0.161398909732243,1960_SEP
0.0687288217777389,0.0479664283016332,0.0346439320058585,0.0135336709282152,0.214586147513172,0.0810323745382611,0.0510457545629726,0.0889963701081285,0.148112789364078,0.050368098872289,0.0391306445719614,0.030721715165996,0.0667176686747373,0.0586617936156677,0.161288723055302,1960_OCT
0.0690994837753932,0.0481321106066017,0.0345702316775221,0.0135420386714964,0.214612774858426,0.0826839191877966,0.050185577266466,0.0896127748584256,0.14782385441408,0.0500730310433897,0.0390568461170726,0.0307728299954462,0.0658544206928218,0.0585005347421806,0.160968143159741,1960_NOV
0.0707614155387011,0.0487678086464483,0.0350103689047678,0.0132576354276281,0.212402568351806,0.0848891941449644,0.0490891676801029,0.0896339657595101,0.147180716264244,0.0499928003440899,0.0388526455643235,0.0306107315247144,0.0659731192620084,0.0584993629996497,0.160436893090594,1960_DEC
0.0705269538523541,0.0479641403745464,0.034800699301924,0.0131384422371918,0.213301096656443,0.0808858991857822,0.0498302530915373,0.0899705898114029,0.148578790666961,0.0504693943621308,0.0390603228174192,0.0307668387660633,0.0656260146199843,0.0590812523736489,0.161344950188543,1961_JAN
0.0708470128256694,0.0484737652967922,0.0350100482510894,0.0135119055074715,0.210788857296742,0.083006626000476,0.0488401367786866,0.089635757856633,0.148889183470581,0.0506934499412924,0.0390324220785035,0.0307092135411085,0.0649103798990443,0.0593391906379619,0.161491828953344,1961_FEB
0.0712645371424676,0.0484721810609724,0.0351894457356079,0.0134391914024115,0.210123067804277,0.0831932117733306,0.049233360889707,0.0894698257709285,0.14882017415397,0.0505473435251477,0.039020142726995,0.030765709010472,0.0648749824523092,0.0592572373031265,0.161443621797149,1961_MAR
0.0721546066581573,0.0487561038855547,0.0353676928241182,0.0134621332591859,0.207405579177901,0.0830253403023591,0.0492840919386535,0.0900891331310941,0.149245244954405,0.0504977239121195,0.0391421333887819,0.0309036452466438,0.0646644776511092,0.0592329582107234,0.161694070438443,1961_APR
0.0728396750976664,0.048829333673333,0.0354083761528975,0.0134310210250366,0.209193050325125,0.0827194163616518,0.048689394811067,0.0894986768003135,0.148825743060962,0.0502442134704573,0.0391004441993499,0.0309124658805443,0.0649223028339174,0.0590074960008007,0.161378115036195,1961_MAY
0.0732799818728629,0.0486466444197256,0.0352984797923619,0.0136200716845878,0.208552712890866,0.0824094673093561,0.0486837226548017,0.0897756766777901,0.148817616281465,0.0501987805380464,0.0390979689366787,0.0310458122193384,0.0650352243233222,0.0589430643101389,0.161524121451819,1961_JUN
0.0744954653924913,0.0486130951832361,0.0351755507016191,0.0137016180812205,0.206028097533402,0.0833463898079624,0.047737543355176,0.0898316175589616,0.149077248589474,0.050225783141002,0.039141689545365,0.0312033529709539,0.0654083297236021,0.0589782293099252,0.161795364251748,1961_JUL
0.0760958989637528,0.0488199710317798,0.0353320661427503,0.0136777468080186,0.203437846127631,0.0836487785878601,0.0484882970824864,0.0903248578974915,0.148786082361527,0.0501370873910705,0.0390490570902942,0.0312592836023014,0.0649928796601712,0.0588853681637187,0.161668510426711,1961_AUG
0.0783268997263452,0.0487715737267197,0.0351832218778883,0.013646495949546,0.204171876982185,0.0826310734156111,0.0469925152684898,0.0907168790059021,0.148618586781203,0.0502455644357455,0.0389807112609266,0.0311093592369078,0.0649794305804745,0.0588388094504552,0.161405758229278,1961_SEP
0.0775103051208846,0.0485931730841685,0.0350990463751371,0.0136297189360259,0.202712681787356,0.0827458367869792,0.047773340366212,0.0911069248737849,0.149110075715079,0.0505070649731941,0.0390234066483031,0.0310149671938535,0.0651284756235401,0.0589826885132438,0.161570187850423,1961_OCT
0.0780044455762239,0.0476356614794184,0.0345877537898459,0.0136428438231243,0.204350912229835,0.0809006201839497,0.0481830595340499,0.0907989003916001,0.149569806842231,0.0507578577910205,0.0390774148285833,0.030935620686344,0.0653388754879964,0.0590801128303911,0.161731924446147,1961_NOV
0.077983196374727,0.0483535998522099,0.0346331433978293,0.0138940618752067,0.20263638557735,0.0826641558232598,0.0486336860234021,0.0909237182333118,0.148945519156492,0.0508446341702701,0.0389990472876612,0.0310672452907064,0.064774396548385,0.0588628457306779,0.16131265341698,1961_DEC
0.0783590663645495,0.0480314750362728,0.0346319110027129,0.0139720914223998,0.2005584089203,0.0833785816650793,0.0483014814748879,0.0908586501458332,0.149094942703579,0.0511210542053585,0.0391350266264591,0.0314442937815111,0.0651486964029802,0.0588325567763539,0.161545486853917,1962_JAN
0.0801388326232143,0.0483045585495978,0.0349704519378879,0.0138925264034512,0.200271906257081,0.0828342990321433,0.0476895324919149,0.0903676325616571,0.148663435463843,0.0512355506205246,0.0391277496204178,0.031682697343203,0.0652133610732646,0.0586482331052299,0.161368715260374,1962_FEB
0.0807217796546277,0.0476170779771384,0.0348301216680635,0.0135343943794299,0.200185540267852,0.0800245811310276,0.0475875333484996,0.0909620026531076,0.150033519475436,0.0517798614400687,0.039306146584909,0.0316304520645513,0.0650779535026634,0.0588942080162894,0.162193951842474,1962_MAR
0.0792516448473137,0.0481418246476942,0.0351496113996003,0.0138445342840208,0.199738737862074,0.0810797262350239,0.0470183384789589,0.090409674365938,0.150485263131338,0.0520579717552498,0.0392631221644589,0.0312837164621031,0.0655809249151488,0.0588401717239926,0.162224776195592,1962_APR
0.0778054891862971,0.0483839235112921,0.0351106292066718,0.0138394993936226,0.200618416841141,0.081016717222586,0.0472504529477576,0.0906835179872382,0.150647653573461,0.0523200202201926,0.0391435336765937,0.0309478954827468,0.0658616872267264,0.0587244225493865,0.162064770197054,1962_MAY
0.0782823055513567,0.0493800059500943,0.0354160990167582,0.0140058287817038,0.200223561795773,0.083645039325502,0.0472050442935419,0.0911230947422541,0.149260247197427,0.052130774557431,0.0387555520038991,0.0307258130859498,0.0655232472495255,0.0581097528164796,0.160632955991233,1962_JUN
0.0761771561168945,0.048122058900516,0.0354225359395005,0.0139224160496053,0.199363646410768,0.081516080434163,0.0484885148065636,0.0912707876475276,0.151302151835113,0.0527007110881887,0.0390846982792515,0.0311157365128177,0.0655810652815021,0.0584534871370961,0.161845730250106,1962_JUL
0.0830416749076295,0.0481816852840768,0.0353125259769482,0.0138763482931891,0.196435891041572,0.0812200638065509,0.0482304144559388,0.0907423172727716,0.150243860840951,0.0525458125876051,0.0387633396107972,0.031012534862856,0.0660853563105711,0.0579088879143055,0.160618158209289,1962_AUG
0.0861978717977304,0.0482446638693788,0.0352362618707369,0.0140443993432455,0.194292734652924,0.081130849220104,0.0488261652832254,0.0903636094134817,0.150130404964849,0.0524935937716427,0.0387248480579457,0.0310912167526461,0.0652877861899115,0.0577413589818953,0.160288098688856,1962_SEP
0.0846642318861461,0.0492858219374799,0.0344199086435972,0.0136721804682324,0.195940431606396,0.0802842494092356,0.0492403238327604,0.0910729874908648,0.150502240623677,0.0524856973232264,0.0387363438544541,0.0311182549454702,0.0650054171180932,0.057564423262549,0.160118533621362,1962_OCT
0.0832409736202916,0.0480748940635676,0.0357263370613072,0.0136419890385021,0.195279483976936,0.0792199200415191,0.0490472850046481,0.0915901015735053,0.15157187359995,0.0526406006327987,0.038912905582709,0.0312735057846013,0.0655864857620294,0.0577164243135122,0.160606491224401,1962_NOV
0.0817508807648365,0.0482258586707714,0.0360038857365007,0.0138051880924928,0.195039106652959,0.0811299749512943,0.0478964199094611,0.0919787341599596,0.150960079427138,0.0524876307946564,0.0389059077878608,0.0311868168116429,0.0658110725503673,0.057596771584287,0.161324830826044,1962_DEC
0.0833665777771066,0.0487903636837276,0.0359749452253218,0.0137783012991132,0.193519158238099,0.0804923491635613,0.0471678880067051,0.0917392486210373,0.150386275267351,0.0523979626294698,0.0389451842119724,0.0311102973039071,0.0664139040219276,0.05755987041169,0.162369900963019,1963_JAN
0.084148183330569,0.048256773872529,0.0361442831079145,0.0137456461754196,0.194327588546614,0.0790134346587054,0.0484292305604559,0.0911504274664134,0.150129358222383,0.0524020169579269,0.0390207601413328,0.0311047154496062,0.0650614058895372,0.0575785447545523,0.16356276041274,1963_FEB
0.0864747763027005,0.0485984283631855,0.0358465652791508,0.0137420482661171,0.193405157247457,0.080665069338561,0.0459315606342398,0.0927176359544035,0.149316279652807,0.0520456535485941,0.0387707337718229,0.0313453921055751,0.0646359376483533,0.0574268620445924,0.1631047149725,1963_MAR
0.0861305230139606,0.0487866468719216,0.0364299236730661,0.0136861237911562,0.194314098205986,0.0799883451500562,0.0458424097789741,0.0917486437362119,0.14962983775195,0.0519568380001552,0.0387515795456356,0.0317919691506194,0.0644651950106142,0.0575705907230889,0.163031707563987,1963_APR
0.0822240475838208,0.0487432937913354,0.0357051318649814,0.0137577421832266,0.194702440479808,0.0809524335733111,0.0470608711026636,0.0923647293481924,0.150157810900314,0.0519128131994107,0.0387500017905734,0.0322689449307642,0.0645122079242385,0.0578054365080096,0.163228331044469,1963_MAY
0.0831631696529584,0.0495889750558977,0.0357437238001036,0.0137313085471577,0.191346172494715,0.080007868627174,0.0471979098266409,0.0915420569810515,0.151227141037753,0.0521846061207206,0.0390242809949565,0.0320173239094517,0.0643703574407013,0.0584490307827714,0.164383771972356,1963_JUN
0.0812659726823934,0.0499587461030295,0.0361466122275197,0.0135999424106673,0.192904883464663,0.0780833827088029,0.0458804246105798,0.0920764830637525,0.151523958741591,0.0523494827522205,0.0391697189218079,0.0315031390083027,0.0653417428525547,0.0589777934466703,0.165332118994164,1963_JUL
0.0853292005419434,0.0489908402939231,0.0357354878299094,0.0135432993058167,0.193303560399986,0.0787674334981184,0.0456283470532207,0.0906363484146874,0.150715550252829,0.0522642261929633,0.0391072196669307,0.0309768482555345,0.0646339823174029,0.0592115489621206,0.165308338851075,1963_AUG
0.0870943083255223,0.0493654750209072,0.03627115196032,0.0136945890134754,0.189967766293449,0.0803027965649856,0.0478173910454709,0.0898024027778905,0.149402545738093,0.0523706764988644,0.0388677185097376,0.0309757379636321,0.0651061330648545,0.0586658571402367,0.164333902888704,1963_SEP
0.0880650780731276,0.0494576644438402,0.0359726742806923,0.013460798117642,0.191143333270516,0.079119879175876,0.0461866905012532,0.0902869572942719,0.149462433056211,0.0528623988358703,0.0389268583105422,0.0313753505665451,0.0649079685232697,0.0586290047494682,0.164292767672707,1963_OCT
0.0848438785445567,0.0511959960942711,0.0369390924456634,0.0139901929920978,0.189713313093263,0.0811959427373184,0.0458816436075702,0.0910776503732319,0.148970858013394,0.0531738592826968,0.0388563609095898,0.0317118649460433,0.0646339446261546,0.0582027520725718,0.163791887925104,1963_NOV
0.0815715306499212,0.0508578577860654,0.0373043290008793,0.0143945853620959,0.19095736344535,0.0813258212670103,0.0457603842097854,0.0906601214999695,0.148915491910184,0.0538209801280876,0.0388612631852968,0.0316413918041975,0.0657226113727584,0.0585651634565068,0.163962867335527,1963_DEC
0.0828103464977328,0.0511165345692458,0.0375339297370683,0.0137635707907031,0.190729066467394,0.0802415647118368,0.0461638749990063,0.0895347573885784,0.149051726600001,0.054512084565904,0.0389301684128023,0.0313753088971507,0.0650602984315253,0.0590540099288738,0.164492609286951,1964_JAN
0.0844444038123365,0.0507837498269508,0.0375280688052506,0.0142096285906086,0.190534402189955,0.0821990445069599,0.044877872943979,0.0908397524808079,0.147478189990512,0.0547426231682538,0.0386397560216058,0.0309184946036207,0.0644370087686991,0.0590943219241277,0.163659999518219,1964_FEB
0.0849818177873808,0.0514206776436682,0.0374947120732906,0.0142910088975396,0.189725194836162,0.0810730956336484,0.0458768858352102,0.0903723593123521,0.147052466216064,0.0551842607879224,0.0385462379575178,0.0307916680225453,0.0653566143215917,0.0592870295737051,0.162931772954594,1964_MAR
0.0869883817999694,0.0504876192043783,0.0376577532710836,0.0143893958254035,0.190600985525734,0.0808069377719712,0.0455342722231938,0.0906364767969385,0.14668472854226,0.0556223279149612,0.0385241270156965,0.0307751994693264,0.0641954797494008,0.0594003480163942,0.162157627346606,1964_APR
0.0865318953512545,0.0508759066278681,0.0377454328323976,0.0145009363271959,0.190359278836451,0.0808639247054977,0.0462006576006009,0.0907100502525401,0.146481283722517,0.0560712428091197,0.038519164783462,0.0308241647451403,0.0637009066917376,0.0595125326668951,0.161550493209913,1964_MAY
0.0834369444869139,0.05005650093912,0.0376500321296597,0.014346882454985,0.190609313302191,0.0800904015025919,0.0461744636254385,0.0905603714456297,0.147729468454615,0.0567649138610988,0.038760180442371,0.0312267218930486,0.0646314370712783,0.0600012261562668,0.162444174063701,1964_JUN
0.0846100780199906,0.0504604416782349,0.0373813301196487,0.0143166598019923,0.189348059331127,0.0806090745910433,0.0473560833727417,0.0896806146680295,0.147486046066203,0.0570420541817732,0.0386756602376025,0.0313736806689074,0.0636050218906839,0.0601286151833038,0.162334506260414,1964_JUL
0.0793345939747416,0.0504203403731802,0.038209680359055,0.0143095140455198,0.189629895427517,0.07969550953455,0.0452506663932745,0.0899348985031782,0.149406131577548,0.0579177393509975,0.0390419125297124,0.0318653695729767,0.0646709042444126,0.0608011717889717,0.163946225290289,1964_AUG
0.0734106724749849,0.0514868894783916,0.0390331185618163,0.0144622393161094,0.193902448293947,0.0821342697810649,0.0454415315582379,0.0896314257264691,0.148258820651285,0.0576106506853461,0.0388120902654085,0.0316823177644394,0.0649711287286252,0.0605319824883373,0.163340192565229,1964_SEP
0.0819440767438596,0.0502905486241668,0.0379446058603468,0.0144369489378387,0.189449767259493,0.0814541506228196,0.0447434827631275,0.0904345159701208,0.147523755319557,0.0574208680414759,0.0386584569831275,0.0315229245955014,0.0652955251490445,0.0602559791838649,0.163018378699208,1964_OCT
0.0905914146104396,0.0494881600707998,0.0379692209359272,0.0145678469102964,0.188212725668136,0.0798747160221597,0.0456441074752609,0.0898321718773561,0.145613657652897,0.0568502738538411,0.0382515736261277,0.0311839553813395,0.0646764939273858,0.0597574158810782,0.161790380428906,1964_NOV
0.0979703911965971,0.0486455612371763,0.0382399818691466,0.0142004958356209,0.185677391717526,0.0761971820583333,0.045848792293129,0.0894079762077685,0.145918162138376,0.0565506370463742,0.0383397476105689,0.0311065546901365,0.063993323206535,0.0598299471110495,0.162230436454432,1964_DEC
0.0937026174463771,0.0487538857195841,0.0389014549522219,0.0138031495678738,0.186990342431326,0.0778851925413705,0.0458966313190219,0.0902706949643027,0.145640380323813,0.0561069079640014,0.0383173657121158,0.0309607286346649,0.0650580478925614,0.059791326533471,0.16216120655174,1965_JAN
0.0870638494375173,0.0498431738588979,0.0386155093647533,0.0142301140310045,0.188042707401658,0.0789126720883588,0.0457976199470178,0.0910932012760554,0.146428731321695,0.0559788854941257,0.0385261610229745,0.030946840139874,0.0657207544226921,0.0600341877286851,0.162995080527012,1965_FEB
0.0805739087455607,0.0493084801270769,0.0388287087652439,0.0143329198758647,0.191120306318055,0.0769839830171936,0.0470924788327753,0.0907727078849444,0.147983341676931,0.0557198853794939,0.0389276925169283,0.0311128560941034,0.066114790828108,0.0605097819824423,0.164974001387634,1965_MAR
0.0814779761134721,0.050016581018244,0.0386684339638424,0.0145767725350561,0.191214238858645,0.0784028001345846,0.0473369916465556,0.0903217685773971,0.146824569151273,0.0547377558885028,0.0387420041076458,0.0308872005745576,0.0662708200705359,0.0601284022577439,0.164724963984809,1965_APR
0.0870137763912189,0.0492503449038356,0.0389190529525531,0.0143129082964394,0.190319618899288,0.0773425820438497,0.0463060438688836,0.0894250320868725,0.146456009605499,0.0539823240456325,0.0387431292966098,0.0307778936804217,0.066255185575088,0.0600295578447663,0.165147981504715,1965_MAY
0.0937191914847923,0.0497470469115149,0.0398434589395268,0.0142745409391755,0.185363456135501,0.079586295873592,0.0460419516967115,0.0890853282482792,0.144806519570816,0.053355392722502,0.0384463358493429,0.0305682826311322,0.0650990900305056,0.0595557561431934,0.164550421142147,1965_JUN
0.0876519054255682,0.0504128670090726,0.0399653129597925,0.0145301235689412,0.192355263617623,0.0787067770751081,0.0464996564294283,0.0905558855385905,0.143623142551377,0.0528452948948389,0.0382426397607558,0.0304488286896309,0.0651153581868791,0.0591949449187141,0.164250640878816,1965_JUL
0.0852041195968488,0.0510228074300493,0.0404118092270078,0.0148922251736107,0.189434132691426,0.0796409290588124,0.0462341084802108,0.0904335437070629,0.144321355679733,0.0528448996635693,0.0384454132379302,0.0306093604109216,0.0658335525534683,0.0594331437219277,0.165447300471093,1965_AUG
0.0836179341564548,0.0505389837100971,0.0406343348469741,0.0152249006769709,0.192388012705939,0.0793797056889639,0.0457233216954835,0.0896940202443022,0.144144914726082,0.0529921759212098,0.0383500252273463,0.0306079224500058,0.0664584510237912,0.0595141566400399,0.165096474448351,1965_SEP
0.0843993736114325,0.050933735355086,0.0407817540752453,0.0159422155014318,0.190272421828678,0.0802511410278213,0.0459398713959378,0.0905720996290798,0.143637383562901,0.0529584841383046,0.0381584029713111,0.0304665195514911,0.0660164455087398,0.0596529736518798,0.164235848846222,1965_OCT
0.0882911941266113,0.0499772675608092,0.0410450607461292,0.0156876562855194,0.191041145714935,0.0802727892702887,0.0448920209138441,0.0905342123209821,0.14266782012747,0.052860414403947,0.0379066791274111,0.0303185909255471,0.0659945442145943,0.0596142220875114,0.163133245771345,1965_NOV
0.0910633671641772,0.0503352686421508,0.0411578548403458,0.0155064557764696,0.19037232583345,0.0788679567726064,0.0447879330272218,0.0907294060505759,0.141853668233869,0.0531134753226056,0.0378301738613216,0.0303310395784728,0.0658439730345973,0.0594545723773684,0.162945228045471,1965_DEC
0.0869722652307017,0.049636801164027,0.0411517463515337,0.0151927919861212,0.191276512395769,0.0790866864402037,0.0453657171638032,0.0924282276568359,0.141993779833894,0.0535534952939396,0.0380286363928426,0.0305430468243161,0.0657473837371985,0.0594855564053617,0.163742535697038,1966_JAN
0.0798145142200553,0.0493826603062654,0.0413615776182912,0.0152929569769883,0.191130355864896,0.0792438858649642,0.0460549634382288,0.091753226669436,0.143912030086567,0.0544775115402885,0.0385583433524618,0.0310360326575512,0.0661520852287735,0.0600492590778154,0.166004637019077,1966_FEB
0.074666331652279,0.0507030815341266,0.0423778244404961,0.0156701484233386,0.189890342612035,0.0810809598162207,0.0462858270966816,0.092854322582961,0.14364863571373,0.0550253653750665,0.0384391619854388,0.0310920272558134,0.0663036845600245,0.0601044227881573,0.166037019089838,1966_MAR
0.0765938613035512,0.0511475002275245,0.0421152413276182,0.0153784342321105,0.190587812235711,0.080532562635821,0.0458955695991796,0.092379373186741,0.142726992343586,0.0552886921696314,0.0381448777151561,0.0309795218113957,0.067207397985798,0.0599435098059962,0.165300810776348,1966_APR
0.0808887002034581,0.0511900793974885,0.0429019717055242,0.0153033858161696,0.187931670040195,0.0798919293567634,0.0463626591205575,0.0914075450790995,0.142505785440303,0.0557936196691972,0.0380295363006488,0.0310256933474242,0.0657716698636094,0.0599809156295713,0.1651329333006,1966_MAY
0.0861007469761658,0.0502215560774336,0.0429874584688255,0.0150841128824947,0.186823840043919,0.0793048759765242,0.0462217826441204,0.0910449517020822,0.141469372912145,0.0560240192962522,0.0380310499639253,0.0310401605589678,0.0652315990815336,0.0596599789150974,0.164812721009429,1966_JUN
0.0824480400127606,0.0504300157777928,0.0429392316139734,0.0150096347102713,0.185363969456986,0.0796440285527858,0.0464299197580302,0.0914173608095339,0.142546742751821,0.0567649357811261,0.0385561981928725,0.0314114549475355,0.0646365761098466,0.0599248588780253,0.166474798893962,1966_JUL
0.0795387607999806,0.0500536809482621,0.043241718331259,0.0149567727100838,0.186551075140288,0.0792369916066469,0.0457374719098681,0.091494503679427,0.142776571988896,0.0572861604253006,0.0389228731389357,0.0316596452404905,0.0652755984230406,0.0599310881190192,0.167426623560922,1966_AUG
0.0785318163044589,0.0500507871466286,0.0436854587531605,0.0150282307230833,0.185465130129881,0.0780302817008171,0.0469862322434492,0.0908039529509607,0.142813983723247,0.0575390737768832,0.0390601606498959,0.0316879027768052,0.0664391171482963,0.0599560654885075,0.16798759170102,1966_SEP
0.0789935733939115,0.0500088404365883,0.0432003266888708,0.0148713393045811,0.185925162469975,0.0787704462048653,0.0457848367106676,0.0913691464450664,0.142587876894485,0.0576557781556726,0.0390817174181198,0.0317269054175505,0.066480083143228,0.0599025427715016,0.167749061132857,1966_OCT
0.0734478826878715,0.0506154944508145,0.043010754626725,0.0148843649265517,0.18662570581745,0.0788546827337041,0.0475931895376761,0.0928195919780196,0.143495562174034,0.0580745836808836,0.0393135612301395,0.0318800324674024,0.0648227073102135,0.0600952227566684,0.168642214353765,1966_NOV
0.0752035488605303,0.0497841318054412,0.0433682883730424,0.0151871395474405,0.186104842890547,0.0802337012521861,0.0454301983147868,0.0924242847954361,0.143639281852739,0.0580244417180573,0.0392312727598949,0.031575319551773,0.0649884805761649,0.059990595478165,0.168981197648806,1966_DEC
0.0806559438770528,0.0501352477841479,0.0428821009812316,0.0151707184294245,0.184217689389429,0.0794091628247223,0.045006039366462,0.0923576495806468,0.143135269207044,0.0577297432339878,0.0390158983092924,0.0310562684969381,0.0645978292305336,0.0597244353964212,0.169004046407034,1967_JAN
0.0796172684335943,0.0497847170324071,0.0430582448233953,0.015324580474217,0.182606240233712,0.0789031184183708,0.0471987736938652,0.0915271078198247,0.143975458150589,0.0578554299934829,0.0390952705371993,0.0308363874609034,0.064461750118894,0.0598914888290015,0.169900550560752,1967_FEB
