Daten,comp,targ,bench,bint,rank
2020,0.16104189763036,0.142651581,0.16411699,0.15438432230641,0.201401345355902
2020.08,0.16184532149297,0.137126038,0.13228545,0.152746437148367,0.159108510714424
2020.17,0.112947705600975,0.09514839,0.10480038,0.151332198684857,0.118622590196752
2020.25,0.121761063857603,0.036770874,0.12799326,0.152525583419754,0.126080892391389
2020.33,0.101756941198177,0.038509395,0.13208628,0.152736188898143,0.175252867768163
2020.42,0.123177272443563,0.060116116,0.16236812,0.154294334570462,0.138984558382813
2020.5,0.109669520407756,0.07544229,0.13331397,0.152799359427426,0.132611974169636
2020.58,0.116263634815925,0.097304,0.13736928,0.153008024545741,0.131367932608621
2020.67,0.0977606492776258,0.104872112,0.10074675,0.151123620010586,0.0941464431223906
2020.75,0.111382153398587,0.094852133,0.11252789,0.151729816077469,0.140827650318678
2020.83,0.0856356005148843,0.095706377,0.0947362,0.150814348431622,0.162542059037477
2020.92,0.105720569191017,0.109825324,0.14408621,0.1533536427582,0.200679481173634
2021,0.12109236677847,0.131838125,0.14739621,0.153523958108105,0.153492168145011
2021.08,0.192096432692003,0.152560494,0.18957589,0.155694304621123,0.142491677062984
2021.17,0.166713553147973,0.219547403,0.08754945,0.150444555730434,0.148491519718603
2021.25,0.0541887944951965,0.301188225,-0.07401169,0.142131461443371,0.145879588248493
2021.33,0.0609027859575853,0.336145767,-0.09998344,0.14079509054038,0.148121125535361
2021.42,0.0635779221811041,0.353995934,-0.02071462,0.14487385090741,0.152419373132917
2021.5,0.199962555273454,0.367911109,0.20590342,0.156534434223853,0.215735574273091
2021.58,0.208506731220933,0.376106227,0.27626074,0.160154655243247,0.348001022367933
2021.67,0.221723192785828,0.388328698,0.27551635,0.160116352813242,0.273244657195641
2021.75,0.174027568055455,0.436154872,0.18112488,0.155259459689038,0.202326744037152
2021.83,0.0877237083451551,0.484615132,0.10864573,0.151530060355781,0.168115420322082
2021.92,0.104091572074345,0.500915913,0.1609817,0.154222996622602,0.253151586047099
2022,0.136441320080969,0.511149802,0.24461932,0.158526552669592,0.225824391270823
2022.08,0.211830832650986,0.533361236,0.28383438,0.160544355287553,0.224758390913821
2022.17,0.280261529472523,0.562835445,0.31286196,0.162037963276859,0.29794500228657
2022.25,0.374722077884619,0.542008512,0.40943489,0.167007102963964,0.435486381838154
2022.33,0.448133168557272,0.549844619,0.50903012,0.172131754458326,0.539093071399517
2022.42,0.502580484619228,0.584885698,0.52916487,0.173167783760895,0.436889127815506
2022.5,0.452351777093534,0.546598631,0.46893354,0.170068593415214,0.35806304897643
2022.58,0.383522943819374,0.536931024,0.41102775,0.16708906323836,0.375586596723316
2022.67,0.334188890232504,0.538808291,0.32598186,0.162713044956382,0.349461720176548
2022.75,0.371223167355736,0.522747643,0.34292421,0.163584809992172,0.389328439522007
2022.83,0.408671168688132,0.488200176,0.41302679,0.167191923418745,0.401717984550043
2022.92,0.438460082699868,0.447865923,0.54746467,0.174109396099322,0.465367089243052
2023,0.45677968148804,0.449162093,0.54575377,0.174021362101693,0.463416983405012
2023.08,0.477331043423089,0.424077175,0.51146894,0.172257243425594,0.52749247456228
2023.17,0.427269227137427,0.361326543,0.43603869,0.168375995866021,0.522923512715617
2023.25,0.336667530618159,0.364481946,0.39081568,0.166049055451545,0.498162585118781
2023.33,0.316433904191039,0.325726249,0.36061824,0.164495252563375,0.38940311429408
2023.42,0.420278845311584,0.26781702,0.43099885,0.168116671964792,0.39690691975835
2023.5,0.42310702862194,0.276897951,0.39334751,0.16617933022869,0.352577488062632
2023.58,0.469780808068319,0.277970782,0.46580892,0.169907816753999,0.302228044204475
2023.67,0.419979931325751,0.280332299,0.41646266,0.167368715382878,0.334082692425907
2023.75,0.43419794029422,0.24616396,0.45418331,0.16930962345037,0.335715843083872
2023.83,0.343700595062579,0.222402576,0.36311702,0.164623826759761,0.343382894762855
2023.92,0.31312453643086,0.222408268,0.3373487,0.163297923304393,0.265360406527484
