,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023
,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
Sporting equipment supplies guns and ammunition (part of 80),47284,44750,45365,44620,46624,47217,46719,48225,47187,48307,48355,47539,47163,46348,46676,46900,48167,47691,47504,46490,44169,43119,41996,41974,42686,42238,41269,41983,42142,42196,42709,42605,42084,41663,42777,44198,43493,42699,43537,43913,43422,44028,43571,44142,44949,45086,45301,45623,46549,46550,46735,47518,47718,48070,48126,48800,49069,49891,49086,48730,49675,50182,51507,50319,50419,50766,51401,51254,51003,51357,51548,53005,56059,55437,54529,53521,53418,53237,53330,53796,53617,53961,54721,53835,53018,54851,54883,55327,55881,56144,56209,57649,58046,58204,58532,58343,57813,58583,60720,60656,62680,62294,62491,62692,62822,62087,62667,64186,64681,65360,65791,63788,64749,68269,66205,64351,65499,65810,64849,65726,66160,66258,64272,65038,64157,64393,63878,64624,65397,66367,68113,69320,71256,73236,71589,71196,71992,70809,71360,70744,69783,70941,73145,68643,71519,72907,73656,74290,74729,76412,77767,78619,79320,79831,79128,81795,82534,81545,83890,82720,103512,113279,110813,105824,108172,109043,107554,106339,110016,102078,117715,115783,112427,113618,107162,109392,108776,108869,112585,109340,108085,106047,106526,103933,104271,105005,105242,105038,105340,105328,104894,106669,108402,108466,108117,110860,111731,111859,114262,113354,113774,113929,114610,115825
Sports and recreational vehicles (79),57680,53164,55267,55897,58041,56133,55958,58047,58004,58286,54768,56246,54567,55244,53736,52296,53909,51986,50503,50887,46468,43064,40929,39166,41511,38322,37334,36046,37470,36886,38105,39313,40153,38292,39651,37967,35988,35951,37927,39099,37234,37085,37366,37146,37697,39417,39778,37163,38106,38675,37614,38208,37916,38022,39174,38121,37506,38851,38291,40371,41639,40603,42717,40763,40517,40802,40024,42299,40748,40956,41198,42515,43846,44631,44825,45063,46855,47563,47200,50206,49087,48848,49986,46163,48878,52480,50856,50114,53336,52503,53792,51644,55176,53743,51742,53366,55754,53605,58603,56384,56719,56293,57251,59614,59752,62325,59065,63699,61857,63408,62998,61425,62523,63978,63653,63505,64325,64121,64263,63549,64035,69485,68571,72177,69857,71144,71234,71015,71713,71354,71700,75057,71854,73165,68362,71399,72639,71822,69891,74716,73696,72935,75923,68146,71373,70554,69914,68894,73272,72843,73048,73767,71119,69518,71201,69039,69892,70585,59383,54812,89697,96654,88618,88798,85296,87914,88402,94758,91298,85439,100181,99362,92969,91647,86725,89230,91775,96048,99316,100772,104402,100781,96268,93666,87743,90834,90768,91479,90517,91983,82593,83509,87151,84803,80014,81442,84907,83185,83284,82621,87721,82539,84322,87783
Recreational books (part of 90),24720,24443,24631,24362,24543,24568,25740,24813,25275,25205,25366,25349,24726,24301,24004,24405,24131,23012,23428,23833,22153,21930,21748,21676,21879,21219,21140,21558,21180,21390,20953,22046,21263,20946,20466,20919,21237,20719,20905,20218,20733,20588,20497,20399,20093,19971,20150,20198,19944,19915,19619,19151,19203,19245,18814,20137,19066,18242,17822,17248,17671,17577,17380,17652,17440,17291,17080,17241,16864,16981,17061,17078,17697,17438,17214,17218,17519,17597,17450,17294,18248,17981,18147,18278,17318,18364,18502,18204,18417,18535,18816,19422,18804,18860,19124,19104,19018,19015,18758,18830,18868,18810,19276,19590,19329,19719,19591,19559,20064,19656,20905,21275,21250,21576,21822,20900,21122,21340,21083,21077,21491,21928,21867,23056,22533,22982,22500,22498,22256,21780,22201,22273,22789,22990,23085,22504,22217,22226,22084,21929,22315,22127,22877,21104,21184,21773,21961,22186,22773,23277,22593,22562,23168,22676,22272,22491,22470,22203,20801,19813,21657,22796,23608,23563,23902,23289,24059,24511,24584,23793,26094,25180,25002,27453,25976,26433,26143,27016,26685,26950,26288,26046,26299,26317,26025,25778,26581,26964,26841,27236,26767,27225,28092,28106,27852,27663,28037,28884,28848,28196,28251,28577,28894,29935
Musical instruments (part of 80),5508,5665,5853,5986,5799,5673,5724,5719,5577,6025,5790,5818,5952,5660,5606,5508,5596,5575,5635,5628,5364,5005,5053,4941,4833,4925,4807,4796,4645,5179,4976,4755,4873,4783,4661,5119,4921,4765,4753,4772,4881,5026,4900,4882,4600,4976,4947,4997,4993,5050,5042,5164,5150,5102,4984,4964,5123,4841,5265,5197,5246,5403,5722,5312,5269,5602,5278,4705,5176,5185,5121,5239,5080,5125,5204,5207,5152,5054,5218,5231,5086,5115,5085,4989,4974,5262,5244,5627,5428,5390,5221,5342,5125,5471,4889,4771,5085,5171,5219,5337,5260,5243,5401,5294,5519,5443,5671,5893,5606,5561,5527,5482,5413,5386,5188,5148,5113,5157,4989,5161,5172,5081,5316,5236,5206,5350,5450,5401,5324,5357,5549,5593,5677,5748,5593,5736,5884,5915,5786,5731,5777,5522,5677,5598,5639,5762,5642,5843,5804,5912,5821,6042,6157,5975,5733,5919,5965,5920,4832,4242,5364,6043,6168,6008,6055,6327,6507,6832,6968,6577,7267,7186,6956,7326,7054,6887,7171,7209,7108,7182,6944,7004,6942,7006,7116,7041,7048,7141,7052,7006,6988,7480,7440,7309,7139,7057,7140,6966,7048,7100,7115,7072,7197,7118
Jewelry and watches (part of 119),82763,81271,83671,84673,85672,83158,84787,84532,85240,84048,84596,84041,82905,79097,80620,77700,77931,77971,77730,76583,72103,71088,67894,65120,66767,68191,65363,67863,67990,68233,67825,69533,69120,67975,68737,68973,69190,69659,69516,68431,67218,67065,69685,67697,66454,70547,69865,66702,69485,68277,69700,71416,69878,69909,69306,70149,71783,68341,67900,68258,68222,70985,68316,68035,70600,70294,71970,70621,71600,70043,71207,75319,72840,72508,71964,71502,69627,68751,67881,67960,69284,71118,70059,71490,72255,72431,72322,73899,72791,72979,73018,73933,72087,73733,73542,73482,74308,75617,75526,76051,76926,77056,75666,76140,73851,73060,75133,75290,71122,70253,71721,70228,68825,68508,68228,66564,68185,67001,68086,68786,67605,65091,65714,63346,64704,65657,67209,65992,66147,66024,67060,66712,70392,69689,67829,69204,69382,70565,69613,69512,68220,69757,70517,67549,67876,70296,71667,70371,70316,66788,71028,72591,73824,71276,70812,74005,75696,73579,55466,35962,54170,75033,80398,82804,83877,82039,83617,86069,84544,85666,93681,90511,90722,93385,92483,92153,95268,99020,102767,95588,93071,99908,99955,99946,92893,96037,95793,93835,91695,92019,88959,86771,91654,87548,87055,87103,88696,88724,87678,88650,89947,90035,91505,91940
Therapeutic appliances and equipment (42),51369,52202,52844,53687,53933,55115,54400,55696,56423,55615,55694,53871,54408,53374,53364,53401,53448,53557,53862,53355,52790,52682,53228,52336,53460,52069,51795,51643,51922,52328,51730,51922,52181,52062,52145,52790,52870,53339,53249,54256,53210,53319,54273,54833,55265,56035,55206,55433,55416,55662,55928,56100,55744,55448,56613,56814,55926,55788,55396,55704,56658,56564,56529,56712,55303,54807,56124,55793,55881,54432,55946,57349,56226,56614,56597,56220,57045,56661,57368,57014,56203,57318,57553,57507,56135,56493,56533,56936,57504,57563,57602,57968,58019,58573,58328,57398,59487,59242,58802,58698,58171,58871,59847,60177,57981,59437,59780,60046,59701,60770,59532,59245,59073,59867,58941,60065,59393,59153,59589,60022,59187,59090,59409,59629,58686,59315,61264,61443,60629,60537,61761,61705,59067,61201,62430,62546,63488,63935,63571,63905,63277,63090,64527,61664,64318,63347,65309,64711,64330,64664,65853,67041,66908,66712,67026,65580,68713,68341,57148,40857,51184,63108,70653,71378,72692,75475,75482,76994,76331,73759,80915,81247,79841,82212,80515,80516,80379,81789,82754,80135,78916,80452,81621,83106,81504,82273,83355,84794,82892,83070,83084,81220,84553,84492,81451,83004,82602,82172,83045,82813,83148,83132,84398,85224
Educational books (96),15969,15745,15594,15275,15404,15399,16005,15160,15186,15314,15353,15077,14939,14992,14947,15264,15161,14762,15015,15095,14130,14135,14058,13896,14106,13696,13631,13809,13527,13542,13349,14103,13634,13430,13145,13373,13608,13195,13469,13189,13363,13311,13380,13574,13375,13301,13503,13410,13232,13414,13024,12661,12676,12670,12481,13290,12628,12169,11950,11689,11986,11948,11911,12176,12056,11904,11776,11693,11324,11263,11256,11243,11408,11086,10823,10647,10594,10478,10234,10167,10519,10259,10211,10164,9800,10207,10279,10064,10059,9968,9986,10108,9695,9690,9758,9535,9396,9315,9067,9091,9012,9008,9091,9148,9053,9062,9015,9024,9061,8960,9032,9026,8893,8839,8752,8651,8464,8395,8232,8210,8435,8259,8177,8599,8329,8295,8091,8107,8146,7931,7936,8131,8450,8346,8142,8081,7671,7654,7497,7465,7479,7437,7606,7416,7227,7370,7468,7688,7767,7712,7494,7434,7755,7896,7612,7751,7803,7966,6207,4234,5023,6288,6664,6467,6620,6536,6818,7226,7150,6732,7550,7192,7385,8527,8271,8174,8093,8335,8274,8335,7471,7818,7754,7923,7551,7686,7848,8180,8074,7908,7906,8030,8138,8157,8207,8116,8140,8266,8246,7821,8081,8189,8401,8488
Luggage and similar personal items (part of 119),20222,20452,21116,20819,20674,21053,21036,21005,21167,21060,21357,21351,21237,20887,20883,20884,21130,20868,20705,20728,19819,19401,19553,19105,19516,19765,18710,18879,19889,19631,19555,19966,19856,20031,19969,19777,20233,20057,20666,20726,20993,20783,21017,21005,21472,21699,22269,22091,22279,22840,22944,22993,22701,23366,23426,23217,23765,23460,23607,23626,24232,23846,23857,23585,23831,24076,23862,23778,24352,24473,23932,24265,24920,24466,24355,24335,24467,24534,24817,25032,24863,25013,24815,25249,24732,24959,24924,25636,25128,25143,25125,25409,25265,25474,26035,26097,25437,25917,26309,26669,26667,26547,26985,26773,26992,26888,27626,27810,27373,28083,27869,27728,28080,28561,29010,29677,29340,29129,28323,28919,29253,29208,29689,29612,29325,29597,29400,30139,30072,29446,30003,30296,30555,31064,29781,30726,30868,30459,30627,31144,31055,32596,33073,32244,33074,32290,32553,32907,32944,33291,33471,32599,32208,31740,32298,32565,32106,32427,24251,18217,24160,29155,31619,34122,36396,35982,35199,34994,36586,36078,39751,39372,39702,41131,39049,39038,39815,40031,40495,38764,39670,39112,39819,40008,39313,38874,38605,39056,38855,38770,38002,37086,38780,38392,38188,38632,39239,38955,39530,40884,39543,39556,40088,41034
Telephone and related communication equipment,2550,2598,2666,2743,2810,2901,2987,3031,3044,3107,3289,3283,3306,3316,3337,3462,3593,3611,3654,3713,3804,3854,4020,3976,4300,4391,4219,4277,4367,4540,4630,4718,4780,4621,4892,5058,5247,5546,5510,5644,5684,5842,5797,5862,6096,5961,5906,6003,6035,6065,6198,6237,6239,6342,6458,6638,6671,7133,7179,7275,7465,7617,7898,8064,8346,8599,8963,9011,9165,9151,9575,9820,9859,9914,9836,10011,10179,10361,10606,10864,11255,11992,11903,12347,12621,13484,13812,14145,14617,15268,15600,15911,16923,17248,18199,18342,18113,18187,18332,18919,19204,20211,19909,20528,21302,21005,21251,21937,21918,22682,22567,22236,22477,22845,23750,24284,23947,24275,23918,24596,25155,25322,26348,27099,27484,27517,27893,28303,28543,28944,29605,28923,28516,28924,29468,29663,30318,30357,29971,30519,31102,32164,32968,32309,33732,33699,34473,34212,35211,35779,35979,35740,35948,36442,36341,36900,36537,36471,34930,29009,31194,35483,38005,38668,38710,40881,42484,43312,47429,46324,51922,53188,52860,54702,53574,53521,52975,56626,54961,54489,56449,57365,61182,64438,65456,66162,66477,67197,69426,71882,70277,70172,74898,76362,75977,75839,76544,77022,78116,78583,79825,81226,83390,83267
Food and nonalcoholic beverages purchased for off-premises consumption (4),759756,755952,754258,751946,751642,752364,756102,751211,752496,753414,757303,761111,756267,751421,754036,753075,753588,749639,742836,739853,731168,728401,729211,726640,735024,729641,731156,735284,740171,738365,741325,740639,746783,746941,744064,748704,744100,757146,746971,746833,745243,742477,743909,746434,748879,747527,754981,753755,754524,753197,747703,754648,745451,750094,748163,746650,741465,744461,745684,740902,745960,747304,749728,751134,751874,750932,754336,752345,754383,756538,754468,753498,756149,763547,760339,756127,764051,763321,767366,767359,770801,770896,774188,780635,781443,781323,778589,778913,778182,782648,782759,784252,784312,787479,788670,788165,790863,791734,794718,794358,795160,795679,797720,796083,799708,793009,801282,805871,807002,812156,810308,818694,824867,830767,827946,831404,832116,839786,839536,846871,849950,851021,854244,856229,853582,861221,859312,864158,872124,869791,873704,885326,882498,885012,885196,879466,888863,880401,883474,882545,884305,889299,896310,884266,898870,884185,895345,902870,903907,911519,921965,922393,913379,912203,912704,915156,909446,911544,1088948,947078,965783,953590,970054,953091,959409,955564,963465,962098,991054,979002,1003066,1011569,1004356,1006103,997210,1017257,1007648,1008062,1002553,1002091,1005451,991038,983959,982415,978341,976081,963903,964255,964862,964846,962257,957144,956599,961840,948341,953218,954229,952122,957291,957140,958429,958612,960737,961080
Alcoholic beverages purchased for off-premises consumption (5),114266,114760,114570,113733,115223,115327,115309,113479,113977,113128,113604,114868,113094,112160,112194,111615,111994,112620,112782,112130,110971,110577,110089,108610,109913,108565,108479,108638,108936,107651,107826,108555,109327,109604,109017,111496,111580,113474,113478,113864,113017,113300,111793,113734,113658,113924,114319,112993,113965,114645,114186,114111,113919,114778,115146,115403,116143,116158,116933,115364,117154,117694,118582,119029,119480,118890,117976,117339,118090,118729,118542,118669,118583,119461,118851,118207,119170,118609,119861,120646,121668,121478,122741,123152,123459,123637,124024,125222,125107,127739,127504,127558,127653,129390,128155,129883,130892,131569,133423,132740,133428,134478,135574,135681,136236,134863,136421,137967,136588,138527,137776,139018,140362,141815,142164,142325,143792,143255,144402,142335,143746,143995,144567,145858,146838,147645,147632,148410,148821,150050,150423,151482,153694,152793,153294,152856,154067,152507,153427,152834,153364,154072,155751,152439,154954,153391,155419,156466,157429,158611,160009,159929,159925,160921,162246,163242,162502,161974,188392,173601,184708,185238,186732,186957,185892,183596,184308,184052,190883,187597,193593,193221,190455,191880,186597,190609,190077,192239,194358,194651,196647,194908,194914,194230,194310,195626,194439,195129,196238,196786,194523,192825,196821,194871,193064,194959,195475,194691,195956,194734,195624,196016,197054,198830
Food produced and consumed on farms (6),542,515,473,459,464,454,448,431,429,414,433,439,453,465,471,469,450,444,437,430,428,434,452,458,445,467,455,430,445,440,449,454,455,437,412,414,427,439,431,445,451,466,458,448,439,435,418,410,394,370,360,354,358,354,347,343,351,353,345,343,350,350,345,353,360,360,360,356,358,361,361,373,374,392,405,421,420,430,441,453,458,462,470,470,465,458,451,446,460,469,469,483,484,486,497,518,539,580,575,574,567,565,578,556,571,575,564,568,549,546,545,532,518,515,506,502,508,519,503,468,458,439,441,439,437,428,427,429,427,428,422,422,426,425,411,429,432,434,445,460,465,457,456,452,459,476,470,478,506,502,512,519,541,523,518,526,514,565,562,655,654,623,627,635,614,583,570,597,593,585,581,556,560,564,578,576,581,583,614,618,616,621,606,605,614,621,623,647,634,607,591,570,635,645,644,627,654,644,638,626,625,626,623,636
Garments,264611,259797,265509,259261,264032,263831,265026,265048,264490,263980,265959,262290,261839,262087,262768,266200,268074,269677,267483,262846,253434,251856,254624,252357,255886,252158,241642,245082,248139,243457,247193,249095,247104,251178,249782,248111,254032,253510,258017,260677,258479,258418,257708,261691,261742,264284,270245,267007,267286,269633,271521,271976,268998,270782,266744,261590,267787,265323,265291,265774,265356,269875,268603,262514,262421,266400,266091,269577,268142,264990,266150,266933,272046,267608,269911,269968,271544,271635,271152,269264,269405,273092,269479,267867,266057,271934,274017,280235,276416,277454,279882,284076,281636,284828,289221,290644,287814,290759,291216,290747,295106,292682,294784,294586,295957,294942,295529,295179,299587,303654,300040,299307,298724,302847,300742,304533,305706,303036,299353,305548,309125,305751,306649,309707,309093,312276,309134,311021,311588,308557,316032,320388,320116,320812,310222,312303,317856,310501,316322,321020,313035,313622,321537,310450,316314,317124,322317,322668,325040,324989,327930,326613,321416,328602,328349,333833,330690,328727,243397,182287,251734,316449,321506,323904,345555,342810,334202,339661,352259,340219,393608,391557,389483,400875,387685,390211,394417,393297,392832,379677,378364,377212,384665,387682,385692,383944,380311,383140,386303,386267,379537,377723,390521,387043,379471,379463,379507,377817,382906,383570,385892,384562,388226,394335
Other clothing materials and footwear (13 and 17),71952,70077,73031,71877,72763,72794,73003,72668,72123,71718,72173,72261,72320,70940,70827,72396,73184,73175,72580,72775,69133,68672,68758,67992,68771,68670,66289,66459,66791,66477,66862,67750,67152,67252,66565,67336,67972,68451,70100,69621,69494,69637,69611,70766,70163,70833,72338,72242,72519,72770,72535,73340,73314,74441,73759,73703,74824,75204,75494,75729,76068,78469,77253,75378,75556,74560,75739,76030,76622,75107,75513,75241,76274,75895,76820,77661,76995,76627,78214,77529,78066,80380,78770,80231,79292,80832,81004,82788,81249,81665,81267,81372,80393,81349,82152,81401,81902,82753,82983,82711,84410,83529,84093,83798,85366,85136,85505,86547,86181,88570,86418,85915,87108,89940,89363,88673,89001,87508,87258,88399,89484,89135,89228,89512,88345,89260,89531,91623,91340,90238,92569,93428,94673,94849,89761,92150,94179,92104,93779,91534,92471,94475,96019,92239,93866,94345,95664,95724,95305,95077,95770,94738,92983,93674,93027,93705,94196,93894,67121,45300,72582,99719,93777,88633,101432,98693,93727,97791,104978,94425,113905,111681,110833,113394,106816,106319,106884,107584,108870,105888,104777,104253,106591,107183,107499,106003,103871,106841,108787,109354,108518,107406,111796,109099,107965,108258,109022,109049,110670,109628,109186,108923,109218,110790
Motor vehicle fuels lubricants and fluids (59),292528,291434,289564,291096,286797,286611,292870,284711,291225,287732,287099,293866,287010,277103,292186,284508,282149,280712,275570,278633,268927,283074,281257,275799,276549,284513,279598,279520,279645,278319,279109,280665,277386,280515,279210,279027,279077,274677,276848,282068,279706,281484,281209,280629,284350,281936,279675,282203,278034,278350,280951,276441,272994,277413,276542,273702,276677,273991,274317,277219,275364,279736,275137,274616,278943,276086,269224,280962,269865,274754,272580,268367,281903,274302,277847,279964,282187,280449,282363,281350,283612,282386,286522,278371,278573,281810,277450,282424,280874,278343,283814,285729,278642,288853,287907,288318,292786,292996,294358,296191,298634,296664,299367,300903,301712,301429,301035,302669,300873,302176,309235,302116,303375,301691,303743,302115,305806,295818,301244,304849,293654,304559,304674,303398,304693,304840,303600,302458,302912,302507,297542,305177,300102,294848,309660,299378,302778,306712,303665,303882,299139,298771,301450,304678,303556,307776,302916,305634,301101,302988,297284,303646,297806,297774,297252,292884,295452,290746,249997,185309,224896,252716,260207,261079,272340,263881,257459,255554,264803,260858,276021,283114,288207,301276,303423,295993,300070,301180,304012,304236,290642,301399,302968,296059,299967,293882,290476,294193,297469,293904,297512,294583,297514,302482,300926,303061,297401,299945,296883,299956,297141,301655,297404,302991
Fuel oil and other fuels (29),23876,29448,23704,26735,24059,23438,23777,24335,24750,23773,23713,22756,21890,22305,21699,21886,20471,18649,19164,19542,21057,22285,23343,22698,24796,24426,25199,24386,23853,24494,23841,23247,23024,24087,22456,23520,22389,22726,20319,20175,21458,22314,22078,21893,22325,21161,20816,22238,21322,19683,18252,18235,18077,18565,18385,19161,19013,19234,17878,16535,15197,14578,13640,15582,16832,17885,18660,18067,17680,16899,17173,15415,16176,16947,17684,18279,17579,17097,17123,16672,17123,18194,20261,21886,21186,21023,20677,19603,18390,17849,18209,18158,18188,17733,19976,19970,21972,26166,21620,20597,19551,19832,20082,20253,20780,20547,17887,17642,21565,21986,18683,21805,21908,21373,20893,21311,20620,20770,20087,21462,19658,19695,20741,20803,22080,22193,22105,22471,21567,20592,22228,23647,25002,19553,19769,22359,20781,20277,21002,20820,20346,20534,20321,20878,21992,21481,21959,20511,19742,20508,20684,20869,20407,20607,21962,20116,19179,20167,20735,22835,24386,22227,22712,22270,24220,22855,20738,21452,22277,24097,21287,21061,20625,20927,20897,20064,20188,20408,19843,18113,20791,21074,17804,17918,16842,16793,17057,17723,17353,17643,15113,17327,15933,17252,18480,18256,18275,18783,17940,17486,17036,17369,17131,16643
Pharmaceutical and other medical products (40 and 41),387468,388816,393463,392902,391742,396075,393617,392932,388782,386875,388682,385860,389773,392052,389476,391919,395402,391707,394199,397004,395532,397062,398094,396353,397092,399568,397520,398634,400868,397126,399404,399123,402493,399807,394993,394909,394183,392900,396075,395263,392657,402136,399847,398685,400629,400633,399713,395438,407514,401855,402342,399581,400417,404164,401573,402720,401794,402268,405696,407179,409220,409723,408364,410297,406172,400999,403124,401263,401477,399527,406183,409731,414536,411681,408980,411238,412784,413147,416358,417598,419555,419385,420506,426651,424671,425012,431022,431231,434991,435206,435329,439431,439310,439728,439071,442347,441748,437637,441918,441370,442973,445046,448922,450409,449828,452337,453135,452629,448600,449965,446081,444723,446405,444487,439533,436714,433114,431522,432999,434210,435974,434657,437331,442550,442098,441661,436769,432897,441449,444256,444967,445605,443519,443758,443266,449506,448475,446255,454106,454127,458664,463678,468218,466439,470698,475228,479075,474670,480899,484245,484208,487906,491175,488156,492664,490502,491654,501163,530850,487840,498262,505018,515157,517749,524408,528603,528089,536028,511884,504967,527838,528498,526342,537007,535216,541094,540354,542070,543960,546385,548866,543493,546522,552329,554599,559908,560435,563030,565965,570980,574654,575458,574486,579180,581063,587415,592211,592676,592893,598124,609075,612828,613412,618787
Recreational items (parts of 80 92 and 93),101479,100562,103093,101905,103230,103641,104609,104192,103893,103869,105752,104873,104917,103810,103894,104893,106282,105558,106585,105350,103872,102989,102094,101747,102502,102542,101443,102017,102188,101483,101215,101534,102138,102684,103971,104629,104345,105829,107666,109456,108175,109366,109401,110471,110753,111876,111840,112307,113560,113271,114374,114292,113920,115447,114764,114400,115784,117081,116327,114893,118348,118841,119456,120526,119693,119135,121574,122445,123086,122501,122241,124369,125918,127926,127390,127085,128308,127844,128633,128547,130450,132320,132634,134191,130992,135656,136395,139116,139252,141227,141717,144044,144067,145526,146606,147573,147722,149362,149765,150445,152590,153327,155413,155949,155967,154885,157546,158771,157797,160598,161969,164478,165688,167719,168839,168145,168063,170001,169045,170895,171866,172309,173946,175724,175161,177542,178827,180108,183077,181721,185963,188841,191314,191509,192644,192200,192656,191779,189995,192409,193759,196354,201312,189752,197384,198844,200929,201877,204084,206514,206480,208144,209840,213276,212784,213243,218802,221193,226767,213039,244746,256126,258249,260369,262260,261134,264114,264446,274185,264953,288505,286115,277332,287710,279796,286580,288980,293167,291443,286856,293751,289774,289456,293287,290450,288943,286554,285904,287741,286702,286540,288508,298775,295739,290082,293096,291668,294165,301632,298347,302589,303338,304792,307105
Household supplies (parts of 32 and 36),101234,100314,100864,100231,101129,101034,101792,102207,101454,101364,102530,102007,101825,100608,100454,101037,100931,101397,101697,100987,98428,97906,98440,96935,97024,96364,95679,96298,95829,95256,95766,95775,95864,96815,96546,97651,97137,98310,98848,100052,99850,99347,99695,100446,100825,100841,101665,102699,103082,103251,103686,104452,103573,104709,104477,104880,103848,104037,104551,104800,105984,105952,106478,106193,107447,107170,108112,108274,108135,108300,108597,110184,110726,111252,110850,110218,109729,109340,110764,111317,111759,111615,112234,112999,111187,113049,113184,114626,114632,114945,115213,117015,116641,116704,117923,119429,118929,118383,119439,118767,119704,119306,120322,120875,121373,121427,121696,121842,121641,122328,123147,123862,124400,125954,124362,124608,124259,124709,125143,127272,127638,126568,126736,127239,128173,130810,130173,131279,131335,130023,134309,135294,134138,134093,133288,132526,135167,133014,133386,133492,133816,133179,135143,130965,133599,134172,133946,134824,135123,137031,138020,138219,137910,139311,139485,139077,140029,140103,149888,133970,146614,148875,146824,146280,150289,149973,147291,148533,154592,148540,159722,158689,155056,155001,152682,157420,154167,156668,157958,155664,158038,156532,156414,157222,157731,156895,154794,156233,157096,154842,152873,152104,156076,156183,151476,153274,153672,154255,155888,155065,156779,158738,161091,160354
Personal care products (part of 118),98807,98545,98939,99178,99387,100023,100350,101481,101932,101228,101554,100948,102297,102452,102425,102415,103789,104074,104314,103391,101993,101913,102202,100791,101529,100759,99824,99203,100157,100252,99648,100137,100976,101593,101828,101882,103138,103933,103623,105108,105033,105858,105525,106053,106789,108111,108340,108051,109295,109137,109854,110006,110755,111023,111879,112438,111448,111745,110895,111428,112989,113714,112367,112254,113246,112472,113326,112469,112155,111743,112923,114865,115884,115921,114255,114324,115762,114868,115978,115065,115507,116302,116304,116173,114838,116174,116267,117404,118479,118692,118294,118584,118160,118969,120327,120511,120239,120076,121118,121003,121801,122663,123783,124496,124280,123674,124486,125243,124627,125994,125153,125302,125633,127315,126147,126417,125669,125623,125915,126357,127188,126897,128083,128964,128461,129324,129997,131702,131235,130520,131912,133518,132713,132796,132585,133556,135542,134622,135176,135366,135485,136728,140745,133229,137545,138193,139370,138774,141031,142977,143006,142023,142722,142106,141767,141992,143095,142136,145982,134030,145545,150904,154391,153795,155159,155611,155644,157711,162252,156417,168951,168326,166193,169788,166868,170832,171079,173528,175609,175231,177344,176094,175376,176896,177154,177638,176413,176357,176779,175828,174725,174206,179329,179593,174252,176733,175257,174561,175800,175150,175526,175133,176515,179481
