New motor vehicles (55),Dates
,
,
,
2.05620721507291,0.71126657921586
6.29515747383877,0.354211663066957
4.15981243027577,1.02639720126059
6.346680307293,0.970402717127605
0.0314557402007291,0.626887787086106
2.26052557219574,0
0.251169508021694,-0.621238594447682
0.125819398835159,0.377580130894447
-2.28726837491151,0.314147873892071
-7.0625459065484,-0.0960859121096521
-4.93785225442843,-0.431427860283747
-17.2055974706516,-0.900300100033343
-3.5380673938659,-0.898449678315331
-3.25394343193107,-1.46815723851952
2.80639986733395,-1.59641306831163
-2.4718823384008,-1.24082488640335
-2.85160260066148,-0.838242621413288
-9.06601009667243,-0.884849575572152
-10.3859970080706,-1.31300296484541
-22.9350512385563,4.18207510297345
-5.9654389408459,0.224933752387998
2.14809685031304,1.05505165028975
12.7795941667963,-3.2376983490944
12.6724321396095,1.12937287668717
4.09590825165513,2.06978661049546
6.44540644540657,2.1362210781703
2.1679594719104,2.84191829484903
4.3359189438213,2.02926044091863
6.4401149018519,1.34857079301524
10.5959506285977,1.42935079105292
1.74668051307947,1.63916659893251
-17.5924076874067,1.06630321494428
-19.4788002571959,0.551893701611217
-10.6538820082567,-0.862514203078194
4.60574203979627,0.445411228506321
2.40611345306174,1.00347356233115
2.20903205977822,2.90281533322729
2.11695197405776,2.12869263007257
2.08079236573289,1.57612089421756
2.14074606597972,0.804740654034678
6.4988490954433,0.453988614253801
8.6271352159659,0.419767219996177
-8.7059678931556,0.0833392861394833
-10.8533053248033,0.277264325323475
-21.465078821545,0.520538910872433
-6.39622526283997,-0.114008835684765
-4.1141549429322,0.166866436343982
2.45713749947468,0.289895405737613
0.258623476546088,1.78035178035178
2.38733550774429,0.582292689771295
6.6776993873938,0.613877776245005
4.39557598205587,0.162899613113413
-0.0965763677628227,0.326369256935344
4.1686708353376,1.06106784061406
8.43458049229633,0.880333220758756
-2.4146190696956,1.88232616365085
-15.1747492173024,1.05677715786019
-8.3710349410832,0.993682548038954
6.96924819235123,0.646328852119963
6.93128633662073,0.239640327437759
0.128772221256303,0.417492065520693
-4.3606934785186,-0.211344999577308
-0.096565176666008,-0.0379003221527359
-0.0643786494647357,0.40601661933312
-4.37787499235483,0.772077590607453
-4.3136194486293,0.198149202133265
-10.8162398114884,-0.571559213534523
-4.39519243509823,-0.0103939299449111
-8.95171245936187,1.74346723664634
1.65788960405693,1.23918881769545
-2.56322901964608,0.634227490122689
2.37827623841404,-0.886154091244003
1.26590906877796,-1.30079311680633
-0.715461114688307,0.0734618916437076
-27.6331103178782,0.0163659424737099
-28.8558181759233,1.10538264061273
-20.8593668645215,0.107914401482301
12.3019683149305,-0.50709524393735
-16.6100792224221,0.38401511417776
-18.4726409243617,-0.0446501055366107
-20.245785150673,4.02391927245547
-2.1964728025978,0.0284223562133275
-2.02351322365877,1.49372027801487
-6.58276993554917,-1.81191640729213
9.27731729779507,0.825574555264811
4.5612114577631,-0.451265293419697
6.68957338766077,-0.542690333450887
4.2308854638863,-0.0415676959619971
1.95162001285369,0.278024253179532
-2.38443067519683,0.635318954014067
-4.31518946692357,0.208097984422377
2.61999052772651,-0.895615784739331
0.269246043765757,1.98366166353972
-9.06700516819303,-0.498306152997715
