New motor vehicles (55),Net purchases of used motor vehicles (56),Motor vehicle parts and accessories (58),Furniture and furnishings (parts of 31 and 32),Household appliances (part of 33),Glassware tableware and household utensils (34),Tools and equipment for house and garden (35),Video audio photographic and information processing equipment and media (75 76 and part of 93),Sporting equipment supplies guns and ammunition (part of 80),Sports and recreational vehicles (79),Recreational books (part of 90),Musical instruments (part of 80),Jewelry and watches (part of 119),Therapeutic appliances and equipment (42),Educational books (96),Luggage and similar personal items (part of 119),Telephone and related communication equipment,Food and nonalcoholic beverages purchased for off-premises consumption (4),Alcoholic beverages purchased for off-premises consumption (5),Food produced and consumed on farms (6),Garments,Other clothing materials and footwear (13 and 17),Motor vehicle fuels lubricants and fluids (59),Fuel oil and other fuels (29),Pharmaceutical and other medical products (40 and 41),Recreational items (parts of 80 92 and 93),Household supplies (parts of 32 and 36),Personal care products (part of 118),Tobacco (127),Magazines newspapers and stationery (part of 90),Housing,Household utilities,Outpatient services,Hospital and nursing home services,Motor vehicle services,Public transportation,Membership clubs sports centers parks theaters and museums (82),Audio-video photographic and information processing equipment services (parts of 77 and 93),Gambling (91),Other recreational services (81 94 and part of 92),Food services,Accommodations (104),Financial services,Insurance,Communication,Education services,Professional and other services (121),Personal care and clothing services (14 and parts of 17 and 118),Social services and religious activities (120),Household maintenance (parts of 31 33 and 36),Dates
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1959_JAN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1959_FEB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1959_MAR
0.0616862164521873,0.71126657921586,-0.0157885449462677,0.128173713079375,0.159554064752017,-0.22433116888807,0.0976787965972263,0.109941484415536,-0.0103063564453369,0.0652341773837106,-0.12587123560465,0.088237456800407,0.0715784993664315,0.226438287479576,0.123241989270702,0.0916410872369748,0.122231015084869,-0.355105754932642,0.142792323911708,-0.0396384969081972,0.00889473965097013,0.420107199768216,1.15200899128969,0.431978223563526,0.142334781221624,0.00533557427452684,0.103070013988075,0.086897385522137,0.498423354694337,0,0.184409052808047,0.150370681214151,0.403422440927429,0.0162959341644268,0.339373022720735,0.393631691111943,0.651356432984151,0.850755244260504,-0.0332107091763752,-0.140853167758996,0.438969130557913,0.412759477438485,-0.276805526959945,0.61126065500224,0.414181273133278,-1.17567697793196,0.363288718929248,0.334346504559272,-1.73563611491108,0.0110778774786787,1959_APR
0.188854724215163,0.354211663066957,-0.00558316118586255,0.191802185916057,0.111642158360733,0.00263782643101784,0.394392967450704,0.0548829390975669,0.116359451951276,0.00266421558832164,-0.00187856928163625,0.131532723871149,0,0.156502097450795,0.101119537739251,0.0916410872369748,0.100682317496107,-0.345365418894835,0.230722039956259,1.33646525190345,0.0361983431840314,0.56175444682122,0.139979307406731,0.041181315448872,0.218426348598633,0.203382573324773,0.0453431372548977,0.0881567679210142,0.732153752287982,-0.0326610598513947,0.175938337801607,0.164014517029594,0.437723836052524,0.219941348973607,0.232218113012816,0.440440440440441,0.70637072746141,0.129097538423969,0.0459981600735941,0.292830013626744,0.461251364388578,0.397207510832935,-0.323112883266878,0.584893048128343,0.247670859423965,-1.13192818110851,0.445037828215396,0.286079698438346,-1.60600506240727,-0.110803324099729,1959_MAY
0.124794372908273,1.02639720126059,-0.0771798662835573,0.292149656017345,0.0549108613683809,-0.00352883054555534,0.220240844019748,-0.036043355098588,0.168313303191514,-0.062469263793082,0.00187846341691926,0.280688012010836,0.0657614792464474,0.215927035998583,-0.101141453547178,0,-0.101788170563962,-0.140760104564652,0.243668610689459,1.19306731156792,0.0350133822333805,0.630306518923588,0.278083363891946,-0.790192318865842,0.213047311196002,0.300944967196992,0.0782042352481138,0.175060767496634,1.10873766656495,-0.122149837133549,0.309856795913236,0.174155346569134,0.351849408453179,0.433325157386966,0.219918316054035,0.263465314542792,0.67803370226344,0.0327710510883428,0.161166538756715,0.288159273489345,0.488696691628869,0.279273887891485,-0.190923101695306,0.547808764940242,0.0761697497279649,-1.12592592592593,0.423862845574748,0.459192223898105,-1.63106107614573,0.561341310288799,1959_JUN
0.19040040921879,0.970402717127605,-0.211852595194291,0.135193495690711,-0.0503592155333799,0.112925566171736,0.0472210416961808,0.0322915546543401,0.238837770732925,-0.0611206335286515,0.126348344270951,0.260754068170891,0.00386081752811555,0.194386878082479,-0.00722282412423484,0,-0.00702896391544157,0.0650559705677844,0.312271609859812,-0.411408312829061,-0.00829954233952564,0.524558893657604,-0.283662260848572,-0.800327141021151,0.139285976101459,0.287408059428781,0.341284403669725,0.0841592242278052,0.841852074564042,0,0.172279648771808,0.355091383812008,0.262812089356109,0.382767326329507,0.22491743537183,0.237882842699973,0.58947507080287,0.227660785429706,0.194348548778933,0.187638924973295,0.457721872816215,0.015833432292293,0.00230680507497342,0.528663472658186,0.0815778978282111,-0.649285785635804,0.346762499211898,0.705520446718159,-0.971107302847181,0.956072351421189,1959_JUL
0.000943672206021873,0.626887787086106,-2.5268036631673,0.114422914595484,-0.053604278596057,0.110779943554988,-0.187259321874704,0.0890441749335687,0.218645170123917,0.138528138528142,0,0.406881174421825,-0.0743164335833065,0.261759085288501,0.00720097933319212,-0.0913898353208357,0.00167552409632658,0.0517843071034566,0.286088925974489,-1.77296679905511,0.0681687502593379,0.732486188892367,0.693939393939395,-0.834361595863449,0.138980323312121,0.283274816469836,0.47973956994775,0.173336347878513,0.955223880597019,-0.040866366979971,0.177792593827264,0.388929402368306,0.139652614122373,0.50173990450757,0.307482063546294,0.279095040505828,0.724495148177288,0.646473072311138,0.158219772367688,-0.0718514686440204,0.29867333472251,0.103088695927996,0.171236839060514,0.437948212623855,0.108727167294872,-0.242424242424244,0.282326369282893,0.89765408616144,-0.311783585511227,1.75653140633685,1959_AUG
0.0678157671658723,0,-2.1623233791895,-0.0286497259591475,-0.054414475874894,0.225869066525501,-0.16997800284669,0.193774509214858,0.171739826978534,0.141152657931184,-0.00375671512828912,0.279962455901872,0.000965176434249611,0.243355747678516,0,-0.0913898353208357,-0.00091981934748168,0.0964817806497894,0.397879737214317,-2.13635302358161,0.0812169500367554,0.633674180366461,0.421250416704548,-0.410640956971968,0.102197240674499,0.233299531412593,0.462031720489094,0.170387631862486,0.945067926757237,0.122599100939924,0.0442526828188979,0.41580041580042,0.169734952343648,0.77481840193705,0.232663715809789,0.318117925575205,0.690576240268411,0.241233738261393,0.160391048651953,0.0346290364470647,0.32571032571033,0.181998021760628,0.305385896724042,0.419184495617619,0.100724978588403,0.286210773791273,0.306096951524237,0.823249355286645,0.313791282194679,1.19125444904481,1959_SEP
0.00753508524065083,-0.621238594447682,-1.73090949896202,0.034285215591671,-0.0549095213109974,0.113423544617652,-0.285283161220351,0.0531863363390765,0.182972080763618,0.163731480372194,0.00375735031656147,0.300773764765812,0.00289527780190646,0.10381728158441,-0.108365843086256,-0.0913898353208357,-0.106985054187928,0.0470177324019364,0.260663507109005,-1.59788912551399,0.0622620699469871,0.683568075117373,1.54918431945459,-0.424971568803493,0.104638146688078,0.225448583177967,0.192524247157544,0.171653385455824,0.586510263929618,0.212539851222101,0.160336153038091,0.327236402466332,0.16949152542373,1.27214170692432,0.0735273323718181,0.356756224781026,0.766915833414232,0.0239820477242766,0.226273104009356,-0.0172235618325874,0.148209423361948,0.411473788328383,0.369063271284572,0.433674852279505,0.0554581020067409,0.275061124694376,0.299513290902283,0.609037328094305,0.263223089310046,1.01553809164962,1959_OCT
