Daten,comp,targ,bench,bint
2000.5,,0.007787177,,
2000.58,,0.007937467,,
2000.67,0.00762591892117421,0.006490459,0.00482410813596642,0.00438708062560223
2000.75,0.0067891984187378,0.003403085,0.00515215296590377,0.0044077115543831
2000.83,0.00631996819701908,0.004490459,0.0055725026304243,0.00443414758751138
2000.92,0.00448075149164969,0.00616881,0.00495323734447014,0.00439520163608936
2001,0.00512094021900491,0.004069853,0.00540937406844725,0.00442388833805174
2001.08,0.00566613574534522,0.001313259,0.00570389006950833,0.0044424106194237
2001.17,0.00699037727413164,-0.003853386,0.00650165213157046,0.00449258233616628
2001.25,0.00688609539708231,-1.324626e-05,0.00581039871405675,0.00444910900958167
2001.33,0.00581484252589337,-0.0005696571,0.00460665993593512,0.00437340518273904
2001.42,0.00521521864524036,0.001807862,0.00378112032621096,0.00432148651998413
2001.5,0.00462422507005254,-0.0008080326,0.0039979934018719,0.00433512579294357
2001.58,0.00519327851895572,0.001550881,0.00481390936159324,0.00438643921879272
2001.67,0.0034775083898605,0.005307644,0.00258503751788819,0.00424626418150301
2001.75,0.0030107426507537,0.00860389,0.0015048411100708,0.00417833000566707
2001.83,0.00249911974223364,0.007570343,0.000851033433546533,0.00413721166335595
2001.92,0.00475792930774784,0.006097963,0.00483398502814462,0.00438770178905463
2002,0.00448892071850538,0.00411409,0.0051721163149517,0.00440896706093235
2002.08,0.00369330822890993,0.005424931,0.00495569980452082,0.00439535650162387
2002.17,0.00183296461674484,0.005982289,0.00306989998994182,0.0042767574623493
2002.25,0.00279221464166734,0.005602608,0.0040949973394729,0.00434122642659323
2002.33,0.00393788219343479,0.004624851,0.0048933146516994,0.00439143306333927
2002.42,0.0053298005186333,0.003781902,0.00550274890361487,0.00442976073535377
2002.5,0.00564952679656282,0.004946564,0.00511610881783753,0.00440544471709789
2002.58,0.00622577562965673,0.008179773,0.0052840377205543,0.00441600586275857
2002.67,0.00688740217207959,0.009795897,0.00533420834746649,0.00441916112245559
2002.75,0.0067334524280367,0.005077654,0.00523662466479132,0.00441302402830345
2002.83,0.00633887163725825,-0.0002837758,0.0045196010321528,0.0043679299980089
2002.92,0.0055067254292186,-0.001762625,0.00355561329425935,0.00430730425252798
2003,0.00542173981080032,0.002873971,0.00293390783627038,0.00426820483727764
2003.08,0.00502805272136802,0.007418972,0.00278057863979756,0.0042585618755731
2003.17,0.00475223436757007,0.009473114,0.00308502457299446,0.00427770865611102
2003.25,0.0050152448274828,0.006643878,0.00358981762236255,0.00430945538247333
2003.33,0.00635430104924984,0.004521062,0.0039782815843159,0.00433388610535509
2003.42,0.00723477202182057,0.003600475,0.00379114052052228,0.00432211669579043
2003.5,0.00778824729355041,0.007353223,0.00392558092745521,0.00433057173061367
2003.58,0.00669520493790546,0.008223684,0.00393678214708112,0.00433127618178397
2003.67,0.00596887143528733,0.007556771,0.00457727303651752,0.0043715570236655
2003.75,0.00527027083649513,0.005538025,0.00453251550785646,0.00436874219684323
2003.83,0.00557022034720597,0.00666439,0.00467014094704954,0.00437739754018448
2003.92,0.00606846512070636,0.007979899,0.00448055729186011,0.00436547451463648
