Daten,comp,targ,bench,bint,rank
2020,0.13887936874987,0.142651581,0.16411699,0.15438432230641,0.196136133608647
2020.08,0.133799051702872,0.137126038,0.13228545,0.152746437148367,0.163559506374079
2020.17,0.0812320817359702,0.09514839,0.10480038,0.151332198684857,0.137724173490694
2020.25,0.101793704200476,0.036770874,0.12799326,0.152525583419754,0.138372852525224
2020.33,0.097229235893382,0.038509395,0.13208628,0.152736188898143,0.155595128650506
2020.42,0.122919990898293,0.060116116,0.16236812,0.154294334570462,0.136229895770233
2020.5,0.124400018645828,0.07544229,0.13331397,0.152799359427426,0.129473432107358
2020.58,0.130300641793194,0.097304,0.13736928,0.153008024545741,0.129645831138251
2020.67,0.125422174515687,0.104872112,0.10074675,0.151123620010586,0.1156469600429
2020.75,0.115606710161802,0.094852133,0.11252789,0.151729816077469,0.130849693511552
2020.83,0.113334480908154,0.095706377,0.0947362,0.150814348431622,0.153370937826956
2020.92,0.130123538952469,0.109825324,0.14408621,0.1533536427582,0.175169536439676
2021,0.13185167036863,0.131838125,0.14739621,0.153523958108105,0.144274838356725
2021.08,0.160006633580877,0.152560494,0.18957589,0.155694304621123,0.153628690259351
2021.17,0.135861958400728,0.219547403,0.08754945,0.150444555730434,0.171982955481936
2021.25,-0.00205336448047506,0.301188225,-0.07401169,0.142131461443371,0.168041158764322
2021.33,-0.0208144147023261,0.336145767,-0.09998344,0.14079509054038,0.180443407169415
2021.42,0.054068237949692,0.353995934,-0.02071462,0.14487385090741,0.173690886657278
2021.5,0.253053463627417,0.367911109,0.20590342,0.156534434223853,0.194090324181375
2021.58,0.320548296001145,0.376106227,0.27626074,0.160154655243247,0.254124675000855
2021.67,0.266830876519285,0.388328698,0.27551635,0.160116352813242,0.229317845208363
2021.75,0.216642950866064,0.436154872,0.18112488,0.155259459689038,0.214348248091971
2021.83,0.132019493693257,0.484615132,0.10864573,0.151530060355781,0.168390049438328
2021.92,0.124724886037028,0.500915913,0.1609817,0.154222996622602,0.177579128995972
2022,0.145332658712417,0.511149802,0.24461932,0.158526552669592,0.213743321942925
2022.08,0.232195938114984,0.533361236,0.28383438,0.160544355287553,0.227999463201917
2022.17,0.285353462975283,0.562835445,0.31286196,0.162037963276859,0.257373471474029
2022.25,0.438056187565198,0.542008512,0.40943489,0.167007102963964,0.30184206174691
2022.33,0.516571823569497,0.549844619,0.50903012,0.172131754458326,0.339636583345642
2022.42,0.611360482498235,0.584885698,0.52916487,0.173167783760895,0.406637572290625
2022.5,0.507036174349222,0.546598631,0.46893354,0.170068593415214,0.341559760215536
2022.58,0.400907303587494,0.536931024,0.41102775,0.16708906323836,0.31638825789241
2022.67,0.296964053308887,0.538808291,0.32598186,0.162713044956382,0.289090292470241
2022.75,0.296274285003145,0.522747643,0.34292421,0.163584809992172,0.31898204641427
2022.83,0.370982151407176,0.488200176,0.41302679,0.167191923418745,0.334519398261292
2022.92,0.44461592406372,0.447865923,0.54746467,0.174109396099322,0.37113636908387
2023,0.446313788166102,0.449162093,0.54575377,0.174021362101693,0.382373018098411
2023.08,0.425418748222334,0.424077175,0.51146894,0.172257243425594,0.398439792851478
2023.17,0.412338227982857,0.361326543,0.43603869,0.168375995866021,0.437344920392891
2023.25,0.365867107901345,0.364481946,0.39081568,0.166049055451545,0.430955995896171
2023.33,0.347365329363498,0.325726249,0.36061824,0.164495252563375,0.398209840919597
2023.42,0.393324041093006,0.26781702,0.43099885,0.168116671964792,0.386823962575842
2023.5,0.402225109399596,0.276897951,0.39334751,0.16617933022869,0.362493745623157
2023.58,0.431277713533336,0.277970782,0.46580892,0.169907816753999,0.31270233776644
2023.67,0.372351858942613,0.280332299,0.41646266,0.167368715382878,0.318748010816709
2023.75,0.367188338300018,0.24616396,0.45418331,0.16930962345037,0.320839545971042
2023.83,0.298316358828824,0.222402576,0.36311702,0.164623826759761,0.316314977710075
2023.92,0.301909230365154,0.222408268,0.3373487,0.163297923304393,0.294194060250274
