Daten,comp,targ,bench,bint
2009.67,,0.006885048,,
2009.75,,0.005275309,,
2009.83,0.00544809122103391,0.002747895,0.005831967255227,0.00396578729715435
2009.92,0.00546174092040364,0.003580204,0.00627991263848695,0.0040334342226356
2010,0.00394082073509471,0.001930416,0.00504387373464639,0.00394155193464582
2010.08,0.00229607946683685,0.002274391,0.00397978940133817,0.00378591001736336
2010.17,0.00186568160753249,0.0004431593,0.00343552282779974,0.00368661237237897
2010.25,0.00239278223848489,0.000752962,0.00329083432570561,0.0035861131149854
2010.33,0.00338515095523919,0.001804315,0.00325349103741384,0.00357188652795505
2010.42,0.00340941636907917,0.003222556,0.00265647715345517,0.00347763419495165
2010.5,0.00309459891787701,0.005565514,0.00223444400139696,0.0034422581813385
2010.58,0.00285333712219559,0.006187709,0.00169804251750473,0.00342813519905978
2010.67,0.00286405968726629,0.007462028,0.00155121920797675,0.00351164064208825
2010.75,0.0031089974668155,0.007273247,0.00207010643186212,0.00365623468706367
2010.83,0.00312927834192889,0.008071424,0.00274183402669308,0.00378793955128189
2010.92,0.00333437831817533,0.009839155,0.00326813083099886,0.00391532386576135
2011,0.00374414411931429,0.01108781,0.00348081546885538,0.00396663745456176
2011.08,0.00423030634374971,0.01134024,0.00373022701436395,0.00402323952651507
2011.17,0.00478969101431848,0.007085042,0.00452196582533238,0.00409466813083199
2011.25,0.0056438927879551,0.004537744,0.00518030166661214,0.00420929217151756
2011.33,0.00614509355949785,0.00385618,0.00589098249800016,0.00430751998928043
2011.42,0.00618207291206284,0.005473017,0.00597931631354227,0.0042247577382533
2011.5,0.00511844939001462,0.003785883,0.00571290337665651,0.00402793338499995
2011.58,0.00440418669047531,0.003476544,0.00510870286251183,0.00380305853996437
2011.67,0.00413800467689601,0.002646608,0.00456768228348041,0.00375462330986949
2011.75,0.00467361252196308,0.006053853,0.0039761463074359,0.00373203253049998
2011.83,0.00469081521292844,0.006244654,0.00355307969465687,0.00372062581158716
2011.92,0.00460017407357745,0.007587578,0.00355518906882464,0.00363570391438588
2012,0.00441660453230944,0.005474258,0.00474866417235505,0.00370384625366888
2012.08,0.00455998241493883,0.002104055,0.00567456513655755,0.00378701770306489
2012.17,0.00468730010989977,-0.0003181876,0.00632253145611403,0.00393548088625182
2012.25,0.00415909581182523,-0.001271079,0.00561988108174741,0.00391806531029625
2012.33,0.00368096638423825,0.003213081,0.00498671397397115,0.00379365022583285
2012.42,0.0030421733378463,0.006779553,0.00407952853256968,0.00355611392656262
2012.5,0.002768314234713,0.009396742,0.00350800099095444,0.00335345555490373
2012.58,0.00285954810600507,0.005327414,0.00302440386824699,0.00338677424864946
2012.67,0.00306419814455207,0.002118175,0.00289005071056642,0.00360002064357224
2012.75,0.0038225022035447,0.001061214,0.00339966126184408,0.003920553280962
2012.83,0.00377518860763968,0.005309697,0.00407912897474281,0.00398408590294001
2012.92,0.00357919934885468,0.004143269,0.00446138824240888,0.00384402032852066
2013,0.0032248587673674,0.001217528,0.00422224818687499,0.00359357173871997
2013.08,0.00357284984558896,-0.001600184,0.00393888748640209,0.00359303943790267
2013.17,0.00428875387841404,0.001937416,0.00389332189853251,0.00365388459204981
2013.25,0.00403963455554515,0.004203751,0.00346371884728139,0.00365858128393435
2013.33,0.00348811544646583,0.004954903,0.00297748715256184,0.00345097189494718
2013.42,0.00266974333352727,0.003167038,0.00274545676913182,0.00338470020486454
2013.5,0.00287037194797158,0.003246618,0.00331847941837986,0.00347441763836055
2013.58,0.00282934484259118,0.003252236,0.00387513127260834,0.00367136867510312
2013.67,0.00279842278252728,0.004563641,0.00393971230969037,0.00370831442962436
2013.75,0.0027965480450137,0.005317212,0.00386208603826083,0.00367955629560022
2013.83,0.00334380345699713,0.004301477,0.00399163657432794,0.00362839863061946
2013.92,0.00338329635613041,0.004159147,0.00428937102789786,0.00367036045242841
2014,0.00310777977495871,0.003860724,0.00426283265697768,0.00373257358009313
2014.08,0.0024830073640489,0.005038279,0.00365603963055579,0.00376409975672949
2014.17,0.00316930667032048,0.004524092,0.00320740563416024,0.00375194609912131
2014.25,0.00340247259633389,0.004165507,0.00314603673154327,0.0037081841360853
2014.33,0.00390411225281534,0.002388133,0.00388403281993941,0.00373032215560887
2014.42,0.00332708653423005,0.001645193,0.00436904456533255,0.00374128742247618
2014.5,0.00357906263714119,-7.187522e-05,0.00465863421364211,0.00375044510130625
2014.58,0.00323895886704514,-0.0009036856,0.00410239185732982,0.00367081804166904
2014.67,0.00315694024980178,-0.003007812,0.00372386034731896,0.00358431965020382
2014.75,0.00208984852945721,-0.007496098,0.00304167935907884,0.0034570079561103
2014.83,0.00143567687153459,-0.004789754,0.00295166396909043,0.00335810805246061
2014.92,0.00112734455193185,-0.001153213,0.00257771621309396,0.00321831601868869
2015,0.00146132693208003,0.004552321,0.00205786867802949,0.00299527376297817
2015.08,0.00201720558747595,0.005184611,0.00149931172135004,0.00287853422717478
2015.17,0.00182995287150279,0.005236682,0.00146751499138713,0.00293424636241422
2015.25,0.00201969471667621,0.005262941,0.00265817690190478,0.00329620370636041
2015.33,0.00193711578864448,0.002928273,0.00376775640737663,0.00359588053163837
2015.42,0.00263937442784787,-0.0003999344,0.00447456307166307,0.00378787519115507
2015.5,0.00297586211247057,-0.001311408,0.00412895235549241,0.00380922705665766
2015.58,0.00317530429347151,-0.0007581035,0.00359101887032881,0.0037414312399916
2015.67,0.00294316367253041,-0.0002154354,0.00319712012409229,0.00357207266375169
2015.75,0.00258236088845019,0.0001949178,0.00285518305317909,0.00337455002624542
2015.83,0.00238096120639061,-0.0009534745,0.00276527763554698,0.0032637996022735
2015.92,0.00210327268615393,0.002226646,0.00238583943053448,0.00326934251664645
2016,0.00213381316799429,0.005097645,0.0026953373399226,0.00331459764776345
2016.08,0.00291186990678861,0.007265637,0.00311452084418261,0.00330872798498283
2016.17,0.00380100912482839,0.006675335,0.00406675937070372,0.0033820965427978
2016.25,0.00468030654861757,0.003561479,0.00481390904495904,0.00352939438973356
2016.33,0.0050207446300863,0.003321345,0.00537370195095014,0.00377634483941301
2016.42,0.0054437593101384,0.003468091,0.00551362774357746,0.00391001635688089
