PCE,core PCE,Dates
0.00470304386593701,0.00663980772223471,1989_AUG
0.00474512403614669,0.00744994567747925,1989_SEP
0.00626533702292065,0.00851451768267508,1989_OCT
0.00833536351929842,0.00979095453218126,1989_NOV
0.00901135534951547,0.00915797942450247,1989_DEC
0.0126947889102198,0.00938070304105332,1990_JAN
0.0149452066614892,0.0115841937843402,1990_FEB
0.0158312253712596,0.0135699019574582,1990_MAR
0.0103154407118338,0.0126898835774996,1990_APR
0.00814473482851841,0.0108798009013251,1990_MAY
0.00879169278200331,0.00995749238544708,1990_JUN
0.00916206028027111,0.00949409330574635,1990_JUL
0.0135941980097825,0.0106129917657822,1990_AUG
0.015331139172488,0.0102072942385127,1990_SEP
0.0186267776679676,0.0110907257731276,1990_OCT
0.0131789137380192,0.00811482560531984,1990_NOV
0.00793847680476301,0.0060034445993602,1990_DEC
0.00601864794198415,0.00760151703393719,1991_JAN
0.00525555117592957,0.00915978186330535,1991_FEB
0.00452867339404373,0.00986450571489117,1991_MAR
0.00253363192049294,0.00686276100394245,1991_APR
0.00617566331198538,0.00808969857783093,1991_MAY
0.00766076999722309,0.00816972358563683,1991_JUN
0.00741863953564215,0.00921688688366085,1991_JUL
0.00560192251485736,0.00797663183911923,1991_AUG
0.00735937753282534,0.0098171102783382,1991_SEP
0.0076553320277728,0.00897304892067963,1991_OCT
0.00752450307600405,0.00808865677345394,1991_NOV
0.00658148815653958,0.00654983744350179,1991_DEC
0.00607131384516535,0.00707345634079171,1992_JAN
0.00641056461047795,0.0079289866060146,1992_FEB
0.00633063162438252,0.00795676561416769,1992_MAR
0.00767904466936997,0.00851652236765621,1992_APR
0.0064652770036786,0.00719277901400939,1992_MAY
0.00581423056760233,0.00547105810263693,1992_JUN
0.00641645146469361,0.0059673122166306,1992_JUL
0.00642374570827342,0.00547663871298987,1992_AUG
0.00628603016662721,0.00632744119521811,1992_SEP
0.00651722183741588,0.0063965554626273,1992_OCT
0.00715307582260349,0.00767504835589938,1992_NOV
0.0072669627862445,0.00790977908234214,1992_DEC
0.00616221965028618,0.00697148309453821,1993_JAN
0.00569742757242775,0.00669522888162044,1993_FEB
0.00599912739965114,0.00702001777995775,1993_MAR
0.00623328980911531,0.00701491624893014,1993_APR
0.00782256437318596,0.00849642296017206,1993_MAY
0.00610275553352624,0.00726027397260287,1993_JUN
0.00503607124650474,0.00641969312956236,1993_JUL
0.00364991606733089,0.00490062619112441,1993_AUG
0.00435686244322997,0.00545506747057112,1993_SEP
0.00590233480379343,0.00502156407395149,1993_OCT
0.0060917600122754,0.00573466991781801,1993_NOV
0.00527300039854062,0.00467402086026047,1993_DEC
0.00246015616643502,0.00382612870796883,1994_JAN
0.0028825476230423,0.00341220311588009,1994_FEB
0.00541307065963226,0.00637257101826516,1994_MAR
0.00626486189866471,0.00708498998535179,1994_APR
0.00539874688241393,0.00714424209882614,1994_MAY
0.00508060724631099,0.00596060943887022,1994_JUN
0.00705900174202823,0.00656019947755859,1994_JUL
0.00791093766544138,0.00544975268785364,1994_AUG
0.00657894736842102,0.00474318813168617,1994_SEP
0.00511424316722087,0.00499867291869416,1994_OCT
0.00471230903142539,0.00571479070315473,1994_NOV
0.00424236973076697,0.0045296116005118,1994_DEC
0.00457939869202795,0.0046656983141864,1995_JAN
0.00445121586903263,0.0044667701590464,1995_FEB
0.00565747637742398,0.00658809750384282,1995_MAR
0.00625679681797187,0.0064257028112451,1995_APR
0.00602266305802579,0.00648810999168936,1995_MAY
0.00515066053139379,0.00490146171187544,1995_JUN
0.003775149155403,0.00415003990422957,1995_JUL
0.00439017900696226,0.00485282187970815,1995_AUG
0.00410532067280012,0.00529728477971392,1995_SEP
0.00544231733577183,0.00615598040490739,1995_OCT
0.00325248719609128,0.00439690342670129,1995_NOV
0.00448562394293694,0.00449192317659586,1995_DEC
0.00412198735532687,0.0031884182860098,1996_JAN
0.00573574498672436,0.00384659547594435,1996_FEB
0.00683748169838938,0.0047584921886199,1996_MAR
0.00761117279261381,0.00498217583644722,1996_APR
0.00775962660443397,0.00541893051186748,1996_MAY
0.00471156223188451,0.00386579555504829,1996_JUN
0.00382758470705924,0.0043876518939554,1996_JUL
0.00305389914896081,0.00351256417184542,1996_AUG
0.00590525538782183,0.00578346809145547,1996_SEP
0.00681716423299683,0.00628324232323951,1996_OCT
0.00764757658398629,0.00673128702207859,1996_NOV
0.00597130893969711,0.00406894602995189,1996_DEC
0.0042462235866243,0.00276258668320484,1997_JAN
0.00455372102014806,0.00350501822891025,1997_FEB
0.00444832222444713,0.00551584398041305,1997_MAR
0.0041282765516748,0.00640953558978952,1997_APR
0.00158230103633605,0.00507785103100011,1997_MAY
0.00180847276610918,0.00417016512734403,1997_JUN
0.00142259652317422,0.00289106145251417,1997_JUL
0.00267569952463642,0.00175849941383355,1997_AUG
0.00380941551057545,0.00235513810306887,1997_SEP
0.00451743046282349,0.00318910412633855,1997_OCT
